Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
34,,113,136.0,+26:27,,Boucher David,131,FDJ,",, 23:48",,2,2015
23,,126,132.0,+25:14,,Van Hoecke Gijs,132,Topsport Vlaanderen - Baloise,",, 23:48",,2,2015
27,,173,138.0,+26:53,,Piechele Andrea,133,Bardiani - CSF Pro Team,",, 23:48",,2,2015
24,,117,131.0,+25:14,,Le Bon Johan,134,FDJ,",, 23:48",,2,2015
26,,162,134.0,+25:14,,Archbold Shane,135,Bora - Argon 18,",, 23:48",,2,2015
21,,177,137.0,+26:48,,Sterbini Simone,136,Bardiani - CSF Pro Team,",, 23:48",,2,2015
23,,127,124.0,+23:58,,Van Meirhaeghe Jef,137,Topsport Vlaanderen - Baloise,",, 23:48",,2,2015
28,,43,127.0,+24:42,,De Marchi Alessandro,138,BMC Racing Team,",, 23:48",,2,2015
29,,91,125.0,+23:58,,Boom Lars,139,Astana Pro Team,",, 23:48",,2,2015
25,,171,,+ -7:39:31,,Battaglin Enrico,DNF,Bardiani - CSF Pro Team,",, 23:48",,2,2015
22,,176,,+ -7:39:31,,Sterbini Luca,DNF,Bardiani - CSF Pro Team,",, 23:48",,2,2015
30,46.548,1,1.0,+0:00,30.0,Terpstra Niki,1,Etixx - Quick Step,14:03 14:03,20.0,3,2015
33,46.11,31,74.0,+9:28,18.0,Cancellara Fabian,2,Trek Factory Racing,0:08 0:08,14.0,3,2015
34,46.056000000000004,101,78.0,+10:02,12.0,Wiggins Bradley,3,Team Sky,0:09 0:09,8.0,3,2015
29,46.056000000000004,22,2.0,+0:11,7.0,Bodnar Maciej,4,Tinkoff - Saxo,",, 0:09",7.0,3,2015
27,46.001999999999995,106,3.0,+0:12,4.0,Stannard Ian,5,Team Sky,0:10 0:10,6.0,3,2015
25,45.575,153,81.0,+10:11,3.0,Br\xe4ndle Matthias,6,IAM Cycling,0:18 0:18,5.0,3,2015
23,45.468999999999994,6,39.0,+4:03,2.0,van Keirsbulck Guillaume,7,Etixx - Quick Step,0:20 0:20,4.0,3,2015
27,45.417,81,80.0,+10:06,1.0,Boasson Hagen Edvald,8,MTN - Qhubeka,0:21 0:21,2.0,3,2015
29,45.26,46,4.0,+0:19,,Van Avermaet Greg,9,BMC Racing Team,0:24 0:24,,3,2015
29,45.207,155,68.0,+8:38,,Hollenstein Reto,10,IAM Cycling,0:25 0:25,,3,2015
31,45.0,94,9.0,+0:46,,Grivko Andrei,11,Astana Pro Team,0:29 0:29,,3,2015
25,45.0,26,36.0,+3:39,,Juul-Jensen Christopher,12,Tinkoff - Saxo,",, 0:29",,3,2015
29,45.0,156,16.0,+1:11,,Kluge Roger,13,IAM Cycling,",, 0:29",,3,2015
29,44.948,91,123.0,+24:20,,Boom Lars,14,Astana Pro Team,0:30 0:30,,3,2015
24,44.897,105,5.0,+0:33,,Rowe Luke,15,Team Sky,0:31 0:31,,3,2015
28,44.743,95,59.0,+8:04,,Gruzdev Dmitriy,16,Astana Pro Team,0:34 0:34,,3,2015
33,44.692,141,83.0,+10:38,,Pozzato Filippo,17,Lampre - Merida,0:35 0:35,,3,2015
34,44.641999999999996,147,79.0,+10:02,,Plaza Rub\xe9n,18,Lampre - Merida,0:36 0:36,,3,2015
34,44.54,51,37.0,+3:48,,Valverde Alejandro,19,Movistar Team,0:38 0:38,,3,2015
33,44.43899999999999,24,70.0,+8:53,,Brutt Pavel,20,Tinkoff - Saxo,0:40 0:40,,3,2015
32,44.43899999999999,98,124.0,+24:30,,Westra Lieuwe,21,Astana Pro Team,",, 0:40",,3,2015
33,44.43899999999999,103,109.0,+12:29,,Knees Christian,22,Team Sky,",, 0:40",,3,2015
30,44.339,151,8.0,+0:44,,Haussler Heinrich,23,IAM Cycling,0:42 0:42,,3,2015
37,44.339,138,95.0,+11:18,,Tuft Svein,24,Orica GreenEDGE,",, 0:42",,3,2015
21,44.288999999999994,48,82.0,+10:36,,Zabel Rick,25,BMC Racing Team,0:43 0:43,,3,2015
27,44.239,61,6.0,+0:36,,Kristoff Alexander,26,Team Katusha,0:44 0:44,,3,2015
35,44.18899999999999,32,62.0,+8:15,,Irizar Markel,27,Trek Factory Racing,0:45 0:45,,3,2015
25,44.138999999999996,146,75.0,+9:40,,Oliveira Nelson,28,Lampre - Merida,0:46 0:46,,3,2015
23,44.138999999999996,12,21.0,+1:32,,Arndt Nikias,29,Team Giant - Alpecin,",, 0:46",,3,2015
25,44.138999999999996,21,10.0,+0:48,,Sagan Peter,30,Tinkoff - Saxo,",, 0:46",,3,2015
32,44.09,41,14.0,+1:04,,Gilbert Philippe,31,BMC Racing Team,0:47 0:47,,3,2015
30,44.04,7,38.0,+3:58,,Vandenbergh Stijn,32,Etixx - Quick Step,0:48 0:48,,3,2015
34,43.99100000000001,2,7.0,+0:42,,Boonen Tom,33,Etixx - Quick Step,0:49 0:49,,3,2015
29,43.99100000000001,28,52.0,+5:15,,Trusov Nikolay,34,Tinkoff - Saxo,",, 0:49",,3,2015
27,43.942,68,60.0,+8:12,,Smukulis Gatis,35,Team Katusha,0:50 0:50,,3,2015
25,43.942,164,15.0,+1:07,,Matzka Ralf,36,Bora - Argon 18,",, 0:50",,3,2015
23,43.893,62,27.0,+1:41,,Bystr\xf8m Sven Erik,37,Team Katusha,0:51 0:51,,3,2015
31,43.795,42,11.0,+0:54,,Burghardt Marcus,38,BMC Racing Team,0:53 0:53,,3,2015
28,43.795,4,12.0,+0:59,,Maes Nikolas,39,Etixx - Quick Step,",, 0:53",,3,2015
24,43.795,117,128.0,+25:59,,Le Bon Johan,40,FDJ,",, 0:53",,3,2015
29,43.795,17,110.0,+12:42,,Timmer Albert,41,Team Giant - Alpecin,",, 0:53",,3,2015
29,43.696999999999996,8,84.0,+10:48,,Velits Martin,42,Etixx - Quick Step,0:55 0:55,,3,2015
25,43.696999999999996,5,17.0,+1:12,,Trentin Matteo,43,Etixx - Quick Step,",, 0:55",,3,2015
24,43.696999999999996,86,111.0,+12:44,,Van Zyl Johann,44,MTN - Qhubeka,",, 0:55",,3,2015
30,43.648,116,40.0,+4:06,,Ladagnous Matthieu,45,FDJ,0:56 0:56,,3,2015
22,43.552,36,13.0,+1:00,,Stuyven Jasper,46,Trek Factory Racing,0:58 0:58,,3,2015
25,43.503,66,22.0,+1:34,,Kuznetsov Viacheslav,47,Team Katusha,0:59 0:59,,3,2015
32,43.503,112,65.0,+8:29,,Bonnet William,48,FDJ,",, 0:59",,3,2015
28,43.455,168,89.0,+11:04,,Voss Paul,49,Bora - Argon 18,1:00 1:00,,3,2015
25,43.358999999999995,121,44.0,+4:45,,Wallays Jelle,50,Topsport Vlaanderen - Baloise,1:02 1:02,,3,2015
34,43.358999999999995,137,139.0,+31:26,,Mouris Jens,51,Orica GreenEDGE,",, 1:02",,3,2015
36,43.263999999999996,133,18.0,+1:19,,Hayman Mathew,52,Orica GreenEDGE,1:04 1:04,,3,2015
27,43.216,87,116.0,+14:32,,Venter Jaco,53,MTN - Qhubeka,1:05 1:05,,3,2015
28,43.168,44,41.0,+4:16,,Drucker Jean-Pierre,54,BMC Racing Team,1:06 1:06,,3,2015
31,43.121,154,125.0,+25:43,,Devenyns Dries,55,IAM Cycling,1:07 1:07,,3,2015
23,43.121,122,98.0,+11:43,,Campenaerts Victor,56,Topsport Vlaanderen - Baloise,",, 1:07",,3,2015
26,43.121,11,86.0,+11:00,,Kittel Marcel,57,Team Giant - Alpecin,",, 1:07",,3,2015
22,43.074,57,87.0,+11:01,,S\xfctterlin Jasha,58,Movistar Team,1:08 1:08,,3,2015
28,43.026,45,100.0,+11:45,,Hermans Ben,59,BMC Racing Team,1:09 1:09,,3,2015
35,43.026,115,47.0,+4:52,,Fischer Murilo Antonio,60,FDJ,",, 1:09",,3,2015
30,43.026,65,56.0,+5:35,,Kozonchuk Dmitry,61,Team Katusha,",, 1:09",,3,2015
28,42.979,52,88.0,+11:03,,Amador Andrey,62,Movistar Team,1:10 1:10,,3,2015
38,42.979,67,30.0,+2:00,,Paolini Luca,63,Team Katusha,",, 1:10",,3,2015
28,42.979,132,29.0,+1:52,,Docker Mitchell,64,Orica GreenEDGE,",, 1:10",,3,2015
25,42.979,123,20.0,+1:27,,Declercq Tim,65,Topsport Vlaanderen - Baloise,",, 1:10",,3,2015
26,42.931999999999995,15,48.0,+4:54,,Sinkeldam Ramon,66,Team Giant - Alpecin,1:11 1:11,,3,2015
29,42.792,27,57.0,+5:39,,M\xf8rk\xf8v Michael,67,Tinkoff - Saxo,1:14 1:14,,3,2015
26,42.745,135,34.0,+3:23,,Keukeleire Jens,68,Orica GreenEDGE,1:15 1:15,,3,2015
27,42.699,97,19.0,+1:24,,Tleubayev Ruslan,69,Astana Pro Team,1:16 1:16,,3,2015
28,42.699,43,126.0,+25:50,,De Marchi Alessandro,70,BMC Racing Team,",, 1:16",,3,2015
23,42.699,126,129.0,+26:22,,Van Hoecke Gijs,71,Topsport Vlaanderen - Baloise,",, 1:16",,3,2015
32,42.652,3,91.0,+11:10,,Keisse Iljo,72,Etixx - Quick Step,1:17 1:17,,3,2015
32,42.652,76,50.0,+5:00,,Rollin Dominique,73,"Cofidis, Solutions Cr\xe9dits",",, 1:17",,3,2015
28,42.652,128,51.0,+5:00,,Vanspeybrouck Pieter,74,Topsport Vlaanderen - Baloise,",, 1:17",,3,2015
24,42.652,14,101.0,+11:53,,Preidler Georg,75,Team Giant - Alpecin,",, 1:17",,3,2015
35,42.606,104,113.0,+13:07,,Pate Danny,76,Team Sky,1:18 1:18,,3,2015
24,42.606,25,130.0,+26:24,,Hansen Jesper,77,Tinkoff - Saxo,",, 1:18",,3,2015
34,42.56,35,114.0,+13:30,,Steegmans Gert,78,Trek Factory Racing,1:19 1:19,,3,2015
26,42.56,162,131.0,+26:25,,Archbold Shane,79,Bora - Argon 18,",, 1:19",,3,2015
23,42.56,111,61.0,+8:12,,D\xe9mare Arnaud,80,FDJ,",, 1:19",,3,2015
26,42.513999999999996,93,102.0,+11:56,,de Vreese Laurens,81,Astana Pro Team,1:20 1:20,,3,2015
27,42.422,145,92.0,+11:15,,Modolo Sacha,82,Lampre - Merida,1:22 1:22,,3,2015
30,42.422,18,25.0,+1:39,,Veelers Tom,83,Team Giant - Alpecin,",, 1:22",,3,2015
28,42.376000000000005,118,26.0,+1:40,,Offredo Yoann,84,FDJ,1:23 1:23,,3,2015
29,42.33,47,94.0,+11:17,,Velits Peter,85,BMC Racing Team,1:24 1:24,,3,2015
27,42.33,174,135.0,+27:43,,Pirazzi Stefano,86,Bardiani - CSF Pro Team,",, 1:24",,3,2015
24,42.284,75,105.0,+12:16,,Petit Adrien,87,"Cofidis, Solutions Cr\xe9dits",1:25 1:25,,3,2015
23,42.284,64,63.0,+8:22,,Haller Marco,88,Team Katusha,",, 1:25",,3,2015
27,42.239,63,64.0,+8:23,,Guarnieri Jacopo,89,Team Katusha,1:26 1:26,,3,2015
26,42.193999999999996,165,31.0,+2:02,,Schorn Daniel,90,Bora - Argon 18,1:27 1:27,,3,2015
31,42.148,53,71.0,+8:58,,Erviti Imanol,91,Movistar Team,1:28 1:28,,3,2015
28,42.058,83,103.0,+12:06,,Ciolek Gerald,92,MTN - Qhubeka,1:30 1:30,,3,2015
32,42.058,125,104.0,+12:06,,Van Hecke Preben,93,Topsport Vlaanderen - Baloise,",, 1:30",,3,2015
30,42.058,23,42.0,+4:40,,Breschel Matti,94,Tinkoff - Saxo,",, 1:30",,3,2015
26,41.968,78,90.0,+11:05,,Soupe Geoffrey,95,"Cofidis, Solutions Cr\xe9dits",1:32 1:32,,3,2015
29,41.968,114,28.0,+1:49,,Delage Micka\xebl,96,FDJ,",, 1:32",,3,2015
27,41.968,163,76.0,+9:45,,Dempster Zakkari,97,Bora - Argon 18,",, 1:32",,3,2015
27,41.923,37,43.0,+4:43,,van Poppel Boy,98,Trek Factory Racing,1:33 1:33,,3,2015
24,41.833999999999996,152,66.0,+8:32,,Aregger Marcel,99,IAM Cycling,1:35 1:35,,3,2015
25,41.833999999999996,134,67.0,+8:32,,Howard Leigh,100,Orica GreenEDGE,",, 1:35",,3,2015
21,41.788999999999994,77,118.0,+14:37,,S\xe9n\xe9chal Florian,101,"Cofidis, Solutions Cr\xe9dits",1:36 1:36,,3,2015
25,41.745,131,24.0,+1:39,,Blythe Adam,102,Orica GreenEDGE,1:37 1:37,,3,2015
26,41.745,124,32.0,+2:24,,Salomein Jarl,103,Topsport Vlaanderen - Baloise,",, 1:37",,3,2015
31,41.7,144,85.0,+10:57,,Ferrari Roberto,104,Lampre - Merida,1:38 1:38,,3,2015
24,41.656000000000006,167,46.0,+4:49,,Thwaites Scott,105,Bora - Argon 18,1:39 1:39,,3,2015
25,41.611999999999995,96,23.0,+1:36,,Guardini Andrea,106,Astana Pro Team,1:40 1:40,,3,2015
30,41.568000000000005,13,35.0,+3:29,,de Backer Bert,107,Team Giant - Alpecin,1:41 1:41,,3,2015
29,41.523999999999994,143,106.0,+12:18,,Costa M\xe1rio,108,Lampre - Merida,1:42 1:42,,3,2015
25,41.349,56,77.0,+9:59,,Sanz Enrique,109,Movistar Team,1:46 1:46,,3,2015
29,41.349,55,45.0,+4:46,,Rojas Jos\xe9 Joaqu\xedn,110,Movistar Team,",, 1:46",,3,2015
32,41.349,58,72.0,+9:16,,Ventoso Francisco,111,Movistar Team,",, 1:46",,3,2015
34,41.305,92,49.0,+4:57,,Bozic Borut,112,Astana Pro Team,1:47 1:47,,3,2015
24,41.305,102,33.0,+3:20,,Fenn Andrew,113,Team Sky,",, 1:47",,3,2015
28,41.305,158,107.0,+12:23,,van Genechten Jonas,114,IAM Cycling,",, 1:47",,3,2015
21,41.262,38,108.0,+12:24,,van Poppel Danny,115,Trek Factory Racing,1:48 1:48,,3,2015
29,41.218,16,93.0,+11:15,,Stamsnijder Tom,116,Team Giant - Alpecin,1:49 1:49,,3,2015
39,41.218,54,97.0,+11:42,,Lastras Pablo,117,Movistar Team,",, 1:49",,3,2015
30,41.132,107,99.0,+11:44,,Sutton Chris,118,Team Sky,1:51 1:51,,3,2015
33,41.089,157,53.0,+5:22,,Reynes Vicente,119,IAM Cycling,1:52 1:52,,3,2015
31,41.04600000000001,148,122.0,+19:48,,Richeze Ariel Maximiliano,120,Lampre - Merida,1:53 1:53,,3,2015
35,41.003,136,73.0,+9:24,,Lancaster Brett,121,Orica GreenEDGE,1:54 1:54,,3,2015
31,41.003,82,69.0,+8:51,,Bos Theo,122,MTN - Qhubeka,",, 1:54",,3,2015
25,40.79,172,115.0,+13:48,,Boem Nicola,123,Bardiani - CSF Pro Team,1:59 1:59,,3,2015
31,40.748000000000005,74,120.0,+18:15,,Lemoine Cyril,124,"Cofidis, Solutions Cr\xe9dits",2:00 2:00,,3,2015
27,40.705,173,137.0,+28:46,,Piechele Andrea,125,Bardiani - CSF Pro Team,2:01 2:01,,3,2015
25,40.579,84,96.0,+11:24,,Reguigui Youcef,126,MTN - Qhubeka,2:04 2:04,,3,2015
23,40.454,127,127.0,+25:57,,Van Meirhaeghe Jef,127,Topsport Vlaanderen - Baloise,2:07 2:07,,3,2015
35,40.205,33,133.0,+26:53,,Popovych Yaroslav,128,Trek Factory Racing,2:13 2:13,,3,2015
24,40.205,71,54.0,+5:23,,Bouhanni Nacer,129,"Cofidis, Solutions Cr\xe9dits",",, 2:13",,3,2015
24,40.164,161,55.0,+5:24,,Bennett Sam,130,Bora - Argon 18,2:14 2:14,,3,2015
24,40.164,166,134.0,+26:56,,Schwarzmann Michael,131,Bora - Argon 18,",, 2:14",,3,2015
24,39.919000000000004,85,132.0,+26:35,,Sbaragli Kristian,132,MTN - Qhubeka,2:20 2:20,,3,2015
34,39.838,113,136.0,+28:41,,Boucher David,133,FDJ,2:22 2:22,,3,2015
24,39.797,175,112.0,+12:59,,Ruffoni Nicola,134,Bardiani - CSF Pro Team,2:23 2:23,,3,2015
31,39.319,73,121.0,+18:40,,Chainel Steve,135,"Cofidis, Solutions Cr\xe9dits",2:35 2:35,,3,2015
31,38.967,142,117.0,+14:33,,Bono Matteo,136,Lampre - Merida,2:44 2:44,,3,2015
35,38.775,34,119.0,+15:00,,Rast Gregory,137,Trek Factory Racing,2:49 2:49,,3,2015
24,38.32,72,58.0,+6:11,,Ahlstrand Jonas,138,"Cofidis, Solutions Cr\xe9dits",3:01 3:01,,3,2015
21,37.658,177,138.0,+29:59,,Sterbini Simone,139,Bardiani - CSF Pro Team,3:19 3:19,,3,2015
27,,61,5.0,+0:21,30.0,Kristoff Alexander,1,Team Katusha,4:15:57 4:15:57,20.0,4,2015
25,,21,7.0,+0:37,18.0,Sagan Peter,2,Tinkoff - Saxo,",, ,,",14.0,4,2015
23,,12,19.0,+1:23,12.0,Arndt Nikias,3,Team Giant - Alpecin,",, ,,",8.0,4,2015
25,,131,24.0,+1:34,7.0,Blythe Adam,4,Orica GreenEDGE,",, ,,",7.0,4,2015
24,,175,99.0,+12:54,4.0,Ruffoni Nicola,5,Bardiani - CSF Pro Team,",, ,,",6.0,4,2015
30,,151,8.0,+0:39,3.0,Haussler Heinrich,6,IAM Cycling,",, ,,",5.0,4,2015
34,,92,43.0,+4:52,2.0,Bozic Borut,7,Astana Pro Team,",, ,,",4.0,4,2015
25,,96,22.0,+1:31,1.0,Guardini Andrea,8,Astana Pro Team,",, ,,",2.0,4,2015
29,,55,40.0,+4:41,,Rojas Jos\xe9 Joaqu\xedn,9,Movistar Team,",, ,,",,4,2015
27,,145,83.0,+11:10,,Modolo Sacha,10,Lampre - Merida,",, ,,",,4,2015
22,,36,12.0,+0:55,,Stuyven Jasper,11,Trek Factory Racing,",, ,,",,4,2015
29,,22,2.0,+0:06,,Bodnar Maciej,12,Tinkoff - Saxo,",, ,,",,4,2015
23,,64,61.0,+8:17,,Haller Marco,13,Team Katusha,",, ,,",,4,2015
31,,94,9.0,+0:41,,Grivko Andrei,14,Astana Pro Team,",, ,,",,4,2015
27,,106,3.0,+0:12,,Stannard Ian,15,Team Sky,0:05 0:05,,4,2015
29,,46,4.0,+0:19,,Van Avermaet Greg,16,BMC Racing Team,",, 0:05",,4,2015
23,,111,60.0,+8:12,,D\xe9mare Arnaud,17,FDJ,",, 0:05",,4,2015
25,,164,15.0,+1:07,,Matzka Ralf,18,Bora - Argon 18,",, 0:05",,4,2015
24,,102,32.0,+3:20,,Fenn Andrew,19,Team Sky,",, 0:05",,4,2015
32,,41,14.0,+1:04,,Gilbert Philippe,20,BMC Racing Team,",, 0:05",,4,2015
30,,18,25.0,+1:39,,Veelers Tom,21,Team Giant - Alpecin,",, 0:05",,4,2015
28,,4,13.0,+0:59,,Maes Nikolas,22,Etixx - Quick Step,",, 0:05",,4,2015
34,,2,10.0,+0:42,,Boonen Tom,23,Etixx - Quick Step,",, 0:05",,4,2015
25,,66,23.0,+1:34,,Kuznetsov Viacheslav,24,Team Katusha,",, 0:05",,4,2015
24,,105,6.0,+0:33,,Rowe Luke,25,Team Sky,",, 0:05",,4,2015
36,,133,18.0,+1:19,,Hayman Mathew,26,Orica GreenEDGE,",, 0:05",,4,2015
31,,42,11.0,+0:54,,Burghardt Marcus,27,BMC Racing Team,",, 0:05",,4,2015
29,,114,28.0,+1:49,,Delage Micka\xebl,28,FDJ,",, 0:05",,4,2015
34,,51,33.0,+3:48,,Valverde Alejandro,29,Movistar Team,",, 0:05",,4,2015
30,,1,1.0,+0:00,,Terpstra Niki,30,Etixx - Quick Step,",, 0:05",,4,2015
23,,6,36.0,+4:03,,van Keirsbulck Guillaume,31,Etixx - Quick Step,",, 0:05",,4,2015
26,,124,30.0,+2:19,,Salomein Jarl,32,Topsport Vlaanderen - Baloise,",, 0:05",,4,2015
25,,121,42.0,+4:45,,Wallays Jelle,33,Topsport Vlaanderen - Baloise,",, 0:05",,4,2015
28,,52,80.0,+11:03,,Amador Andrey,34,Movistar Team,",, 0:05",,4,2015
23,,122,89.0,+11:43,,Campenaerts Victor,35,Topsport Vlaanderen - Baloise,",, 0:05",,4,2015
24,,71,51.0,+5:23,,Bouhanni Nacer,36,"Cofidis, Solutions Cr\xe9dits",",, 0:05",,4,2015
26,,78,81.0,+11:05,,Soupe Geoffrey,37,"Cofidis, Solutions Cr\xe9dits",",, 0:05",,4,2015
28,,128,46.0,+5:00,,Vanspeybrouck Pieter,38,Topsport Vlaanderen - Baloise,",, 0:05",,4,2015
27,,68,59.0,+8:12,,Smukulis Gatis,39,Team Katusha,",, 0:05",,4,2015
25,,5,17.0,+1:12,,Trentin Matteo,40,Etixx - Quick Step,",, 0:05",,4,2015
28,,45,91.0,+11:45,,Hermans Ben,41,BMC Racing Team,",, 0:05",,4,2015
29,,143,94.0,+12:18,,Costa M\xe1rio,42,Lampre - Merida,",, 0:05",,4,2015
27,,97,20.0,+1:24,,Tleubayev Ruslan,43,Astana Pro Team,",, 0:05",,4,2015
29,,47,84.0,+11:17,,Velits Peter,44,BMC Racing Team,",, 0:05",,4,2015
21,,48,76.0,+10:36,,Zabel Rick,45,BMC Racing Team,",, 0:05",,4,2015
23,,126,125.0,+26:22,,Van Hoecke Gijs,46,Topsport Vlaanderen - Baloise,",, 0:05",,4,2015
25,,123,21.0,+1:27,,Declercq Tim,47,Topsport Vlaanderen - Baloise,",, 0:05",,4,2015
39,,54,88.0,+11:42,,Lastras Pablo,48,Movistar Team,",, 0:05",,4,2015
30,,116,37.0,+4:06,,Ladagnous Matthieu,49,FDJ,",, 0:05",,4,2015
23,,62,27.0,+1:41,,Bystr\xf8m Sven Erik,50,Team Katusha,",, 0:05",,4,2015
24,,85,127.0,+26:35,,Sbaragli Kristian,51,MTN - Qhubeka,",, 0:05",,4,2015
27,,173,132.0,+28:46,,Piechele Andrea,52,Bardiani - CSF Pro Team,",, 0:05",,4,2015
33,,141,77.0,+10:38,,Pozzato Filippo,53,Lampre - Merida,",, 0:05",,4,2015
29,,28,49.0,+5:15,,Trusov Nikolay,54,Tinkoff - Saxo,",, 0:05",,4,2015
25,,56,70.0,+9:59,,Sanz Enrique,55,Movistar Team,",, 0:05",,4,2015
28,,118,26.0,+1:40,,Offredo Yoann,56,FDJ,",, 0:05",,4,2015
29,,156,16.0,+1:11,,Kluge Roger,57,IAM Cycling,",, 0:05",,4,2015
26,,93,92.0,+11:56,,de Vreese Laurens,58,Astana Pro Team,",, 0:05",,4,2015
30,,107,90.0,+11:44,,Sutton Chris,59,Team Sky,",, 0:05",,4,2015
32,,76,45.0,+5:00,,Rollin Dominique,60,"Cofidis, Solutions Cr\xe9dits",",, 0:05",,4,2015
34,,147,72.0,+10:02,,Plaza Rub\xe9n,61,Lampre - Merida,",, 0:05",,4,2015
35,,34,113.0,+15:00,,Rast Gregory,62,Trek Factory Racing,",, 0:05",,4,2015
25,,146,67.0,+9:40,,Oliveira Nelson,63,Lampre - Merida,",, 0:05",,4,2015
22,,57,79.0,+11:01,,S\xfctterlin Jasha,64,Movistar Team,",, 0:05",,4,2015
31,,53,65.0,+8:58,,Erviti Imanol,65,Movistar Team,",, 0:05",,4,2015
30,,7,35.0,+3:58,,Vandenbergh Stijn,66,Etixx - Quick Step,",, 0:05",,4,2015
27,,81,73.0,+10:06,,Boasson Hagen Edvald,67,MTN - Qhubeka,",, 0:05",,4,2015
31,,82,64.0,+8:51,,Bos Theo,68,MTN - Qhubeka,",, 0:05",,4,2015
33,,157,50.0,+5:22,,Reynes Vicente,69,IAM Cycling,",, 0:05",,4,2015
23,,127,124.0,+26:09,,Van Meirhaeghe Jef,70,Topsport Vlaanderen - Baloise,0:17 0:17,,4,2015
25,,84,87.0,+11:36,,Reguigui Youcef,71,MTN - Qhubeka,",, 0:17",,4,2015
38,,67,29.0,+2:12,,Paolini Luca,72,Team Katusha,",, 0:17",,4,2015
30,,65,54.0,+5:47,,Kozonchuk Dmitry,73,Team Katusha,",, 0:17",,4,2015
28,,43,123.0,+26:02,,De Marchi Alessandro,74,BMC Racing Team,",, 0:17",,4,2015
33,,31,68.0,+9:40,,Cancellara Fabian,75,Trek Factory Racing,",, 0:17",,4,2015
35,,32,62.0,+8:27,,Irizar Markel,76,Trek Factory Racing,",, 0:17",,4,2015
24,,14,93.0,+12:05,,Preidler Georg,77,Team Giant - Alpecin,",, 0:17",,4,2015
26,,15,47.0,+5:06,,Sinkeldam Ramon,78,Team Giant - Alpecin,",, 0:17",,4,2015
25,,172,106.0,+14:00,,Boem Nicola,79,Bardiani - CSF Pro Team,",, 0:17",,4,2015
31,,144,82.0,+11:09,,Ferrari Roberto,80,Lampre - Merida,",, 0:17",,4,2015
34,,101,75.0,+10:14,,Wiggins Bradley,81,Team Sky,",, 0:17",,4,2015
27,,163,69.0,+9:57,,Dempster Zakkari,82,Bora - Argon 18,",, 0:17",,4,2015
30,,23,44.0,+4:52,,Breschel Matti,83,Tinkoff - Saxo,",, 0:17",,4,2015
29,,27,55.0,+5:51,,M\xf8rk\xf8v Michael,84,Tinkoff - Saxo,",, 0:17",,4,2015
24,,161,52.0,+5:36,,Bennett Sam,85,Bora - Argon 18,",, 0:17",,4,2015
21,,77,112.0,+15:00,,S\xe9n\xe9chal Florian,86,"Cofidis, Solutions Cr\xe9dits",0:28 0:28,,4,2015
27,,63,63.0,+8:51,,Guarnieri Jacopo,87,Team Katusha,0:33 0:33,,4,2015
28,,44,41.0,+4:44,,Drucker Jean-Pierre,88,BMC Racing Team,",, 0:33",,4,2015
26,,135,34.0,+3:51,,Keukeleire Jens,89,Orica GreenEDGE,",, 0:33",,4,2015
27,,37,48.0,+5:11,,van Poppel Boy,90,Trek Factory Racing,",, 0:33",,4,2015
25,,26,39.0,+4:07,,Juul-Jensen Christopher,91,Tinkoff - Saxo,",, 0:33",,4,2015
28,,158,100.0,+12:55,,van Genechten Jonas,92,IAM Cycling,0:37 0:37,,4,2015
28,,132,31.0,+2:30,,Docker Mitchell,93,Orica GreenEDGE,0:43 0:43,,4,2015
30,,13,38.0,+4:07,,de Backer Bert,94,Team Giant - Alpecin,",, 0:43",,4,2015
24,,72,57.0,+6:56,,Ahlstrand Jonas,95,"Cofidis, Solutions Cr\xe9dits",0:50 0:50,,4,2015
24,,75,102.0,+13:07,,Petit Adrien,96,"Cofidis, Solutions Cr\xe9dits",0:56 0:56,,4,2015
35,,115,53.0,+5:43,,Fischer Murilo Antonio,97,FDJ,",, 0:56",,4,2015
34,,113,135.0,+29:32,,Boucher David,98,FDJ,",, 0:56",,4,2015
32,,112,66.0,+9:20,,Bonnet William,99,FDJ,",, 0:56",,4,2015
21,,38,104.0,+13:25,,van Poppel Danny,100,Trek Factory Racing,1:06 1:06,,4,2015
34,,35,110.0,+14:35,,Steegmans Gert,101,Trek Factory Racing,1:10 1:10,,4,2015
31,,148,120.0,+21:06,,Richeze Ariel Maximiliano,102,Lampre - Merida,1:23 1:23,,4,2015
26,,162,130.0,+27:53,,Archbold Shane,103,Bora - Argon 18,1:33 1:33,,4,2015
25,,134,71.0,+10:00,,Howard Leigh,104,Orica GreenEDGE,",, 1:33",,4,2015
26,,11,97.0,+12:45,,Kittel Marcel,105,Team Giant - Alpecin,1:50 1:50,,4,2015
29,,17,109.0,+14:27,,Timmer Albert,106,Team Giant - Alpecin,",, 1:50",,4,2015
35,,136,86.0,+11:32,,Lancaster Brett,107,Orica GreenEDGE,2:13 2:13,,4,2015
32,,58,85.0,+11:24,,Ventoso Francisco,108,Movistar Team,",, 2:13",,4,2015
28,,83,107.0,+14:14,,Ciolek Gerald,109,MTN - Qhubeka,",, 2:13",,4,2015
33,,103,111.0,+14:37,,Knees Christian,110,Team Sky,",, 2:13",,4,2015
33,,24,78.0,+11:01,,Brutt Pavel,111,Tinkoff - Saxo,",, 2:13",,4,2015
