Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
29,55,15,,Rojas Jos\xe9 Joaqu\xedn,1,Movistar Team,,1,2015
34,2,12,,Boonen Tom,2,Etixx - Quick Step,,1,2015
23,111,9,,D\xe9mare Arnaud,3,FDJ,,1,2015
25,21,7,,Sagan Peter,4,Tinkoff - Saxo,,1,2015
24,161,6,,Bennett Sam,5,Bora - Argon 18,,1,2015
22,36,5,,Stuyven Jasper,6,Trek Factory Racing,,1,2015
23,12,4,,Arndt Nikias,7,Team Giant - Alpecin,,1,2015
30,151,4,,Haussler Heinrich,8,IAM Cycling,,1,2015
26,124,3,,Salomein Jarl,9,Topsport Vlaanderen - Baloise,,1,2015
25,96,3,,Guardini Andrea,10,Astana Pro Team,,1,2015
30,1,2,,Terpstra Niki,11,Etixx - Quick Step,,1,2015
27,61,2,,Kristoff Alexander,12,Team Katusha,,1,2015
22,176,2,,Sterbini Luca,13,Bardiani - CSF Pro Team,,1,2015
31,144,1,,Ferrari Roberto,14,Lampre - Merida,,1,2015
24,71,1,,Bouhanni Nacer,15,"Cofidis, Solutions Cr\xe9dits",,1,2015
34,2,21,2.0,Boonen Tom,1,Etixx - Quick Step,\u25b21,2,2015
27,61,17,12.0,Kristoff Alexander,2,Team Katusha,\u25b210,2,2015
29,55,15,1.0,Rojas Jos\xe9 Joaqu\xedn,3,Movistar Team,\u25bc2,2,2015
25,96,15,10.0,Guardini Andrea,4,Astana Pro Team,\u25b26,2,2015
25,21,14,4.0,Sagan Peter,5,Tinkoff - Saxo,\u25bc1,2,2015
29,46,12,,Van Avermaet Greg,6,BMC Racing Team,-,2,2015
30,151,9,8.0,Haussler Heinrich,7,IAM Cycling,\u25b21,2,2015
23,111,9,3.0,D\xe9mare Arnaud,8,FDJ,\u25bc5,2,2015
22,36,7,6.0,Stuyven Jasper,9,Trek Factory Racing,\u25bc3,2,2015
24,161,6,5.0,Bennett Sam,10,Bora - Argon 18,\u25bc5,2,2015
23,12,4,7.0,Arndt Nikias,11,Team Giant - Alpecin,\u25bc4,2,2015
31,42,4,,Burghardt Marcus,12,BMC Racing Team,-,2,2015
25,131,4,,Blythe Adam,13,Orica GreenEDGE,-,2,2015
26,124,3,9.0,Salomein Jarl,14,Topsport Vlaanderen - Baloise,\u25bc5,2,2015
30,1,2,11.0,Terpstra Niki,15,Etixx - Quick Step,\u25bc4,2,2015
28,4,2,,Maes Nikolas,16,Etixx - Quick Step,-,2,2015
36,133,2,,Hayman Mathew,17,Orica GreenEDGE,-,2,2015
27,106,1,,Stannard Ian,18,Team Sky,-,2,2015
24,71,1,15.0,Bouhanni Nacer,19,"Cofidis, Solutions Cr\xe9dits",\u25bc4,2,2015
29,27,1,,M\xf8rk\xf8v Michael,20,Tinkoff - Saxo,-,2,2015
31,144,1,14.0,Ferrari Roberto,21,Lampre - Merida,\u25bc7,2,2015
34,2,21,1.0,Boonen Tom,1,Etixx - Quick Step,-,3,2015
30,1,17,15.0,Terpstra Niki,2,Etixx - Quick Step,\u25b213,3,2015
27,61,17,2.0,Kristoff Alexander,3,Team Katusha,\u25bc1,3,2015
29,55,15,3.0,Rojas Jos\xe9 Joaqu\xedn,4,Movistar Team,\u25bc1,3,2015
25,96,15,4.0,Guardini Andrea,5,Astana Pro Team,\u25bc1,3,2015
29,46,14,6.0,Van Avermaet Greg,6,BMC Racing Team,-,3,2015
25,21,14,5.0,Sagan Peter,7,Tinkoff - Saxo,\u25bc2,3,2015
33,31,12,,Cancellara Fabian,8,Trek Factory Racing,-,3,2015
30,151,9,7.0,Haussler Heinrich,9,IAM Cycling,\u25bc2,3,2015
23,111,9,8.0,D\xe9mare Arnaud,10,FDJ,\u25bc2,3,2015
34,101,9,,Wiggins Bradley,11,Team Sky,-,3,2015
29,22,7,,Bodnar Maciej,12,Tinkoff - Saxo,-,3,2015
27,106,7,18.0,Stannard Ian,13,Team Sky,\u25b25,3,2015
22,36,7,9.0,Stuyven Jasper,14,Trek Factory Racing,\u25bc5,3,2015
24,161,6,10.0,Bennett Sam,15,Bora - Argon 18,\u25bc5,3,2015
25,153,5,,Br\xe4ndle Matthias,16,IAM Cycling,-,3,2015
23,12,4,11.0,Arndt Nikias,17,Team Giant - Alpecin,\u25bc6,3,2015
31,42,4,12.0,Burghardt Marcus,18,BMC Racing Team,\u25bc6,3,2015
25,131,4,13.0,Blythe Adam,19,Orica GreenEDGE,\u25bc6,3,2015
23,6,4,,van Keirsbulck Guillaume,20,Etixx - Quick Step,-,3,2015
26,124,3,14.0,Salomein Jarl,21,Topsport Vlaanderen - Baloise,\u25bc7,3,2015
27,81,3,,Boasson Hagen Edvald,22,MTN - Qhubeka,-,3,2015
28,4,2,16.0,Maes Nikolas,23,Etixx - Quick Step,\u25bc7,3,2015
36,133,2,17.0,Hayman Mathew,24,Orica GreenEDGE,\u25bc7,3,2015
24,71,1,19.0,Bouhanni Nacer,25,"Cofidis, Solutions Cr\xe9dits",\u25bc6,3,2015
29,27,1,20.0,M\xf8rk\xf8v Michael,26,Tinkoff - Saxo,\u25bc6,3,2015
29,155,1,,Hollenstein Reto,27,IAM Cycling,-,3,2015
31,144,1,21.0,Ferrari Roberto,28,Lampre - Merida,\u25bc7,3,2015
27,61,32,3.0,Kristoff Alexander,1,Team Katusha,\u25b22,4,2015
25,21,26,7.0,Sagan Peter,2,Tinkoff - Saxo,\u25b25,4,2015
34,2,21,1.0,Boonen Tom,3,Etixx - Quick Step,\u25bc2,4,2015
25,96,18,5.0,Guardini Andrea,4,Astana Pro Team,\u25b21,4,2015
30,1,17,2.0,Terpstra Niki,5,Etixx - Quick Step,\u25bc3,4,2015
29,55,17,4.0,Rojas Jos\xe9 Joaqu\xedn,6,Movistar Team,\u25bc2,4,2015
30,151,15,9.0,Haussler Heinrich,7,IAM Cycling,\u25b22,4,2015
29,46,14,6.0,Van Avermaet Greg,8,BMC Racing Team,\u25bc2,4,2015
23,12,13,17.0,Arndt Nikias,9,Team Giant - Alpecin,\u25b28,4,2015
33,31,12,8.0,Cancellara Fabian,10,Trek Factory Racing,\u25bc2,4,2015
25,131,11,19.0,Blythe Adam,11,Orica GreenEDGE,\u25b28,4,2015
23,111,9,10.0,D\xe9mare Arnaud,12,FDJ,\u25bc2,4,2015
34,101,9,11.0,Wiggins Bradley,13,Team Sky,\u25bc2,4,2015
26,124,8,21.0,Salomein Jarl,14,Topsport Vlaanderen - Baloise,\u25b27,4,2015
29,22,7,12.0,Bodnar Maciej,15,Tinkoff - Saxo,\u25bc3,4,2015
27,106,7,13.0,Stannard Ian,16,Team Sky,\u25bc3,4,2015
22,36,7,14.0,Stuyven Jasper,17,Trek Factory Racing,\u25bc3,4,2015
24,161,6,15.0,Bennett Sam,18,Bora - Argon 18,\u25bc3,4,2015
25,153,5,16.0,Br\xe4ndle Matthias,19,IAM Cycling,\u25bc3,4,2015
24,175,5,,Ruffoni Nicola,20,Bardiani - CSF Pro Team,-,4,2015
28,95,4,,Gruzdev Dmitriy,21,Astana Pro Team,-,4,2015
31,42,4,18.0,Burghardt Marcus,22,BMC Racing Team,\u25bc4,4,2015
