Rnk,BIB,Rider,Age,Team,UCI,Pnt,GC,GC-Time,Time,year,stage
70,35,Eijssen Yannick,23,BMC Racing Team,,,81.0,+17:06,",, ,,",2013,5
71,44,Ladagnous Matthieu,28,FDJ.fr,,,22.0,+0:48,",, ,,",2013,5
72,74,Fumeaux Jonathan,24,IAM Cycling,,,120.0,+19:43,",, ,,",2013,5
73,77,Hollenstein Reto,27,IAM Cycling,,,38.0,+1:13,",, ,,",2013,5
74,64,Gruzdev Dmitriy,26,Astana Pro Team,,,116.0,+19:29,",, ,,",2013,5
75,143,Haller Marco,21,Team Katusha,,,16.0,+0:40,",, ,,",2013,5
76,24,Irizar Markel,33,RadioShack - Leopard,,,32.0,+0:57,",, ,,",2013,5
77,138,Voss Paul,26,Team NetApp \u2013 Endura,,,36.0,+1:09,",, ,,",2013,5
78,38,Warbasse Larry,22,BMC Racing Team,,,74.0,+16:59,",, ,,",2013,5
79,72,Bandiera Marco,28,IAM Cycling,,,102.0,+18:25,",, ,,",2013,5
80,142,Brutt Pavel,31,Team Katusha,,,54.0,+2:34,",, ,,",2013,5
81,154,Jang Chan Jae,24,Champion System Pro Cycling Team,,,90.0,+17:54,0:13 0:13,2013,5
82,7,Vandenbergh Stijn,28,Omega Pharma - Quick-Step,,,37.0,+1:09,",, 0:13",2013,5
83,6,van Keirsbulck Guillaume,21,Omega Pharma - Quick-Step,,,41.0,+1:21,",, 0:13",2013,5
84,144,Isaychev Vladimir,26,Team Katusha,,,112.0,+19:12,",, 0:13",2013,5
85,5,Trentin Matteo,23,Omega Pharma - Quick-Step,,,108.0,+18:52,",, 0:13",2013,5
86,153,Friedemann Matthias,28,Champion System Pro Cycling Team,,,104.0,+18:29,",, 0:13",2013,5
87,82,Arndt Nikias,21,Team Argos - Shimano,,,64.0,+3:53,",, 0:13",2013,5
88,112,Beppu Fumiyuki,29,Orica GreenEDGE,,,78.0,+17:03,",, 0:13",2013,5
89,127,Ruijgh Rob,26,Vacansoleil - DCM,,,43.0,+1:29,",, 0:13",2013,5
90,45,Le Bon Johan,22,FDJ.fr,,,57.0,+2:43,",, 0:13",2013,5
91,118,Mouris Jens,32,Orica GreenEDGE,,,77.0,+17:03,",, 0:13",2013,5
92,57,Lund Anders,27,Team Saxo - Tinkoff,,,129.0,+20:53,",, 0:13",2013,5
93,104,B\xe9rard Julien,25,AG2R La Mondiale,,,134.0,+23:39,",, 0:13",2013,5
94,123,Lagutin Sergey,32,Vacansoleil - DCM,,,49.0,+2:01,",, 0:13",2013,5
95,67,Kamyshev Arman,21,Astana Pro Team,,,106.0,+18:33,",, 0:13",2013,5
96,171,Sano Junya,31,Japan,,,118.0,+19:33,",, 0:13",2013,5
97,133,Downing Russell,34,Team NetApp \u2013 Endura,,,89.0,+17:50,0:21 0:21,2013,5
98,126,Mol Wouter,30,Vacansoleil - DCM,,,99.0,+18:23,0:23 0:23,2013,5
99,168,Pasqualon Andrea,25,Bardiani Valvole - CSF Inox,,,88.0,+17:49,",, 0:23",2013,5
100,172,Hatanaka Yusuke,27,Japan,,,113.0,+19:14,0:27 0:27,2013,5
101,165,Delle Stelle Cristian,24,Bardiani Valvole - CSF Inox,,,124.0,+20:10,0:31 0:31,2013,5
102,56,Kump Marko,24,Team Saxo - Tinkoff,,,128.0,+20:32,0:37 0:37,2013,5
103,108,Minard S\xe9bastien,30,AG2R La Mondiale,,,53.0,+2:29,",, 0:37",2013,5
104,8,Velits Martin,27,Omega Pharma - Quick-Step,,,60.0,+3:12,",, 0:37",2013,5
105,164,Coledan Marco,24,Bardiani Valvole - CSF Inox,,,93.0,+18:03,",, 0:37",2013,5
106,105,Chainel Steve,29,AG2R La Mondiale,,,70.0,+9:15,",, 0:37",2013,5
107,166,di Corrado Andrea,24,Bardiani Valvole - CSF Inox,,,115.0,+19:22,",, 0:37",2013,5
108,52,Breschel Matti,28,Team Saxo - Tinkoff,,,42.0,+1:28,",, 0:37",2013,5
109,151,Brammeier Matthew,27,Champion System Pro Cycling Team,,,52.0,+2:29,",, 0:37",2013,5
110,34,Cummings Stephen,31,BMC Racing Team,,,126.0,+20:29,0:47 0:47,2013,5
111,58,Tosatto Matteo,38,Team Saxo - Tinkoff,,,51.0,+2:20,",, 0:47",2013,5
112,117,Lancaster Brett,33,Orica GreenEDGE,,,121.0,+19:48,",, 0:47",2013,5
113,51,Bennati Daniele,32,Team Saxo - Tinkoff,,,50.0,+2:02,0:50 0:50,2013,5
114,156,Othman Muhamad Adiq Husaine,21,Champion System Pro Cycling Team,,,123.0,+20:05,",, 0:50",2013,5
115,152,Feng Chun Kai,24,Champion System Pro Cycling Team,,,109.0,+19:05,",, 0:50",2013,5
116,17,Sutton Chris,28,Sky Procycling,,,135.0,+24:46,0:57 0:57,2013,5
117,27,Roulston Hayden,32,RadioShack - Leopard,,,107.0,+18:50,",, 0:57",2013,5
118,87,Stamsnijder Tom,27,Team Argos - Shimano,,,69.0,+8:27,",, 0:57",2013,5
119,122,Kreder Wesley,22,Vacansoleil - DCM,,,100.0,+18:23,",, 0:57",2013,5
120,28,Oliveira Nelson,23,RadioShack - Leopard,,,95.0,+18:12,",, 0:57",2013,5
121,177,Uchima Kohei,24,Japan,,,127.0,+20:31,",, 0:57",2013,5
122,66,Huffman Evan,23,Astana Pro Team,,,130.0,+21:53,0:59 0:59,2013,5
123,147,Selig R\xfcdiger,23,Team Katusha,,,67.0,+5:21,",, 0:59",2013,5
124,62,Bozic Borut,32,Astana Pro Team,,,119.0,+19:41,1:02 1:02,2013,5
125,2,Keisse Iljo,30,Omega Pharma - Quick-Step,,,63.0,+3:41,1:22 1:22,2013,5
126,97,Ratto Daniele,23,Cannondale Pro Cycling Team,,,117.0,+19:31,1:28 1:28,2013,5
127,124,Marcato Marco,28,Vacansoleil - DCM,,,133.0,+23:37,",, 1:28",2013,5
128,22,Devolder Stijn,33,RadioShack - Leopard,,,96.0,+18:14,1:36 1:36,2013,5
129,145,Kuchynski Aliaksandr,33,Team Katusha,,,131.0,+22:17,",, 1:36",2013,5
130,115,Davis Allan,32,Orica GreenEDGE,,,132.0,+23:05,",, 1:36",2013,5
131,21,Cancellara Fabian,31,RadioShack - Leopard,,,62.0,+3:32,",, 1:36",2013,5
132,137,Schorn Daniel,24,Team NetApp \u2013 Endura,,,68.0,+5:49,",, 1:36",2013,5
133,136,Schillinger Andreas,29,Team NetApp \u2013 Endura,,,66.0,+5:12,",, 1:36",2013,5
134,103,Bagdonas Gediminas,27,AG2R La Mondiale,,,110.0,+19:09,2:09 2:09,2013,5
135,157,Traksel Bobbie,31,Champion System Pro Cycling Team,,,122.0,+19:52,",, 2:09",2013,5
136,95,De Marchi Alessandro,26,Cannondale Pro Cycling Team,,,136.0,+24:53,2:26 2:26,2013,5
DNS,175,Shimizu Miyataka,31,Japan,,,,+ - 13:30:59,-3:11:11 -3:11:11,2013,5
DNS,84,de Kort Koen,30,Team Argos - Shimano,,,,+ - 13:30:59,",, -3:11:11",2013,5
DNS,13,Hayman Mathew,34,Sky Procycling,,,,+ - 13:30:59,",, -3:11:11",2013,5
1,1,Cavendish Mark,27,Omega Pharma - Quick-Step,20.0,30.0,1.0,+0:00,2:24:31 2:24:31,2013,6
2,101,Hutarovich Yauheni,29,AG2R La Mondiale,14.0,18.0,55.0,+3:08,",, ,,",2013,6
3,125,Markus Barry,21,Vacansoleil - DCM,8.0,12.0,74.0,+17:12,",, ,,",2013,6
4,32,Blythe Adam,23,BMC Racing Team,7.0,7.0,4.0,+0:30,",, ,,",2013,6
5,31,Phinney Taylor,22,BMC Racing Team,6.0,4.0,3.0,+0:26,",, ,,",2013,6
6,128,van Hummel Kenny,30,Vacansoleil - DCM,5.0,3.0,41.0,+1:46,",, ,,",2013,6
7,141,Kristoff Alexander,25,Team Katusha,4.0,2.0,14.0,+0:48,",, ,,",2013,6
8,12,Eisel Bernhard,31,Sky Procycling,2.0,1.0,5.0,+0:32,",, ,,",2013,6
9,41,Bouhanni Nacer,22,FDJ.fr,,,79.0,+17:20,",, ,,",2013,6
10,93,Boivin Guillaume,23,Cannondale Pro Cycling Team,,,107.0,+19:30,",, ,,",2013,6
11,163,Colbrelli Sonny,22,Bardiani Valvole - CSF Inox,,,84.0,+17:59,",, ,,",2013,6
12,131,Kluge Roger,27,Team NetApp \u2013 Endura,,,32.0,+1:08,",, ,,",2013,6
13,44,Ladagnous Matthieu,28,FDJ.fr,,,21.0,+0:58,",, ,,",2013,6
14,151,Brammeier Matthew,27,Champion System Pro Cycling Team,,,50.0,+2:39,",, ,,",2013,6
15,23,Gallopin Tony,24,RadioShack - Leopard,,,13.0,+0:46,",, ,,",2013,6
16,53,Cantwell Jonathan,31,Team Saxo - Tinkoff,,,114.0,+20:20,",, ,,",2013,6
17,133,Downing Russell,34,Team NetApp \u2013 Endura,,,85.0,+18:00,",, ,,",2013,6
18,61,Guardini Andrea,23,Astana Pro Team,,,72.0,+17:07,",, ,,",2013,6
19,91,Viviani Elia,24,Cannondale Pro Cycling Team,,,22.0,+0:59,",, ,,",2013,6
20,111,Kruopis Aidis,26,Orica GreenEDGE,,,15.0,+0:50,",, ,,",2013,6
21,173,Mori Kazuhiro,30,Japan,,,92.0,+18:25,",, ,,",2013,6
22,71,Haussler Heinrich,28,IAM Cycling,,,34.0,+1:12,",, ,,",2013,6
23,11,Boasson Hagen Edvald,25,Sky Procycling,,,8.0,+0:39,",, ,,",2013,6
24,167,Fortin Filippo,24,Bardiani Valvole - CSF Inox,,,81.0,+17:36,",, ,,",2013,6
25,174,Nishitani Taiji,32,Japan,,,91.0,+18:25,",, ,,",2013,6
26,154,Jang Chan Jae,24,Champion System Pro Cycling Team,,,87.0,+18:04,",, ,,",2013,6
27,146,Porsev Alexander,26,Team Katusha,,,17.0,+0:50,",, ,,",2013,6
28,143,Haller Marco,21,Team Katusha,,,16.0,+0:50,",, ,,",2013,6
29,81,Degenkolb John,24,Team Argos - Shimano,,,26.0,+1:03,",, ,,",2013,6
30,54,Jorgensen Jonas Aaen,26,Team Saxo - Tinkoff,,,24.0,+1:01,",, ,,",2013,6
31,147,Selig R\xfcdiger,23,Team Katusha,,,64.0,+5:31,",, ,,",2013,6
32,33,Bookwalter Brent,28,BMC Racing Team,,,2.0,+0:25,",, ,,",2013,6
33,126,Mol Wouter,30,Vacansoleil - DCM,,,93.0,+18:33,",, ,,",2013,6
34,36,Schar Michael,26,BMC Racing Team,,,7.0,+0:35,",, ,,",2013,6
35,118,Mouris Jens,32,Orica GreenEDGE,,,75.0,+17:13,",, ,,",2013,6
36,48,Soupe Geoffrey,24,FDJ.fr,,,71.0,+17:00,",, ,,",2013,6
37,148,Smukulis Gatis,25,Team Katusha,,,33.0,+1:08,",, ,,",2013,6
38,176,Suzuki Yuzuru,27,Japan,,,96.0,+18:40,",, ,,",2013,6
39,63,Grivko Andrei,29,Astana Pro Team,,,18.0,+0:57,",, ,,",2013,6
40,94,Dall'Antonia Tiziano,29,Cannondale Pro Cycling Team,,,23.0,+0:59,",, ,,",2013,6
41,25,Popovych Yaroslav,33,RadioShack - Leopard,,,42.0,+1:48,",, ,,",2013,6
42,114,Cooke Baden,34,Orica GreenEDGE,,,19.0,+0:58,",, ,,",2013,6
43,35,Eijssen Yannick,23,BMC Racing Team,,,78.0,+17:16,",, ,,",2013,6
44,43,Fischer Murilo Antonio,33,FDJ.fr,,,45.0,+2:10,",, ,,",2013,6
45,26,Rast Gregory,33,RadioShack - Leopard,,,43.0,+1:57,",, ,,",2013,6
46,37,Van Avermaet Greg,27,BMC Racing Team,,,6.0,+0:32,",, ,,",2013,6
47,78,Lang Pirmin,28,IAM Cycling,,,62.0,+5:21,",, ,,",2013,6
48,83,Curvers Roy,33,Team Argos - Shimano,,,38.0,+1:26,",, ,,",2013,6
49,116,Keukeleire Jens,24,Orica GreenEDGE,,,20.0,+0:58,",, ,,",2013,6
50,15,Rowe Luke,22,Sky Procycling,,,9.0,+0:40,",, ,,",2013,6
51,155,Jiao Pengda,26,Champion System Pro Cycling Team,,,94.0,+18:35,",, ,,",2013,6
52,77,Hollenstein Reto,27,IAM Cycling,,,37.0,+1:23,",, ,,",2013,6
53,121,Flecha Juan Antonio,35,Vacansoleil - DCM,,,39.0,+1:26,",, ,,",2013,6
54,46,Offredo Yoann,26,FDJ.fr,,,30.0,+1:07,",, ,,",2013,6
55,16,Stannard Ian,25,Sky Procycling,,,25.0,+1:01,",, ,,",2013,6
56,162,Canola Marco,24,Bardiani Valvole - CSF Inox,,,82.0,+17:36,",, ,,",2013,6
57,112,Beppu Fumiyuki,29,Orica GreenEDGE,,,76.0,+17:13,",, ,,",2013,6
58,4,Terpstra Niki,28,Omega Pharma - Quick-Step,,,11.0,+0:45,",, ,,",2013,6
59,73,Elmiger Martin,34,IAM Cycling,,,27.0,+1:03,",, ,,",2013,6
60,142,Brutt Pavel,31,Team Katusha,,,52.0,+2:44,",, ,,",2013,6
61,3,Stybar Zdenek,27,Omega Pharma - Quick-Step,,,12.0,+0:45,",, ,,",2013,6
62,42,Boucher David,32,FDJ.fr,,,88.0,+18:12,",, ,,",2013,6
63,18,Thomas Geraint,26,Sky Procycling,,,10.0,+0:40,",, ,,",2013,6
64,24,Irizar Markel,33,RadioShack - Leopard,,,31.0,+1:07,",, ,,",2013,6
65,115,Davis Allan,32,Orica GreenEDGE,,,129.0,+23:15,",, ,,",2013,6
66,74,Fumeaux Jonathan,24,IAM Cycling,,,112.0,+19:53,",, ,,",2013,6
67,103,Bagdonas Gediminas,27,AG2R La Mondiale,,,104.0,+19:19,",, ,,",2013,6
68,7,Vandenbergh Stijn,28,Omega Pharma - Quick-Step,,,35.0,+1:19,",, ,,",2013,6
69,153,Friedemann Matthias,28,Champion System Pro Cycling Team,,,95.0,+18:39,",, ,,",2013,6
70,144,Isaychev Vladimir,26,Team Katusha,,,105.0,+19:22,",, ,,",2013,6
71,38,Warbasse Larry,22,BMC Racing Team,,,73.0,+17:09,",, ,,",2013,6
72,56,Kump Marko,24,Team Saxo - Tinkoff,,,117.0,+20:42,",, ,,",2013,6
73,5,Trentin Matteo,23,Omega Pharma - Quick-Step,,,100.0,+19:02,",, ,,",2013,6
74,88,Veelers Tom,28,Team Argos - Shimano,,,29.0,+1:05,",, ,,",2013,6
75,17,Sutton Chris,28,Sky Procycling,,,132.0,+24:56,",, ,,",2013,6
76,51,Bennati Daniele,32,Team Saxo - Tinkoff,,,46.0,+2:12,",, ,,",2013,6
77,27,Roulston Hayden,32,RadioShack - Leopard,,,99.0,+19:00,",, ,,",2013,6
78,132,Dempster Zakkari,25,Team NetApp \u2013 Endura,,,44.0,+2:01,",, ,,",2013,6
79,76,Hinault S\xe9bastien,38,IAM Cycling,,,53.0,+2:45,",, ,,",2013,6
80,14,Rasch Gabriel,36,Sky Procycling,,,56.0,+3:17,",, ,,",2013,6
81,21,Cancellara Fabian,31,RadioShack - Leopard,,,58.0,+3:42,",, ,,",2013,6
82,28,Oliveira Nelson,23,RadioShack - Leopard,,,90.0,+18:22,",, ,,",2013,6
83,108,Minard S\xe9bastien,30,AG2R La Mondiale,,,51.0,+2:39,",, ,,",2013,6
84,127,Ruijgh Rob,26,Vacansoleil - DCM,,,40.0,+1:39,",, ,,",2013,6
85,75,Goddaert Kristof,26,IAM Cycling,,,77.0,+17:14,",, ,,",2013,6
86,172,Hatanaka Yusuke,27,Japan,,,106.0,+19:24,",, ,,",2013,6
87,65,Guarnieri Jacopo,25,Astana Pro Team,,,28.0,+1:05,0:13 0:13,2013,6
88,168,Pasqualon Andrea,25,Bardiani Valvole - CSF Inox,,,89.0,+18:13,0:14 0:14,2013,6
89,135,Jarc Bla\u017e,24,Team NetApp \u2013 Endura,,,80.0,+17:26,0:16 0:16,2013,6
90,47,Rollin Dominique,30,FDJ.fr,,,36.0,+1:23,0:19 0:19,2013,6
91,98,Sabatini Fabio,27,Cannondale Pro Cycling Team,,,83.0,+17:55,0:24 0:24,2013,6
92,123,Lagutin Sergey,32,Vacansoleil - DCM,,,49.0,+2:35,",, 0:24",2013,6
93,82,Arndt Nikias,21,Team Argos - Shimano,,,60.0,+4:31,0:28 0:28,2013,6
94,86,Sinkeldam Ramon,23,Team Argos - Shimano,,,57.0,+3:20,",, 0:28",2013,6
95,85,Mezgec Luka,24,Team Argos - Shimano,,,86.0,+18:02,",, 0:28",2013,6
96,152,Feng Chun Kai,24,Champion System Pro Cycling Team,,,109.0,+19:43,",, 0:28",2013,6
97,72,Bandiera Marco,28,IAM Cycling,,,102.0,+19:05,0:30 0:30,2013,6
98,58,Tosatto Matteo,38,Team Saxo - Tinkoff,,,54.0,+3:00,",, 0:30",2013,6
99,157,Traksel Bobbie,31,Champion System Pro Cycling Team,,,116.0,+20:32,",, 0:30",2013,6
100,122,Kreder Wesley,22,Vacansoleil - DCM,,,101.0,+19:03,",, 0:30",2013,6
101,124,Marcato Marco,28,Vacansoleil - DCM,,,130.0,+24:17,",, 0:30",2013,6
102,106,Houle Hugo,22,AG2R La Mondiale,,,111.0,+19:52,",, 0:30",2013,6
103,107,Iglinskiy Valentin,28,AG2R La Mondiale,,,103.0,+19:09,",, 0:30",2013,6
104,137,Schorn Daniel,24,Team NetApp \u2013 Endura,,,66.0,+6:32,0:33 0:33,2013,6
105,134,Eichler Markus,30,Team NetApp \u2013 Endura,,,98.0,+18:55,",, 0:33",2013,6
106,177,Uchima Kohei,24,Japan,,,122.0,+21:14,",, 0:33",2013,6
107,166,di Corrado Andrea,24,Bardiani Valvole - CSF Inox,,,113.0,+20:12,0:40 0:40,2013,6
108,57,Lund Anders,27,Team Saxo - Tinkoff,,,123.0,+21:45,0:42 0:42,2013,6
109,52,Breschel Matti,28,Team Saxo - Tinkoff,,,47.0,+2:20,",, 0:42",2013,6
110,165,Delle Stelle Cristian,24,Bardiani Valvole - CSF Inox,,,119.0,+21:02,",, 0:42",2013,6
111,164,Coledan Marco,24,Bardiani Valvole - CSF Inox,,,97.0,+18:55,",, 0:42",2013,6
112,117,Lancaster Brett,33,Orica GreenEDGE,,,118.0,+20:45,0:47 0:47,2013,6
113,145,Kuchynski Aliaksandr,33,Team Katusha,,,128.0,+23:14,",, 0:47",2013,6
114,6,van Keirsbulck Guillaume,21,Omega Pharma - Quick-Step,,,48.0,+2:21,0:51 0:51,2013,6
115,62,Bozic Borut,32,Astana Pro Team,,,121.0,+21:13,1:22 1:22,2013,6
116,45,Le Bon Johan,22,FDJ.fr,,,61.0,+4:38,1:45 1:45,2013,6
117,95,De Marchi Alessandro,26,Cannondale Pro Cycling Team,,,134.0,+26:58,1:55 1:55,2013,6
118,8,Velits Martin,27,Omega Pharma - Quick-Step,,,63.0,+5:25,2:03 2:03,2013,6
119,136,Schillinger Andreas,29,Team NetApp \u2013 Endura,,,68.0,+7:25,",, 2:03",2013,6
120,96,Koren Kristijan,26,Cannondale Pro Cycling Team,,,115.0,+20:28,2:20 2:20,2013,6
121,87,Stamsnijder Tom,27,Team Argos - Shimano,,,69.0,+11:01,2:24 2:24,2013,6
122,138,Voss Paul,26,Team NetApp \u2013 Endura,,,59.0,+3:43,",, 2:24",2013,6
123,68,Muravyev Dmitriy,33,Astana Pro Team,,,65.0,+6:06,",, 2:24",2013,6
124,64,Gruzdev Dmitriy,26,Astana Pro Team,,,124.0,+22:03,",, 2:24",2013,6
125,156,Othman Muhamad Adiq Husaine,21,Champion System Pro Cycling Team,,,126.0,+22:39,",, 2:24",2013,6
126,67,Kamyshev Arman,21,Astana Pro Team,,,120.0,+21:07,",, 2:24",2013,6
127,66,Huffman Evan,23,Astana Pro Team,,,131.0,+24:27,",, 2:24",2013,6
128,92,Bodnar Maciej,27,Cannondale Pro Cycling Team,,,108.0,+19:33,",, 2:24",2013,6
129,97,Ratto Daniele,23,Cannondale Pro Cycling Team,,,125.0,+22:05,",, 2:24",2013,6
130,34,Cummings Stephen,31,BMC Racing Team,,,127.0,+23:03,",, 2:24",2013,6
131,104,B\xe9rard Julien,25,AG2R La Mondiale,,,133.0,+26:13,",, 2:24",2013,6
132,105,Chainel Steve,29,AG2R La Mondiale,,,70.0,+11:49,",, 2:24",2013,6
133,102,Appollonio Davide,23,AG2R La Mondiale,,,110.0,+19:47,2:37 2:37,2013,6
134,2,Keisse Iljo,30,Omega Pharma - Quick-Step,,,67.0,+7:18,3:27 3:27,2013,6
DNF,171,Sano Junya,31,Japan,,,,+ - 15:55:20,-2:24:31 -2:24:31,2013,6
DNF,22,Devolder Stijn,33,RadioShack - Leopard,,,,+ - 15:55:20,",, -2:24:31",2013,6
