Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
28.0,33.0,1,+0:00,,,Bookwalter Brent,1,BMC Racing Team,3:28:37 3:28:37,+0:00,10.0,,1,2013
34.0,73.0,2,+0:04,,,Elmiger Martin,2,IAM Cycling,0:04 0:04,+0:04,,,1,2013
33.0,26.0,3,+0:06,,,Rast Gregory,3,RadioShack - Leopard,0:06 0:06,+0:06,,,1,2013
31.0,12.0,4,+0:06,,,Eisel Bernhard,4,Sky Procycling,",, 0:06",+0:06,,,1,2013
22.0,31.0,5,+0:06,,,Phinney Taylor,5,BMC Racing Team,",, 0:06",+0:06,,,1,2013
24.0,81.0,6,+0:08,,,Degenkolb John,6,Team Argos - Shimano,0:08 0:08,+0:08,,,1,2013
25.0,141.0,7,+0:08,,,Kristoff Alexander,7,Team Katusha,",, 0:08",+0:08,,,1,2013
23.0,91.0,8,+0:10,,,Viviani Elia,8,Cannondale Pro Cycling Team,0:10 0:10,+0:10,,,1,2013
27.0,1.0,9,+0:10,,,Cavendish Mark,9,Omega Pharma - Quick-Step,",, 0:10",+0:10,,,1,2013
28.0,52.0,10,+0:10,,,Breschel Matti,10,Team Saxo - Tinkoff,",, 0:10",+0:10,,,1,2013
28.0,71.0,11,+0:10,,,Haussler Heinrich,11,IAM Cycling,",, 0:10",+0:10,,,1,2013
28.0,44.0,12,+0:10,,,Ladagnous Matthieu,12,FDJ.fr,",, 0:10",+0:10,,,1,2013
29.0,101.0,13,+0:10,,,Hutarovich Yauheni,13,AG2R La Mondiale,",, 0:10",+0:10,,,1,2013
26.0,111.0,14,+0:10,,,Kruopis Aidis,14,Orica GreenEDGE,",, 0:10",+0:10,,,1,2013
26.0,131.0,15,+0:10,,,Kluge Roger,15,Team NetApp \u2013 Endura,",, 0:10",+0:10,,,1,2013
30.0,128.0,16,+0:10,,,van Hummel Kenny,16,Vacansoleil - DCM,",, 0:10",+0:10,,,1,2013
25.0,11.0,17,+0:10,,,Boasson Hagen Edvald,17,Sky Procycling,",, 0:10",+0:10,,,1,2013
23.0,32.0,18,+0:10,,,Blythe Adam,18,BMC Racing Team,",, 0:10",+0:10,,,1,2013
33.0,43.0,19,+0:10,,,Fischer Murilo Antonio,19,FDJ.fr,",, 0:10",+0:10,,,1,2013
24.0,116.0,20,+0:10,,,Keukeleire Jens,20,Orica GreenEDGE,",, 0:10",+0:10,,,1,2013
26.0,18.0,21,+0:10,,,Thomas Geraint,21,Sky Procycling,",, 0:10",+0:10,,,1,2013
34.0,13.0,22,+0:10,,,Hayman Mathew,22,Sky Procycling,",, 0:10",+0:10,,,1,2013
25.0,65.0,23,+0:10,,,Guarnieri Jacopo,23,Astana Pro Team,",, 0:10",+0:10,,,1,2013
29.0,94.0,24,+0:10,,,Dall'Antonia Tiziano,24,Cannondale Pro Cycling Team,",, 0:10",+0:10,,,1,2013
28.0,4.0,25,+0:10,,,Terpstra Niki,25,Omega Pharma - Quick-Step,",, 0:10",+0:10,,,1,2013
21.0,143.0,26,+0:10,,,Haller Marco,26,Team Katusha,",, 0:10",+0:10,,,1,2013
26.0,146.0,27,+0:10,,,Porsev Alexander,27,Team Katusha,",, 0:10",+0:10,,,1,2013
24.0,23.0,28,+0:10,,,Gallopin Tony,28,RadioShack - Leopard,",, 0:10",+0:10,,,1,2013
26.0,127.0,29,+0:10,,,Ruijgh Rob,29,Vacansoleil - DCM,",, 0:10",+0:10,,,1,2013
28.0,88.0,30,+0:10,,,Veelers Tom,30,Team Argos - Shimano,",, 0:10",+0:10,,,1,2013
27.0,37.0,31,+0:10,,,Van Avermaet Greg,31,BMC Racing Team,",, 0:10",+0:10,,,1,2013
30.0,47.0,32,+0:10,,,Rollin Dominique,32,FDJ.fr,",, 0:10",+0:10,,,1,2013
22.0,15.0,33,+0:10,,,Rowe Luke,33,Sky Procycling,",, 0:10",+0:10,,,1,2013
34.0,114.0,34,+0:10,,,Cooke Baden,34,Orica GreenEDGE,",, 0:10",+0:10,,,1,2013
27.0,3.0,35,+0:10,,,Stybar Zdenek,35,Omega Pharma - Quick-Step,",, 0:10",+0:10,,,1,2013
26.0,36.0,36,+0:10,,,Schar Michael,36,BMC Racing Team,",, 0:10",+0:10,,,1,2013
30.0,84.0,37,+0:10,,,de Kort Koen,37,Team Argos - Shimano,",, 0:10",+0:10,,,1,2013
26.0,54.0,38,+0:10,,,Jorgensen Jonas Aaen,38,Team Saxo - Tinkoff,",, 0:10",+0:10,,,1,2013
35.0,121.0,39,+0:10,,,Flecha Juan Antonio,39,Vacansoleil - DCM,",, 0:10",+0:10,,,1,2013
24.0,137.0,40,+0:10,,,Schorn Daniel,40,Team NetApp \u2013 Endura,",, 0:10",+0:10,,,1,2013
26.0,46.0,41,+0:19,,,Offredo Yoann,41,FDJ.fr,0:19 0:19,+0:19,,,1,2013
29.0,105.0,42,+0:19,,,Chainel Steve,42,AG2R La Mondiale,",, 0:19",+0:19,,,1,2013
29.0,63.0,43,+0:21,,,Grivko Andrei,43,Astana Pro Team,0:21 0:21,+0:21,,,1,2013
26.0,138.0,44,+0:21,,,Voss Paul,44,Team NetApp \u2013 Endura,",, 0:21",+0:21,,,1,2013
27.0,77.0,45,+0:21,,,Hollenstein Reto,45,IAM Cycling,",, 0:21",+0:21,,,1,2013
27.0,151.0,46,+0:21,,,Brammeier Matthew,46,Champion System Pro Cycling Team,",, 0:21",+0:21,,,1,2013
36.0,14.0,47,+0:31,,,Rasch Gabriel,47,Sky Procycling,0:31 0:31,+0:31,,,1,2013
22.0,45.0,48,+0:31,,,Le Bon Johan,48,FDJ.fr,",, 0:31",+0:31,,,1,2013
32.0,24.0,49,+0:31,,,Irizar Markel,49,RadioShack - Leopard,",, 0:31",+0:31,,,1,2013
33.0,68.0,50,+0:31,,,Muravyev Dmitriy,50,Astana Pro Team,",, 0:31",+0:31,,,1,2013
25.0,16.0,51,+0:31,,,Stannard Ian,51,Sky Procycling,",, 0:31",+0:31,,,1,2013
30.0,2.0,52,+0:31,,,Keisse Iljo,52,Omega Pharma - Quick-Step,",, 0:31",+0:31,,,1,2013
25.0,148.0,53,+0:31,,,Smukulis Gatis,53,Team Katusha,",, 0:31",+0:31,,,1,2013
32.0,51.0,54,+0:31,,,Bennati Daniele,54,Team Saxo - Tinkoff,",, 0:31",+0:31,,,1,2013
28.0,78.0,55,+0:31,,,Lang Pirmin,55,IAM Cycling,",, 0:31",+0:31,,,1,2013
33.0,83.0,56,+0:31,,,Curvers Roy,56,Team Argos - Shimano,",, 0:31",+0:31,,,1,2013
28.0,7.0,57,+0:31,,,Vandenbergh Stijn,57,Omega Pharma - Quick-Step,",, 0:31",+0:31,,,1,2013
30.0,108.0,58,+0:31,,,Minard S\xe9bastien,58,AG2R La Mondiale,",, 0:31",+0:31,,,1,2013
31.0,21.0,59,+0:37,,,Cancellara Fabian,59,RadioShack - Leopard,0:37 0:37,+0:37,,,1,2013
27.0,8.0,60,+0:43,,,Velits Martin,60,Omega Pharma - Quick-Step,0:43 0:43,+0:43,,,1,2013
29.0,136.0,61,+0:43,,,Schillinger Andreas,61,Team NetApp \u2013 Endura,",, 0:43",+0:43,,,1,2013
21.0,6.0,62,+0:43,,,van Keirsbulck Guillaume,62,Omega Pharma - Quick-Step,",, 0:43",+0:43,,,1,2013
25.0,132.0,63,+0:43,,,Dempster Zakkari,63,Team NetApp \u2013 Endura,",, 0:43",+0:43,,,1,2013
32.0,123.0,64,+0:43,,,Lagutin Sergey,64,Vacansoleil - DCM,",, 0:43",+0:43,,,1,2013
33.0,25.0,65,+0:43,,,Popovych Yaroslav,65,RadioShack - Leopard,",, 0:43",+0:43,,,1,2013
31.0,142.0,66,+0:52,,,Brutt Pavel,66,Team Katusha,0:52 0:52,+0:52,,,1,2013
23.0,86.0,67,+0:52,,,Sinkeldam Ramon,67,Team Argos - Shimano,",, 0:52",+0:52,,,1,2013
38.0,58.0,68,+0:52,,,Tosatto Matteo,68,Team Saxo - Tinkoff,",, 0:52",+0:52,,,1,2013
38.0,76.0,69,+0:52,,,Hinault S\xe9bastien,69,IAM Cycling,",, 0:52",+0:52,,,1,2013
23.0,147.0,70,+2:10,,,Selig R\xfcdiger,70,Team Katusha,2:10 2:10,+2:10,,,1,2013
27.0,87.0,71,+2:39,,,Stamsnijder Tom,71,Team Argos - Shimano,2:39 2:39,+2:39,,,1,2013
21.0,82.0,72,+2:39,,,Arndt Nikias,72,Team Argos - Shimano,",, 2:39",+2:39,,,1,2013
26.0,75.0,73,+16:12,,,Goddaert Kristof,73,IAM Cycling,16:12 16:12,+16:12,,,1,2013
33.0,22.0,74,+16:12,,,Devolder Stijn,74,RadioShack - Leopard,",, 16:12",+16:12,,,1,2013
26.0,96.0,75,+16:12,,,Koren Kristijan,75,Cannondale Pro Cycling Team,",, 16:12",+16:12,,,1,2013
23.0,165.0,76,+16:12,,,Delle Stelle Cristian,76,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
24.0,48.0,77,+16:12,,,Soupe Geoffrey,77,FDJ.fr,",, 16:12",+16:12,,,1,2013
27.0,98.0,78,+16:12,,,Sabatini Fabio,78,Cannondale Pro Cycling Team,",, 16:12",+16:12,,,1,2013
32.0,42.0,79,+16:12,,,Boucher David,79,FDJ.fr,",, 16:12",+16:12,,,1,2013
24.0,74.0,80,+16:12,,,Fumeaux Jonathan,80,IAM Cycling,",, 16:12",+16:12,,,1,2013
22.0,163.0,81,+16:12,,,Colbrelli Sonny,81,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
,,82,+16:12,,,Othman Addy Ammin Shahriman,82,,",, 16:12",+16:12,,,1,2013
24.0,154.0,83,+16:12,,,Jang Chan Jae,83,Champion System Pro Cycling Team,",, 16:12",+16:12,,,1,2013
22.0,41.0,84,+16:12,,,Bouhanni Nacer,84,FDJ.fr,",, 16:12",+16:12,,,1,2013
34.0,133.0,85,+16:12,,,Downing Russell,85,Team NetApp \u2013 Endura,",, 16:12",+16:12,,,1,2013
22.0,38.0,86,+16:12,,,Warbasse Larry,86,BMC Racing Team,",, 16:12",+16:12,,,1,2013
23.0,66.0,87,+16:12,,,Huffman Evan,87,Astana Pro Team,",, 16:12",+16:12,,,1,2013
23.0,61.0,88,+16:12,,,Guardini Andrea,88,Astana Pro Team,",, 16:12",+16:12,,,1,2013
32.0,62.0,89,+16:12,,,Bozic Borut,89,Astana Pro Team,",, 16:12",+16:12,,,1,2013
28.0,124.0,90,+16:12,,,Marcato Marco,90,Vacansoleil - DCM,",, 16:12",+16:12,,,1,2013
24.0,162.0,91,+16:12,,,Canola Marco,91,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
28.0,17.0,92,+16:12,,,Sutton Chris,92,Sky Procycling,",, 16:12",+16:12,,,1,2013
27.0,92.0,93,+16:12,,,Bodnar Maciej,93,Cannondale Pro Cycling Team,",, 16:12",+16:12,,,1,2013
25.0,168.0,94,+16:12,,,Pasqualon Andrea,94,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
25.0,104.0,95,+16:12,,,B\xe9rard Julien,95,AG2R La Mondiale,",, 16:12",+16:12,,,1,2013
23.0,97.0,96,+16:12,,,Ratto Daniele,96,Cannondale Pro Cycling Team,",, 16:12",+16:12,,,1,2013
25.0,161.0,97,+16:12,,,Modolo Sacha,97,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
32.0,115.0,98,+16:12,,,Davis Allan,98,Orica GreenEDGE,",, 16:12",+16:12,,,1,2013
24.0,164.0,99,+16:12,,,Coledan Marco,99,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
31.0,53.0,100,+16:12,,,Cantwell Jonathan,100,Team Saxo - Tinkoff,",, 16:12",+16:12,,,1,2013
30.0,134.0,101,+16:12,,,Eichler Markus,101,Team NetApp \u2013 Endura,",, 16:12",+16:12,,,1,2013
28.0,153.0,102,+16:12,,,Friedemann Matthias,102,Champion System Pro Cycling Team,",, 16:12",+16:12,,,1,2013
26.0,144.0,103,+16:12,,,Isaychev Vladimir,103,Team Katusha,",, 16:12",+16:12,,,1,2013
29.0,112.0,104,+16:12,,,Beppu Fumiyuki,104,Orica GreenEDGE,",, 16:12",+16:12,,,1,2013
27.0,172.0,105,+16:12,,,Hatanaka Yusuke,105,Japan,",, 16:12",+16:12,,,1,2013
27.0,103.0,106,+16:12,,,Bagdonas Gediminas,106,AG2R La Mondiale,",, 16:12",+16:12,,,1,2013
23.0,28.0,107,+16:12,,,Oliveira Nelson,107,RadioShack - Leopard,",, 16:12",+16:12,,,1,2013
24.0,167.0,108,+16:12,,,Fortin Filippo,108,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
24.0,135.0,109,+16:12,,,Jarc Bla\u017e,109,Team NetApp \u2013 Endura,",, 16:12",+16:12,,,1,2013
24.0,166.0,110,+16:12,,,di Corrado Andrea,110,Bardiani Valvole - CSF Inox,",, 16:12",+16:12,,,1,2013
21.0,125.0,111,+16:12,,,Markus Barry,111,Vacansoleil - DCM,",, 16:12",+16:12,,,1,2013
33.0,117.0,112,+16:12,,,Lancaster Brett,112,Orica GreenEDGE,",, 16:12",+16:12,,,1,2013
28.0,107.0,113,+16:12,,,Iglinskiy Valentin,113,AG2R La Mondiale,",, 16:12",+16:12,,,1,2013
32.0,27.0,114,+16:12,,,Roulston Hayden,114,RadioShack - Leopard,",, 16:12",+16:12,,,1,2013
33.0,145.0,115,+16:12,,,Kuchynski Aliaksandr,115,Team Katusha,",, 16:12",+16:12,,,1,2013
27.0,176.0,116,+16:12,,,Suzuki Yuzuru,116,Japan,",, 16:12",+16:12,,,1,2013
23.0,93.0,117,+16:12,,,Boivin Guillaume,117,Cannondale Pro Cycling Team,",, 16:12",+16:12,,,1,2013
26.0,64.0,118,+16:12,,,Gruzdev Dmitriy,118,Astana Pro Team,",, 16:12",+16:12,,,1,2013
22.0,106.0,119,+16:12,,,Houle Hugo,119,AG2R La Mondiale,",, 16:12",+16:12,,,1,2013
21.0,67.0,120,+16:12,,,Kamyshev Arman,120,Astana Pro Team,",, 16:12",+16:12,,,1,2013
27.0,57.0,121,+16:12,,,Lund Anders,121,Team Saxo - Tinkoff,",, 16:12",+16:12,,,1,2013
31.0,34.0,122,+16:12,,,Cummings Stephen,122,BMC Racing Team,",, 16:12",+16:12,,,1,2013
31.0,157.0,123,+16:12,,,Traksel Bobbie,123,Champion System Pro Cycling Team,",, 16:12",+16:12,,,1,2013
23.0,102.0,124,+16:12,,,Appollonio Davide,124,AG2R La Mondiale,",, 16:12",+16:12,,,1,2013
24.0,85.0,125,+16:12,,,Mezgec Luka,125,Team Argos - Shimano,",, 16:12",+16:12,,,1,2013
32.0,118.0,126,+16:12,,,Mouris Jens,126,Orica GreenEDGE,",, 16:12",+16:12,,,1,2013
31.0,175.0,127,+16:12,,,Shimizu Miyataka,127,Japan,",, 16:12",+16:12,,,1,2013
24.0,56.0,128,+16:12,,,Kump Marko,128,Team Saxo - Tinkoff,",, 16:12",+16:12,,,1,2013
24.0,152.0,129,+16:12,,,Feng Chun Kai,129,Champion System Pro Cycling Team,",, 16:12",+16:12,,,1,2013
31.0,171.0,130,+16:12,,,Sano Junya,130,Japan,",, 16:12",+16:12,,,1,2013
23.0,35.0,131,+16:12,,,Eijssen Yannick,131,BMC Racing Team,",, 16:12",+16:12,,,1,2013
37.0,55.0,132,+16:12,,,Kroon Karsten,132,Team Saxo - Tinkoff,",, 16:12",+16:12,,,1,2013
24.0,177.0,133,+16:12,,,Uchima Kohei,133,Japan,",, 16:12",+16:12,,,1,2013
22.0,122.0,134,+16:12,,,Kreder Wesley,134,Vacansoleil - DCM,",, 16:12",+16:12,,,1,2013
30.0,126.0,135,+16:12,,,Mol Wouter,135,Vacansoleil - DCM,",, 16:12",+16:12,,,1,2013
26.0,95.0,136,+16:12,,,De Marchi Alessandro,136,Cannondale Pro Cycling Team,",, 16:12",+16:12,,,1,2013
30.0,173.0,137,+16:12,,,Mori Kazuhiro,137,Japan,",, 16:12",+16:12,,,1,2013
32.0,174.0,138,+16:12,,,Nishitani Taiji,138,Japan,",, 16:12",+16:12,,,1,2013
29.0,158.0,139,+16:12,,,Xu Gang,139,Champion System Pro Cycling Team,",, 16:12",+16:12,,,1,2013
28.0,72.0,140,+16:12,,,Bandiera Marco,140,IAM Cycling,",, 16:12",+16:12,,,1,2013
26.0,155.0,141,+16:12,,,Jiao Pengda,141,Champion System Pro Cycling Team,",, 16:12",+16:12,,,1,2013
23.0,5.0,142,+16:12,,,Trentin Matteo,142,Omega Pharma - Quick-Step,",, 16:12",+16:12,,,1,2013
28.0,33.0,1,+0:00,,1.0,Bookwalter Brent,1,BMC Racing Team,6:49:58 6:49:58,+0:00,10.0,-,3,2013
22.0,31.0,2,+0:06,,2.0,Phinney Taylor,2,BMC Racing Team,0:06 0:06,+0:00,,-,3,2013
23.0,32.0,3,+0:07,,3.0,Blythe Adam,3,BMC Racing Team,0:07 0:07,+-1:57,,-,3,2013
27.0,1.0,4,+0:08,,11.0,Cavendish Mark,4,Omega Pharma - Quick-Step,0:08 0:08,+-1:48,,\u25b27,3,2013
27.0,37.0,5,+0:10,,4.0,Van Avermaet Greg,5,BMC Racing Team,0:10 0:10,+0:00,,\u25bc1,3,2013
26.0,36.0,6,+0:10,,5.0,Schar Michael,6,BMC Racing Team,",, 0:10",+0:00,,\u25bc1,3,2013
31.0,12.0,7,+0:11,,6.0,Eisel Bernhard,7,Sky Procycling,0:11 0:11,+0:00,,\u25bc1,3,2013
34.0,13.0,8,+0:12,,9.0,Hayman Mathew,8,Sky Procycling,0:12 0:12,+-1:57,,\u25b21,3,2013
25.0,11.0,9,+0:14,,7.0,Boasson Hagen Edvald,9,Sky Procycling,0:14 0:14,+-1:59,,\u25bc2,3,2013
26.0,18.0,10,+0:15,,8.0,Thomas Geraint,10,Sky Procycling,0:15 0:15,+0:00,,\u25bc2,3,2013
22.0,15.0,11,+0:15,,10.0,Rowe Luke,11,Sky Procycling,",, 0:15",+0:00,,\u25bc1,3,2013
28.0,4.0,12,+0:20,,12.0,Terpstra Niki,12,Omega Pharma - Quick-Step,0:20 0:20,+0:00,,-,3,2013
