Rnk,Rider,Age,Team,Pnt,year,stage
56,Hulsmans Kevin,27,Quickstep - Innergetic,,2006,5
57,Leben Christian,20,Team Wiesenhof Akud,,2006,5
58,Chernyshov Ilya,20,,,2006,5
59,van de Wouwer Kurt,34,Unibet.com,,2006,5
60,Sinner Benoit,21,Agritubel,,2006,5
61,de Maar Marc,21,Rabobank ProTeam,,2006,5
62,Patanchon Fabien,22,Fran\xe7aise des Jeux,,2006,5
63,Scheirlinckx Staf,26,Cofidis,,2006,5
64,Boucher David,25,Unibet.com,,2006,5
65,Vitoria David,21,Phonak Hearing Systems,,2006,5
66,Roberts Luke,29,CSC ProTeam,,2006,5
67,Dekkers Hans,24,Agritubel,,2006,5
68,Veneberg Thorwald,28,Rabobank ProTeam,,2006,5
69,Zaitsev Alexey,19,,,2006,5
70,Ljungqvist Marcus,31,CSC ProTeam,,2006,5
71,Marinangeli Sergio,25,Naturino - Sapore Di Mare,,2006,5
72,Fothen Thomas,22,Gerolsteiner,,2006,5
73,Mizurov Andrey,32,,,2006,5
74,Kuyckx Jan,26,Davitamon - Lotto,,2006,5
75,Ascani Luca,22,Naturino - Sapore Di Mare,,2006,5
76,H\xf8j Frank,33,Gerolsteiner,,2006,5
77,Dymovkikh Alexandr,22,,,2006,5
78,Finot Fr\xe9d\xe9ric,28,Fran\xe7aise des Jeux,,2006,5
79,Klostergaard Kasper,22,CSC ProTeam,,2006,5
80,Pedersen Martin,22,CSC ProTeam,,2006,5
81,Delage Micka\xebl,20,Fran\xe7aise des Jeux,,2006,5
82,Sieberg Marcel,23,Team Wiesenhof Akud,,2006,5
83,Barbe Koen,25,Chocolade Jacques / Topsport Vlaanderen,,2006,5
84,Duclos-Lassalle Herv\xe9,26,Cofidis,,2006,5
85,Gajek Artur,20,Team Wiesenhof Akud,,2006,5
86,Eeckhout Niko,35,Chocolade Jacques / Topsport Vlaanderen,,2006,5
87,Laverde Luis Felipe,26,Ceramica Panaria - Navigare,,2006,5
88,Haselbacher Rene,28,Gerolsteiner,,2006,5
89,Da Cruz Carlos,31,Fran\xe7aise des Jeux,,2006,5
90,Martens Paul,22,Skil - Shimano,,2006,5
91,Reinerink Rik,32,Skil - Shimano,,2006,5
92,Verbist Evert,21,Chocolade Jacques / Topsport Vlaanderen,,2006,5
93,Aldape Moises,24,Ceramica Panaria - Navigare,,2006,5
94,Lancaster Brett,26,Ceramica Panaria - Navigare,,2006,5
95,Grillo Paride,23,Ceramica Panaria - Navigare,,2006,5
96,Knaven Servais,34,Quickstep - Innergetic,,2006,5
97,Van Impe Kevin,24,Quickstep - Innergetic,,2006,5
98,Monnerais Cyrille,22,Fran\xe7aise des Jeux,,2006,5
99,Fischer Murilo Antonio,26,Naturino - Sapore Di Mare,,2006,5
100,Monier Damien,23,Cofidis,,2006,5
101,Hunt Jeremy,31,Unibet.com,,2006,5
102,Lyalko Alexey,21,,,2006,5
103,Cohnen Stefan,23,Naturino - Sapore Di Mare,,2006,5
104,Thijs Erwin,35,Unibet.com,,2006,5
105,Vanheule Bart,22,Chocolade Jacques / Topsport Vlaanderen,,2006,5
106,Gruzdev Dmitriy,19,,,2006,5
107,Gabriel Fr\xe9d\xe9ric,35,Unibet.com,,2006,5
108,Tesar Lubor,34,Team Wiesenhof Akud,,2006,5
109,Hesjedal Ryder,25,Phonak Hearing Systems,,2006,5
110,Stalder Florian,23,Phonak Hearing Systems,,2006,5
111,Rubiano Miguel Angel,21,Ceramica Panaria - Navigare,,2006,5
112,Mares Martin,24,Naturino - Sapore Di Mare,,2006,5
113,Roche Nicolas,21,Cofidis,,2006,5
114,Colombo Gabriele,33,Naturino - Sapore Di Mare,,2006,5
115,Crosbie Nicolas,25,Agritubel,,2006,5
116,Canouet Gilles,30,Agritubel,,2006,5
117,Klinger Tim,21,Team Wiesenhof Akud,,2006,5
118,Ghyllebert Pieter,23,Chocolade Jacques / Topsport Vlaanderen,,2006,5
119,Johnson Benjamin,23,Agritubel,,2006,5
120,Martinez Perez Francisco Jose,22,Andaluc\xeda - Paul Vers\xe1n,,2006,5
121,Westphal Carlo,20,Team Wiesenhof Akud,,2006,5
122,Odebrecht Felix,21,Team Wiesenhof Akud,,2006,5
123,Krauss Sven,23,Gerolsteiner,,2006,5
NQ,Meschenmoser Christoph,22,Skil - Shimano,,2006,5
NQ,Agnoli Valerio,21,Naturino - Sapore Di Mare,,2006,5
NQ,Dyachenko Alexandr,22,,,2006,5
