Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
35,,167,,+0:00,,Nardello Daniele,64,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 3:53",,11,2008
36,,138,,+0:00,,Tonti Andrea,65,Quickstep - Innergetic,",, 3:53",,11,2008
25,,139,1.0,+0:00,,Visconti Giovanni,66,Quickstep - Innergetic,",, 3:53",,11,2008
34,,131,,+0:00,,Bettini Paolo,67,Quickstep - Innergetic,",, 3:53",,11,2008
23,,191,,+0:00,,Lund Anders,68,CSC ProTeam,",, 3:53",,11,2008
21,,39,,+0:00,,Thomas Geraint,69,Barloworld,",, 3:53",,11,2008
27,,34,,+0:00,,Cummings Stephen,70,Barloworld,",, 3:53",,11,2008
24,,146,,+0:00,,Kozonchuk Dmitry,71,Rabobank ProTeam,",, 3:53",,11,2008
30,,6,,+0:00,,Gol\u010der Jure,72,Team LPR Brakes,4:25 4:25,,11,2008
28,,114,,+0:00,,Loosli David,73,Lampre,5:53 5:53,,11,2008
23,,119,,+0:00,,Gavazzi Francesco,74,Lampre,",, 5:53",,11,2008
35,,27,,+0:00,,Mizurov Andrey,75,Astana,",, 5:53",,11,2008
30,,129,,+0:00,,Wegelius Charles,76,Liquigas,",, 5:53",,11,2008
27,,25,,+0:00,,Iglinskiy Maxim,77,Astana,7:20 7:20,,11,2008
27,,29,,+0:00,,Bazayev Assan,78,Astana,",, 7:20",,11,2008
21,,116,,+0:00,,Spilak Simon,79,Lampre,",, 7:20",,11,2008
32,,41,,+0:00,,Perez Marlon Alirio,80,Caisse d'Epargne,12:26 12:26,,11,2008
37,,166,,+0:00,,Missaglia Gabriele,81,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 12:26",,11,2008
26,,144,,+0:00,,Eltink Theo,82,Rabobank ProTeam,",, 12:26",,11,2008
30,,133,,+0:00,,Engels Addy,83,Quickstep - Innergetic,18:31 18:31,,11,2008
33,,198,,+0:00,,S\xf8rensen Nicki,84,CSC ProTeam,",, 18:31",,11,2008
21,,137,,+0:00,,Seeldraeyers Kevin,85,Quickstep - Innergetic,",, 18:31",,11,2008
29,,47,,+0:00,,Rodr\xedguez Joaquim,86,Caisse d'Epargne,",, 18:31",,11,2008
32,,135,,+0:00,,Garate Juan Manuel,87,Quickstep - Innergetic,",, 18:31",,11,2008
27,,168,,+0:00,,Ochoa Carlos Jos\xe9,88,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 18:31",,11,2008
29,,45,,+0:00,,Perez Francisco,89,Caisse d'Epargne,",, 18:31",,11,2008
27,,61,,+0:00,,Sella Emanuele,90,CSF Group - Navigare,",, 18:31",,11,2008
28,,36,,+0:00,,Pfannberger Christian,91,Barloworld,",, 18:31",,11,2008
30,,158,,+0:00,,Pagliarini Luciano Andr\xe9,92,Saunier Duval,21:54 21:54,,11,2008
35,,177,,+0:00,,McEwen Robbie,93,Silence - Lotto,",, 21:54",,11,2008
36,,175,,+0:00,,Gates Nick,94,Silence - Lotto,",, 21:54",,11,2008
31,,164,,+0:00,,Illiano Raffaele,95,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 21:54",,11,2008
23,,208,,+0:00,,Sabatini Fabio,96,Milram,",, 21:54",,11,2008
26,,134,,+0:00,,Facci Mauro,97,Quickstep - Innergetic,",, 21:54",,11,2008
31,,112,,+0:00,,Bossoni Paolo,98,Lampre,",, 21:54",,11,2008
23,,17,,+0:00,,Sonnery Blaise,99,AG2R La Mondiale,",, 21:54",,11,2008
29,,51,,+0:00,,Buffaz Mickael,100,Cofidis,",, 21:54",,11,2008
32,,206,,+0:00,,Ongarato Alberto,101,Milram,",, 21:54",,11,2008
24,,37,,+0:00,,Scognamiglio Carlo,102,Barloworld,",, 21:54",,11,2008
39,,113,,+0:00,,Baldato Fabio,103,Lampre,",, 21:54",,11,2008
26,,152,,+0:00,,Benitez Jos\xe9 Alberto,104,Saunier Duval,",, 21:54",,11,2008
34,,42,,+0:00,,Horrach Joan,105,Caisse d'Epargne,",, 21:54",,11,2008
23,,205,,+0:00,,Jur\u010do Matej,106,Milram,",, 21:54",,11,2008
24,,174,,+0:00,,Devenyns Dries,107,Silence - Lotto,",, 21:54",,11,2008
24,,99,,+0:00,,Russ Matthias,108,Gerolsteiner,",, 21:54",,11,2008
29,,19,,+0:00,,Krivtsov Yuriy,109,AG2R La Mondiale,",, 21:54",,11,2008
23,,54,,+0:00,,Hartmann Nicolas,110,Cofidis,",, 21:54",,11,2008
22,,86,,+0:00,,Levarlet Guillaume,111,Fran\xe7aise des Jeux,",, 21:54",,11,2008
24,,176,,+0:00,,Lloyd Matthew,112,Silence - Lotto,",, 21:54",,11,2008
32,,84,,+0:00,,Jegou Lilian,113,Fran\xe7aise des Jeux,",, 21:54",,11,2008
32,,153,,+0:00,,Belohvosciks Raivis,114,Saunier Duval,",, 21:54",,11,2008
26,,132,,+0:00,,Efimkin Alexander,115,Quickstep - Innergetic,",, 21:54",,11,2008
25,,102,,+0:00,,Greipel Andr\xe9,116,Team Highroad,",, 21:54",,11,2008
29,,75,,+0:00,,Galparsoro Dionisio,117,Euskaltel - Euskadi,",, 21:54",,11,2008
25,,78,,+0:00,,Perez Alan,118,Euskaltel - Euskadi,",, 21:54",,11,2008
23,,156,,+0:00,,Capelli Ermano,119,Saunier Duval,",, 21:54",,11,2008
23,,123,,+0:00,,Cataldo Dario,120,Liquigas,",, 21:54",,11,2008
26,,73,,+0:00,,Fern\xe1ndez Koldo,121,Euskaltel - Euskadi,",, 21:54",,11,2008
24,,4,,+0:00,,Chiarini Riccardo,122,Team LPR Brakes,",, 21:54",,11,2008
26,,71,,+0:00,,Agirre Josu,123,Euskaltel - Euskadi,",, 21:54",,11,2008
27,,2,,+0:00,,Bailetti Paolo,124,Team LPR Brakes,",, 21:54",,11,2008
23,,94,,+0:00,,Gatto Oscar,125,Gerolsteiner,",, 21:54",,11,2008
25,,57,,+0:00,,Monier Damien,126,Cofidis,",, 21:54",,11,2008
26,,136,,+0:00,,Schwab Hubert,127,Quickstep - Innergetic,",, 21:54",,11,2008
33,,182,,+0:00,,Dean Julian,128,,",, 21:54",,11,2008
27,,218,,+0:00,,Klimov Sergey,129,Tinkoff Credit Systems,",, 21:54",,11,2008
34,,213,,+0:00,,Mazzanti Luca,130,Tinkoff Credit Systems,",, 21:54",,11,2008
30,,65,,+0:00,,Perez Cuapio Julio Alberto,131,CSF Group - Navigare,",, 21:54",,11,2008
23,,187,,+0:00,,Sutton Chris,132,,",, 21:54",,11,2008
24,,87,,+0:00,,Roy J\xe9r\xe9my,133,Fran\xe7aise des Jeux,",, 21:54",,11,2008
31,,77,,+0:00,,Landaluze Inigo,134,Euskaltel - Euskadi,",, 21:54",,11,2008
28,,76,,+0:00,,Irizar Markel,135,Euskaltel - Euskadi,",, 21:54",,11,2008
25,,72,,+0:00,,Aperribay Lander,136,Euskaltel - Euskadi,",, 21:54",,11,2008
26,,67,,+0:00,,Priamo Matteo,137,CSF Group - Navigare,",, 21:54",,11,2008
23,,46,,+0:00,,Perget Mathieu,138,Caisse d'Epargne,",, 21:54",,11,2008
28,,79,,+0:00,,Velasco Ivan,139,Euskaltel - Euskadi,",, 21:54",,11,2008
27,,5,,+0:00,,Ermeti Giairo,140,Team LPR Brakes,",, 21:54",,11,2008
27,,128,,+0:00,,Vanotti Alessandro,141,Liquigas,",, 21:54",,11,2008
34,,163,,+0:00,,Hondo Danilo,142,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 21:54",,11,2008
25,,219,,+0:00,,Serov Alexander,143,Tinkoff Credit Systems,",, 21:54",,11,2008
23,,215,,+0:00,,Ignatyev Mikhail,144,Tinkoff Credit Systems,",, 21:54",,11,2008
22,,216,,+0:00,,Trusov Nikolay,145,Tinkoff Credit Systems,",, 21:54",,11,2008
29,,142,,+0:00,,Brown Graeme,146,Rabobank ProTeam,",, 21:54",,11,2008
24,,56,,+0:00,,Huguet Yann,147,Cofidis,",, 21:54",,11,2008
24,,107,,+0:00,,Rabon Frantisek,148,Team Highroad,",, 21:54",,11,2008
27,,103,,+0:00,,Hansen Adam,149,Team Highroad,",, 21:54",,11,2008
23,,101,,+0:00,,Cavendish Mark,150,Team Highroad,",, 21:54",,11,2008
25,,108,,+0:00,,Siutsou Kanstantsin,151,Team Highroad,",, 21:54",,11,2008
26,,203,,+0:00,,Eichler Markus,152,Milram,",, 21:54",,11,2008
30,,145,,+0:00,,Hayman Mathew,153,Rabobank ProTeam,",, 21:54",,11,2008
30,,147,,+0:00,,L\xf6wik Gerben,154,Rabobank ProTeam,",, 21:54",,11,2008
25,,16,,+0:00,,Rousseau Nicolas,155,AG2R La Mondiale,",, 21:54",,11,2008
34,,195,,+0:00,,McCartney Jason,156,CSC ProTeam,",, 21:54",,11,2008
28,,109,,+0:00,,Wiggins Bradley,157,Team Highroad,",, 21:54",,11,2008
24,,12,,+0:00,,Deignan Philip,158,AG2R La Mondiale,",, 21:54",,11,2008
24,,82,,+0:00,,Gudsell Timothy,159,Fran\xe7aise des Jeux,",, 21:54",,11,2008
25,,95,,+0:00,,Krauss Sven,160,Gerolsteiner,",, 21:54",,11,2008
26,,185,,+0:00,,Mccarty Jonathan Patrick,161,,",, 21:54",,11,2008
29,,186,,+0:00,,Pate Danny,162,,",, 21:54",,11,2008
23,,104,,+0:00,,Martin Tony,163,Team Highroad,",, 21:54",,11,2008
26,,35,,+0:00,,Gasparotto Enrico,164,Barloworld,",, 21:54",,11,2008
30,,18,,+0:00,,Usov Alexandre,165,AG2R La Mondiale,",, 21:54",,11,2008
30,,15,,+0:00,,Nocentini Rinaldo,166,AG2R La Mondiale,",, 21:54",,11,2008
30,,91,,+0:00,,F\xf6rster Robert,167,Gerolsteiner,",, 21:54",,11,2008
25,,92,,+0:00,,Fothen Thomas,168,Gerolsteiner,",, 21:54",,11,2008
21,,154,,+0:00,,Capecchi Eros,169,Saunier Duval,",, 21:54",,11,2008
27,,121,,+0:00,80.0,Bennati Daniele,1,Liquigas,4:05:29 4:05:29,,12,2008
23,,101,,+0:00,50.0,Cavendish Mark,2,Team Highroad,",, ,,",,12,2008
35,,177,,+0:00,35.0,McEwen Robbie,3,Silence - Lotto,",, ,,",,12,2008
26,,73,,+0:00,25.0,Fern\xe1ndez Koldo,4,Euskaltel - Euskadi,",, ,,",,12,2008
34,,131,,+0:00,18.0,Bettini Paolo,5,Quickstep - Innergetic,",, ,,",,12,2008
30,,91,,+0:00,15.0,F\xf6rster Robert,6,Gerolsteiner,",, ,,",,12,2008
30,,158,,+0:00,12.0,Pagliarini Luciano Andr\xe9,7,Saunier Duval,",, ,,",,12,2008
27,,29,,+0:00,10.0,Bazayev Assan,8,Astana,",, ,,",,12,2008
30,,18,,+0:00,8.0,Usov Alexandre,9,AG2R La Mondiale,",, ,,",,12,2008
25,,219,,+0:00,6.0,Serov Alexander,10,Tinkoff Credit Systems,",, ,,",,12,2008
32,,84,,+0:00,5.0,Jegou Lilian,11,Fran\xe7aise des Jeux,",, ,,",,12,2008
25,,102,,+0:00,4.0,Greipel Andr\xe9,12,Team Highroad,",, ,,",,12,2008
33,,182,,+0:00,3.0,Dean Julian,13,,",, ,,",,12,2008
31,,112,,+0:00,2.0,Bossoni Paolo,14,Lampre,",, ,,",,12,2008
22,,216,,+0:00,1.0,Trusov Nikolay,15,Tinkoff Credit Systems,",, ,,",,12,2008
22,,81,,+0:00,,Ch\xe9rel Micka\xebl,16,Fran\xe7aise des Jeux,",, ,,",,12,2008
23,,187,,+0:00,,Sutton Chris,17,,",, ,,",,12,2008
36,,175,,+0:00,,Gates Nick,18,Silence - Lotto,",, ,,",,12,2008
29,,142,,+0:00,,Brown Graeme,19,Rabobank ProTeam,",, ,,",,12,2008
32,,41,,+0:00,,Perez Marlon Alirio,20,Caisse d'Epargne,",, ,,",,12,2008
24,,82,,+0:00,,Gudsell Timothy,21,Fran\xe7aise des Jeux,",, ,,",,12,2008
34,,163,,+0:00,,Hondo Danilo,22,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
23,,94,,+0:00,,Gatto Oscar,23,Gerolsteiner,",, ,,",,12,2008
23,,123,,+0:00,,Cataldo Dario,24,Liquigas,",, ,,",,12,2008
25,,78,,+0:00,,Perez Alan,25,Euskaltel - Euskadi,",, ,,",,12,2008
32,,206,,+0:00,,Ongarato Alberto,26,Milram,",, ,,",,12,2008
25,,92,,+0:00,,Fothen Thomas,27,Gerolsteiner,",, ,,",,12,2008
25,,95,,+0:00,,Krauss Sven,28,Gerolsteiner,",, ,,",,12,2008
37,,201,,+0:00,,Zabel Erik,29,Milram,",, ,,",,12,2008
34,,209,,+0:00,,Velo Marco,30,Milram,",, ,,",,12,2008
21,,137,,+0:00,,Seeldraeyers Kevin,31,Quickstep - Innergetic,",, ,,",,12,2008
22,,93,,+0:00,,Fr\xf6hlinger Johannes,32,Gerolsteiner,",, ,,",,12,2008
25,,178,,+0:00,,Van den Broeck Jurgen,33,Silence - Lotto,",, ,,",,12,2008
32,,28,,+0:00,,Kl\xf6den Andr\xe9as,34,Astana,",, ,,",,12,2008
31,,164,,+0:00,,Illiano Raffaele,35,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
26,,203,,+0:00,,Eichler Markus,36,Milram,",, ,,",,12,2008
36,,162,,+0:00,,Bertolini Alessandro,37,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
23,,119,,+0:00,,Gavazzi Francesco,38,Lampre,",, ,,",,12,2008
32,,44,,+0:00,,Lastras Pablo,39,Caisse d'Epargne,",, ,,",,12,2008
28,,76,,+0:00,,Irizar Markel,40,Euskaltel - Euskadi,",, ,,",,12,2008
30,,145,,+0:00,,Hayman Mathew,41,Rabobank ProTeam,",, ,,",,12,2008
24,,37,,+0:00,,Scognamiglio Carlo,42,Barloworld,",, ,,",,12,2008
36,,161,,+0:00,,Simoni Gilberto,43,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
30,,127,,+0:00,,Pellizotti Franco,44,Liquigas,",, ,,",,12,2008
21,,116,,+0:00,,Spilak Simon,45,Lampre,",, ,,",,12,2008
26,,136,,+0:00,,Schwab Hubert,46,Quickstep - Innergetic,",, ,,",,12,2008
21,,39,,+0:00,,Thomas Geraint,47,Barloworld,",, ,,",,12,2008
30,,147,,+0:00,,L\xf6wik Gerben,48,Rabobank ProTeam,",, ,,",,12,2008
22,,86,,+0:00,,Levarlet Guillaume,49,Fran\xe7aise des Jeux,",, ,,",,12,2008
24,,146,,+0:00,,Kozonchuk Dmitry,50,Rabobank ProTeam,",, ,,",,12,2008
25,,16,,+0:00,,Rousseau Nicolas,51,AG2R La Mondiale,",, ,,",,12,2008
30,,141,,+0:00,,Menchov Denis,52,Rabobank ProTeam,",, ,,",,12,2008
26,,144,,+0:00,,Eltink Theo,53,Rabobank ProTeam,",, ,,",,12,2008
31,,122,,+0:00,,Carlstr\xf6m Kjell,54,Liquigas,",, ,,",,12,2008
27,,25,,+0:00,,Iglinskiy Maxim,55,Astana,",, ,,",,12,2008
28,,79,,+0:00,,Velasco Ivan,56,Euskaltel - Euskadi,",, ,,",,12,2008
28,,109,,+0:00,,Wiggins Bradley,57,Team Highroad,",, ,,",,12,2008
27,,103,,+0:00,,Hansen Adam,58,Team Highroad,",, ,,",,12,2008
28,,64,,+0:00,,Laverde Luis Felipe,59,CSF Group - Navigare,",, ,,",,12,2008
33,,155,,+0:00,,Ca\xf1ada David,60,Saunier Duval,",, ,,",,12,2008
33,,143,,+0:00,,de Groot Bram,61,Rabobank ProTeam,",, ,,",,12,2008
34,,124,,+0:00,,Miholjevic Vladimir,62,Liquigas,",, ,,",,12,2008
24,,107,,+0:00,,Rabon Frantisek,63,Team Highroad,",, ,,",,12,2008
33,,198,,+0:00,,S\xf8rensen Nicki,64,CSC ProTeam,",, ,,",,12,2008
35,,167,,+0:00,,Nardello Daniele,65,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
31,,11,,+0:00,,Valjavec Tadej,66,AG2R La Mondiale,",, ,,",,12,2008
26,,132,,+0:00,,Efimkin Alexander,67,Quickstep - Innergetic,",, ,,",,12,2008
29,,157,,+0:00,,Cama\xf1o Iker,68,Saunier Duval,",, ,,",,12,2008
32,,105,,+0:00,,Pinotti Marco,69,Team Highroad,",, ,,",,12,2008
28,,49,,+0:00,,Pasamontes Luis,70,Caisse d'Epargne,",, ,,",,12,2008
37,,166,,+0:00,,Missaglia Gabriele,71,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
23,,17,,+0:00,,Sonnery Blaise,72,AG2R La Mondiale,",, ,,",,12,2008
25,,72,,+0:00,,Aperribay Lander,73,Euskaltel - Euskadi,",, ,,",,12,2008
26,,48,,+0:00,,Rujano Jos\xe9 Humberto,74,Caisse d'Epargne,",, ,,",,12,2008
23,,215,,+0:00,,Ignatyev Mikhail,75,Tinkoff Credit Systems,",, ,,",,12,2008
27,,194,,+0:00,,Larsson Gustav,76,CSC ProTeam,",, ,,",,12,2008
31,,77,,+0:00,,Landaluze Inigo,77,Euskaltel - Euskadi,",, ,,",,12,2008
25,,22,,+0:00,,Contador Alberto,78,Astana,",, ,,",,12,2008
30,,24,,+0:00,,Colom Antonio,79,Astana,",, ,,",,12,2008
34,,21,,+0:00,,Leipheimer Levi,80,Astana,",, ,,",,12,2008
32,,188,,+0:00,,Vande Velde Christian,81,,",, ,,",,12,2008
23,,205,,+0:00,,Jur\u010do Matej,82,Milram,",, ,,",,12,2008
36,,196,,+0:00,,Voigt Jens,83,CSC ProTeam,",, ,,",,12,2008
35,,27,,+0:00,,Mizurov Andrey,84,Astana,",, ,,",,12,2008
35,,197,,+0:00,,Blaudzun Michael,85,CSC ProTeam,",, ,,",,12,2008
34,,213,,+0:00,,Mazzanti Luca,86,Tinkoff Credit Systems,",, ,,",,12,2008
27,,43,,+0:00,,Karpets Vladimir,87,Caisse d'Epargne,",, ,,",,12,2008
29,,149,,+0:00,,Ardila Mauricio Alberto,88,Rabobank ProTeam,",, ,,",,12,2008
24,,4,,+0:00,,Chiarini Riccardo,89,Team LPR Brakes,",, ,,",,12,2008
29,,211,,+0:00,,Petrov Evgeni,90,Tinkoff Credit Systems,",, ,,",,12,2008
26,,152,,+0:00,,Benitez Jos\xe9 Alberto,91,Saunier Duval,",, ,,",,12,2008
35,,8,,+0:00,,Savoldelli Paolo,92,Team LPR Brakes,",, ,,",,12,2008
24,,151,,+0:00,,Ricco Riccardo,93,Saunier Duval,",, ,,",,12,2008
30,,115,,+0:00,,Szmyd Sylwester,94,Lampre,",, ,,",,12,2008
33,,111,,+0:00,,Bruseghin Marzio,95,Lampre,",, ,,",,12,2008
39,,113,,+0:00,,Baldato Fabio,96,Lampre,",, ,,",,12,2008
27,,14,,+0:00,,Mangel Laurent,97,AG2R La Mondiale,",, ,,",,12,2008
23,,193,,+0:00,,S\xf8rensen Chris Anker,98,CSC ProTeam,",, ,,",,12,2008
27,,7,,+0:00,,Pietropolli Daniele,99,Team LPR Brakes,",, ,,",,12,2008
27,,89,,+0:00,,Veikkanen Jussi,100,Fran\xe7aise des Jeux,",, ,,",,12,2008
27,,5,,+0:00,,Ermeti Giairo,101,Team LPR Brakes,",, ,,",,12,2008
36,,159,,+0:00,,Piepoli Leonardo,102,Saunier Duval,",, ,,",,12,2008
32,,153,,+0:00,,Belohvosciks Raivis,103,Saunier Duval,",, ,,",,12,2008
27,,168,,+0:00,,Ochoa Carlos Jos\xe9,104,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
29,,169,,+0:00,,Serpa Jose Rodolfo,105,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
32,,135,,+0:00,,Garate Juan Manuel,106,Quickstep - Innergetic,",, ,,",,12,2008
32,,1,,+0:00,,Di Luca Danilo,107,Team LPR Brakes,",, ,,",,12,2008
26,,134,,+0:00,,Facci Mauro,108,Quickstep - Innergetic,",, ,,",,12,2008
36,,138,,+0:00,,Tonti Andrea,109,Quickstep - Innergetic,",, ,,",,12,2008
25,,139,1.0,+0:00,,Visconti Giovanni,110,Quickstep - Innergetic,",, ,,",,12,2008
27,,3,,+0:00,,Bosisio Gabriele,111,Team LPR Brakes,",, ,,",,12,2008
30,,133,,+0:00,,Engels Addy,112,Quickstep - Innergetic,",, ,,",,12,2008
28,,179,,+0:00,,Van Huffel Wim,113,Silence - Lotto,",, ,,",,12,2008
23,,173,,+0:00,,de Greef Francis,114,Silence - Lotto,",, ,,",,12,2008
28,,114,,+0:00,,Loosli David,115,Lampre,",, ,,",,12,2008
23,,191,,+0:00,,Lund Anders,116,CSC ProTeam,",, ,,",,12,2008
27,,34,,+0:00,,Cummings Stephen,117,Barloworld,",, ,,",,12,2008
27,,61,,+0:00,,Sella Emanuele,118,CSF Group - Navigare,",, ,,",,12,2008
30,,6,,+0:00,,Gol\u010der Jure,119,Team LPR Brakes,",, ,,",,12,2008
29,,45,,+0:00,,Perez Francisco,120,Caisse d'Epargne,",, ,,",,12,2008
24,,99,,+0:00,,Russ Matthias,121,Gerolsteiner,",, ,,",,12,2008
24,,148,,+0:00,,Martens Paul,122,Rabobank ProTeam,",, ,,",,12,2008
23,,106,,+0:00,,Possoni Morris,123,Team Highroad,",, ,,",,12,2008
39,,126,,+0:00,,Noe Andrea,124,Liquigas,",, ,,",,12,2008
26,,212,,+0:00,,Kiryienka Vasil,125,Tinkoff Credit Systems,",, ,,",,12,2008
25,,23,,+0:00,,Gusev Vladimir,126,Astana,",, ,,",,12,2008
25,,108,,+0:00,,Siutsou Kanstantsin,127,Team Highroad,",, ,,",,12,2008
34,,165,,+0:00,,Ivanov Ruslan,128,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,12,2008
30,,15,,+0:00,,Nocentini Rinaldo,129,AG2R La Mondiale,",, ,,",,12,2008
33,,62,,+0:00,,Baliani Fortunato,130,CSF Group - Navigare,",, ,,",,12,2008
23,,125,,+0:00,,Nibali Vincenzo,131,Liquigas,",, ,,",,12,2008
36,,98,,+0:00,,Rebellin Davide,132,Gerolsteiner,",, ,,",,12,2008
24,,56,,+0:00,,Huguet Yann,133,Cofidis,",, ,,",,12,2008
33,,9,,+0:00,,Spezialetti Alessandro,134,Team LPR Brakes,",, ,,",,12,2008
35,,33,,+0:00,,Rafael Cardenas F\xe9lix,135,Barloworld,",, ,,",,12,2008
25,,69,,+0:00,,Pozzovivo Domenico,136,CSF Group - Navigare,",, ,,",,12,2008
27,,183,,+0:00,,Hesjedal Ryder,137,,",, ,,",,12,2008
27,,2,,+0:00,,Bailetti Paolo,138,Team LPR Brakes,",, ,,",,12,2008
23,,54,,+0:00,,Hartmann Nicolas,139,Cofidis,",, ,,",,12,2008
26,,185,,+0:00,,Mccarty Jonathan Patrick,140,,",, ,,",,12,2008
32,,85,,+0:00,,le Boulanger Yoann,141,Fran\xe7aise des Jeux,",, ,,",,12,2008
29,,186,,+0:00,,Pate Danny,142,,",, ,,",,12,2008
24,,176,,+0:00,,Lloyd Matthew,143,Silence - Lotto,",, ,,",,12,2008
24,,68,,+0:00,,Dall'Antonia Tiziano,144,CSF Group - Navigare,",, ,,",,12,2008
31,,184,,+0:00,,Millar David,145,,",, ,,",,12,2008
34,,42,,+0:00,,Horrach Joan,146,Caisse d'Epargne,",, ,,",,12,2008
26,,35,,+0:00,,Gasparotto Enrico,147,Barloworld,",, ,,",,12,2008
24,,87,,+0:00,,Roy J\xe9r\xe9my,148,Fran\xe7aise des Jeux,0:41 0:41,,12,2008
27,,218,,+0:00,,Klimov Sergey,149,Tinkoff Credit Systems,",, 0:41",,12,2008
24,,12,,+0:00,,Deignan Philip,150,AG2R La Mondiale,",, 0:41",,12,2008
26,,71,,+0:00,,Agirre Josu,151,Euskaltel - Euskadi,",, 0:41",,12,2008
23,,46,,+0:00,,Perget Mathieu,152,Caisse d'Epargne,",, 0:41",,12,2008
34,,195,,+0:00,,McCartney Jason,153,CSC ProTeam,",, 0:41",,12,2008
27,,128,,+0:00,,Vanotti Alessandro,154,Liquigas,",, 0:41",,12,2008
29,,19,,+0:00,,Krivtsov Yuriy,155,AG2R La Mondiale,1:39 1:39,,12,2008
30,,65,,+0:00,,Perez Cuapio Julio Alberto,156,CSF Group - Navigare,",, 1:39",,12,2008
25,,57,,+0:00,,Monier Damien,157,Cofidis,",, 1:39",,12,2008
28,,36,,+0:00,,Pfannberger Christian,158,Barloworld,",, 1:39",,12,2008
30,,129,,+0:00,,Wegelius Charles,159,Liquigas,",, 1:39",,12,2008
24,,174,,+0:00,,Devenyns Dries,160,Silence - Lotto,",, 1:39",,12,2008
29,,51,,+0:00,,Buffaz Mickael,161,Cofidis,",, 1:39",,12,2008
21,,154,,+0:00,,Capecchi Eros,162,Saunier Duval,2:06 2:06,,12,2008
29,,47,,+0:00,,Rodr\xedguez Joaquim,163,Caisse d'Epargne,",, 2:06",,12,2008
23,,156,,+0:00,,Capelli Ermano,164,Saunier Duval,",, 2:06",,12,2008
29,,75,,+0:00,,Galparsoro Dionisio,165,Euskaltel - Euskadi,3:11 3:11,,12,2008
23,,208,,+0:00,,Sabatini Fabio,166,Milram,3:54 3:54,,12,2008
23,,104,,+0:00,,Martin Tony,167,Team Highroad,4:19 4:19,,12,2008
26,,117,,+0:00,,Lorenzetto Mirco,168,Lampre,11:38 11:38,,12,2008
26,,67,,+0:00,,Priamo Matteo,169,CSF Group - Navigare,",, 11:38",,12,2008
23,,101,,+0:00,80.0,Cavendish Mark,1,Team Highroad,4:11:07 4:11:07,,13,2008
27,,121,,+0:00,50.0,Bennati Daniele,2,Liquigas,",, ,,",,13,2008
26,,73,,+0:00,35.0,Fern\xe1ndez Koldo,3,Euskaltel - Euskadi,",, ,,",,13,2008
37,,201,,+0:00,25.0,Zabel Erik,4,Milram,",, ,,",,13,2008
33,,182,,+0:00,18.0,Dean Julian,5,,",, ,,",,13,2008
26,,117,,+0:00,15.0,Lorenzetto Mirco,6,Lampre,",, ,,",,13,2008
30,,18,,+0:00,12.0,Usov Alexandre,7,AG2R La Mondiale,",, ,,",,13,2008
22,,216,,+0:00,10.0,Trusov Nikolay,8,Tinkoff Credit Systems,",, ,,",,13,2008
35,,177,,+0:00,8.0,McEwen Robbie,9,Silence - Lotto,",, ,,",,13,2008
29,,142,,+0:00,6.0,Brown Graeme,10,Rabobank ProTeam,",, ,,",,13,2008
23,,94,,+0:00,5.0,Gatto Oscar,11,Gerolsteiner,",, ,,",,13,2008
30,,145,,+0:00,4.0,Hayman Mathew,12,Rabobank ProTeam,",, ,,",,13,2008
32,,84,,+0:00,3.0,Jegou Lilian,13,Fran\xe7aise des Jeux,",, ,,",,13,2008
30,,91,,+0:00,2.0,F\xf6rster Robert,14,Gerolsteiner,",, ,,",,13,2008
37,,166,,+0:00,1.0,Missaglia Gabriele,15,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2008
24,,37,,+0:00,,Scognamiglio Carlo,16,Barloworld,",, ,,",,13,2008
25,,219,,+0:00,,Serov Alexander,17,Tinkoff Credit Systems,",, ,,",,13,2008
30,,158,,+0:00,,Pagliarini Luciano Andr\xe9,18,Saunier Duval,",, ,,",,13,2008
32,,41,,+0:00,,Perez Marlon Alirio,19,Caisse d'Epargne,",, ,,",,13,2008
27,,29,,+0:00,,Bazayev Assan,20,Astana,",, ,,",,13,2008
34,,209,,+0:00,,Velo Marco,21,Milram,",, ,,",,13,2008
25,,78,,+0:00,,Perez Alan,22,Euskaltel - Euskadi,",, ,,",,13,2008
25,,102,,+0:00,,Greipel Andr\xe9,23,Team Highroad,",, ,,",,13,2008
