Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
30,171,,,,,Wiggins Bradley,1,Sky Procycling,,+0:00,,,1,2010
33,1,,,,,Evans Cadel,1,BMC Racing Team,,+0:00,,-,2,2010
36,41,,,,,Vinokourov Alexandre,1,Astana,,+0:00,,-,3,2010
25,132,,,,1.0,Nibali Vincenzo,1,Liquigas - Doimo,,+0:00,,-,5,2010
25,132,,,,1.0,Nibali Vincenzo,1,Liquigas - Doimo,,+0:00,,-,6,2010
36,41,,,,,Vinokourov Alexandre,1,Astana,,+0:00,,-,7,2010
36,41,,,,1.0,Vinokourov Alexandre,1,Astana,,+0:00,,-,8,2010
36,41,,,,1.0,Vinokourov Alexandre,1,Astana,,+0:00,,-,9,2010
36,41,,,,1.0,Vinokourov Alexandre,1,Astana,,+0:00,,-,10,2010
25,219,,,,,Porte Richie,1,Saxo Bank,,+0:00,,-,11,2010
25,219,,,,1.0,Porte Richie,1,Saxo Bank,,+0:00,,-,12,2010
25,219,,,,1.0,Porte Richie,1,Saxo Bank,,+0:00,,-,13,2010
30,63,,,,,Arroyo David,1,Caisse d'Epargne,,+0:00,,-,14,2010
30,63,,,,1.0,Arroyo David,1,Caisse d'Epargne,,+0:00,,-,15,2010
30,63,,,,1.0,Arroyo David,1,Caisse d'Epargne,,+0:00,,-,16,2010
30,63,,,,1.0,Arroyo David,1,Caisse d'Epargne,,+0:00,,-,17,2010
30,63,,,,1.0,Arroyo David,1,Caisse d'Epargne,,+0:00,,-,18,2010
32,131,,,,,Basso Ivan,1,Liquigas - Doimo,,+0:00,,-,19,2010
32,131,,,,1.0,Basso Ivan,1,Liquigas - Doimo,,+0:00,,-,20,2010
32,131,1.0,+0:00,400.0,1.0,Basso Ivan,1,Liquigas - Doimo,87:44:01 87:44:01,+0:00,170.0,-,21,2010
30,63,2.0,+1:51,290.0,,Arroyo David,2,Caisse d'Epargne,1:51 1:51,+1:51,130.0,-,21,2010
25,132,3.0,+2:37,240.0,,Nibali Vincenzo,3,Liquigas - Doimo,2:37 2:37,+2:37,100.0,-,21,2010
30,31,4.0,+2:50,220.0,,Scarponi Michele,4,Androni Giocattoli - Serramenti PVC Diquigiovanni,2:50 2:50,+2:50,90.0,-,21,2010
33,1,5.0,+3:27,200.0,,Evans Cadel,5,BMC Racing Team,3:27 3:27,+3:27,80.0,-,21,2010
36,41,6.0,+7:06,190.0,,Vinokourov Alexandre,6,Astana,7:06 7:06,+7:06,70.0,-,21,2010
25,219,7.0,+7:22,180.0,,Porte Richie,7,Saxo Bank,7:22 7:22,+7:22,60.0,-,21,2010
35,71,8.0,+9:39,170.0,,Sastre Carlos,8,Cervelo Test Team,9:39 9:39,+9:39,52.0,-,21,2010
34,182,9.0,+14:20,160.0,,Pinotti Marco,9,Team HTC - Columbia,14:20 14:20,+14:20,44.0,-,21,2010
23,136,10.0,+14:51,150.0,,Ki\u0161erlovski Robert,10,Liquigas - Doimo,14:51 14:51,+14:51,38.0,-,21,2010
28,121,11.0,+17:10,140.0,,Cunego Damiano,11,Lampre - Farnese Vini,17:10 17:10,+17:10,32.0,-,21,2010
23,167,12.0,+19:41,130.0,,Mollema Bauke,12,Rabobank ProTeam,19:41 19:41,+19:41,26.0,-,21,2010
31,24,13.0,+23:03,120.0,,Gadret John,13,AG2R La Mondiale,23:03 23:03,+23:03,22.0,-,21,2010
29,192,14.0,+25:21,110.0,,Karpets Vladimir,14,Katyusha,25:21 25:21,+25:21,18.0,-,21,2010
31,162,15.0,+32:29,100.0,,Ardila Mauricio Alberto,15,Rabobank ProTeam,32:29 32:29,+32:29,14.0,-,21,2010
27,201,16.0,+34:49,90.0,,Gerdemann Linus,16,Milram,34:49 34:49,+34:49,10.0,-,21,2010
35,173,17.0,+36:44,85.0,,Cioni Dario,17,Sky Procycling,36:44 36:44,+36:44,8.0,-,21,2010
22,161,18.0,+37:27,80.0,,Kruijswijk Steven,18,Rabobank ProTeam,37:27 37:27,+37:27,6.0,-,21,2010
28,23,19.0,+39:43,75.0,,Efimkin Alexander,19,AG2R La Mondiale,39:43 39:43,+39:43,4.0,-,21,2010
29,22,20.0,+45:17,70.0,,Dupont Hubert,20,AG2R La Mondiale,45:17 45:17,+45:17,2.0,-,21,2010
25,144,21.0,+50:08,65.0,,de Greef Francis,21,Omega Pharma-Lotto,50:08 50:08,+50:08,,-,21,2010
28,106,22.0,+1:07:37,60.0,,Mayoz Echeverria Iban,22,Footon-Servetto,1:07:37 1:07:37,+67:37,,-,21,2010
30,51,23.0,+1:10:16,55.0,,Voeckler Thomas,23,Bbox Bouygues Telecom,1:10:16 1:10:16,+70:16,,-,21,2010
29,169,24.0,+1:10:55,50.0,,Weening Pieter,24,Rabobank ProTeam,1:10:55 1:10:55,+70:55,,-,21,2010
36,18,25.0,+1:11:10,45.0,,Miholjevic Vladimir,25,Acqua & Sapone,1:11:10 1:11:10,+71:10,,-,21,2010
28,148,26.0,+1:19:31,40.0,,Moreno Daniel,26,Omega Pharma-Lotto,1:19:31 1:19:31,+79:31,,-,21,2010
25,213,27.0,+1:19:46,35.0,,S\xf8rensen Chris Anker,27,Saxo Bank,1:19:46 1:19:46,+79:46,,-,21,2010
26,58,28.0,+1:19:58,30.0,,Trofimov Yuri,28,Bbox Bouygues Telecom,1:19:58 1:19:58,+79:58,,-,21,2010
