Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
24,95.0,,,,,Quaranta Ivan,1,Mobilvetta Design - Northwave,,+0:00,,1,1999
32,131.0,,,,,Cipollini Mario,1,Saeco - Cannondale,,+0:00,-,2,1999
27,151.0,,,,,Blijlevens Jeroen,1,TVM - Farm Frites,,+0:00,-,3,1999
27,151.0,,,,1.0,Blijlevens Jeroen,1,TVM - Farm Frites,,+0:00,-,4,1999
30,114.0,,,,,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,5,1999
30,114.0,,,,1.0,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,6,1999
30,114.0,,,,1.0,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,7,1999
29,1.0,,,,,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,8,1999
30,114.0,,,,,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,9,1999
30,114.0,,,,1.0,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,10,1999
30,114.0,,,,1.0,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,11,1999
30,114.0,,,,1.0,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,12,1999
30,114.0,,,,1.0,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,,+0:00,-,13,1999
29,1.0,,,,,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,14,1999
29,1.0,,,,1.0,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,15,1999
29,1.0,,,,1.0,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,16,1999
29,1.0,,,,1.0,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,17,1999
29,1.0,,,,1.0,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,18,1999
29,1.0,,,,1.0,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,19,1999
29,1.0,,,,1.0,Pantani Marco,1,Mercatone Uno - Bianchi,,+0:00,-,20,1999
30,143.0,,,,,Gotti Ivan,1,Polti,,+0:00,-,21,1999
30,143.0,1.0,+0:00,400.0,1.0,Gotti Ivan,1,Polti,99:55:56 99:55:56,+0:00,-,22,1999
26,132.0,2.0,+3:35,290.0,,Savoldelli Paolo,2,Saeco - Cannondale,3:35 3:35,+3:35,-,22,1999
27,27.0,3.0,+3:36,240.0,,Simoni Gilberto,3,,3:36 3:36,+3:36,-,22,1999
30,114.0,4.0,+5:16,220.0,,Jalabert Laurent,4,O.N.C.E. - Deutsche Bank,5:16 5:16,+5:16,-,22,1999
25,52.0,5.0,+7:47,200.0,,Heras Roberto,5,Kelme - Costa Blanca,7:47 7:47,+7:47,-,22,1999
27,101.0,6.0,+9:38,190.0,,Axelsson Niklas,6,Navigare - Gaerne,9:38 9:38,+9:38,-,22,1999
28,165.0,7.0,+12:07,180.0,,Honchar Serhiy,7,Vini Caldirola - Sidermec,12:07 12:07,+12:07,-,22,1999
25,12.0,8.0,+14:20,170.0,,De Paoli Daniele,8,Amica Chips - Costa de Almeria,14:20 14:20,+14:20,-,22,1999
30,171.0,9.0,+15:53,160.0,,Clavero Daniel,9,Vitalicio Seguros - Grupo Generali,15:53 15:53,+15:53,-,22,1999
25,44.0,10.0,+17:31,150.0,,Sgambelluri Roberto,10,Cantina Tollo - Alexia Alluminio,17:31 17:31,+17:31,-,22,1999
27,61.0,11.0,+17:39,140.0,,Camenzind Oscar,11,,17:39 17:39,+17:39,-,22,1999
27,174.0,12.0,+20:14,130.0,,Zintchenko Andrei,12,Vitalicio Seguros - Grupo Generali,20:14 20:14,+20:14,-,22,1999
22,56.0,13.0,+22:44,120.0,,Sevilla Oscar,13,Kelme - Costa Blanca,22:44 22:44,+22:44,-,22,1999
29,148.0,14.0,+24:15,110.0,,Virenque Richard,14,Polti,24:15 24:15,+24:15,-,22,1999
32,173.0,15.0,+24:38,100.0,,Buenahora Hernan,15,Vitalicio Seguros - Grupo Generali,24:38 24:38,+24:38,-,22,1999
28,66.0,16.0,+42:12,90.0,,Missaglia Gabriele,16,,42:12 42:12,+42:12,-,22,1999
25,82.0,17.0,+44:23,85.0,,Di Grande Giuseppe,17,Mapei - Quickstep,44:23 44:23,+44:23,-,22,1999
28,67.0,18.0,+44:30,80.0,,Padrnos Pavel,18,,44:30 44:30,+44:30,-,22,1999
26,115.0,19.0,+47:39,75.0,,Luttenberger Peter,19,O.N.C.E. - Deutsche Bank,47:39 47:39,+47:39,-,22,1999
28,71.0,20.0,+47:40,70.0,,Miceli Nicola,20,,",, 47:39",+47:40,-,22,1999
27,125.0,21.0,+51:31,65.0,,Shefer Alexandre,21,Riso Scotti - Vinavil,51:31 51:31,+51:31,-,22,1999
31,72.0,22.0,+51:48,60.0,,Teteriouk Andrei,22,,51:48 51:48,+51:48,-,22,1999
30,,23.0,+53:36,55.0,,Gonzalez Jos\xe9 Jaime,23,,53:36 53:36,+53:36,-,22,1999
31,14.0,24.0,+1:00:25,50.0,,Puttini Felice,24,Amica Chips - Costa de Almeria,1:00:25 1:00:25,+60:25,-,22,1999
24,76.0,25.0,+1:02:17,45.0,,Mason Oscar,25,,1:02:17 1:02:17,+62:17,-,22,1999
24,107.0,26.0,+1:04:15,40.0,,Glomser Gerrit,26,Navigare - Gaerne,1:04:15 1:04:15,+64:15,-,22,1999
26,139.0,27.0,+1:06:18,35.0,,Secchiari Francesco,27,Saeco - Cannondale,1:06:18 1:06:18,+66:18,-,22,1999
30,87.0,28.0,+1:09:58,30.0,,Noe Andrea,28,Mapei - Quickstep,1:09:58 1:09:58,+69:58,-,22,1999
29,119.0,29.0,+1:11:37,25.0,,Zarrabeitia Mikel,29,O.N.C.E. - Deutsche Bank,1:11:37 1:11:37,+71:37,-,22,1999
27,147.0,30.0,+1:14:11,20.0,,Rebellin Davide,30,Polti,1:14:11 1:14:11,+74:11,-,22,1999
23,,31.0,+1:14:28,20.0,,Zinetti Mauro,31,,1:14:28 1:14:28,+74:28,-,22,1999
27,15.0,32.0,+1:17:28,20.0,,Tronca Amilcare,32,Amica Chips - Costa de Almeria,1:17:28 1:17:28,+77:28,-,22,1999
28,33.0,33.0,+1:19:34,20.0,,Jimenez Jose Maria,33,Banesto,1:19:34 1:19:34,+79:34,-,22,1999
27,31.0,34.0,+1:23:14,20.0,,Arrieta Jose Luis,34,Banesto,1:23:14 1:23:14,+83:14,-,22,1999
28,46.0,35.0,+1:28:25,20.0,,Gasperoni Cristian,35,Cantina Tollo - Alexia Alluminio,1:28:25 1:28:25,+88:25,-,22,1999
23,83.0,36.0,+1:35:04,20.0,,Figueras Giuliano,36,Mapei - Quickstep,1:35:04 1:35:04,+95:04,-,22,1999
