Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
37,,92,,+0:00,80.0,,Petacchi Alessandro,1,Lampre - ISD,5:45:40 5:45:40,,16.0,,1,2011
25,,71,1.0,+0:00,50.0,,Cavendish Mark,2,HTC - High Road,",, ,,",,8.0,,1,2011
25,,42,,+0:00,35.0,,Belletti Manuel,3,Colnago - CSF Inox,",, ,,",,4.0,,1,2011
28,,26,,+0:00,25.0,,Ferrari Roberto,4,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, ,,",,2.0,,1,2011
30,,222,,+0:00,18.0,,Bozic Borut,5,Vacansoleil - DCM,",, ,,",,1.0,,1,2011
21,,196,,+0:00,15.0,,Appollonio Davide,6,Sky Procycling,",, ,,",,,,1,2011
26,,201,,+0:00,12.0,,Farrar Tyler,7,Team Garmin - Cerv\xe9lo,",, ,,",,,,1,2011
38,,213,,+0:00,10.0,,McEwen Robbie,8,RadioShack,",, ,,",,,,1,2011
26,,108,,+0:00,8.0,,Weylandt Wouter,9,Leopard Trek,",, ,,",,,,1,2011
27,,19,,+0:00,6.0,,Montaguti Matteo,10,AG2R La Mondiale,",, ,,",,,,1,2011
23,,35,,+0:00,5.0,,Kristoff Alexander,11,BMC Racing Team,",, ,,",,,,1,2011
25,,9,,+0:00,4.0,,Taborre Fabio,12,Acqua & Sapone,",, ,,",,,,1,2011
26,,116,,+0:00,3.0,,Sabatini Fabio,13,Liquigas - Cannondale,",, ,,",,,,1,2011
29,,129,,+0:00,2.0,,Ventoso Francisco,14,Movistar Team,",, ,,",,,,1,2011
23,,178,,+0:00,1.0,,van Winden Dennis,15,Rabobank Cycling Team,",, ,,",,,,1,2011
30,,161,,+0:00,,,Chicchi Francesco,16,Quickstep Cycling Team,",, ,,",,,,1,2011
31,,91,,+0:00,,,Scarponi Michele,17,Lampre - ISD,",, ,,",,,,1,2011
30,,205,,+0:00,,,Le M\xe9vel Christophe,18,Team Garmin - Cerv\xe9lo,",, ,,",,,,1,2011
29,,109,,+0:00,,,Zaugg Oliver,19,Leopard Trek,",, ,,",,,,1,2011
26,,153,,+0:00,,,Gatto Oscar,20,Farnese Vini-Neri-Sottoli,",, ,,",,,,1,2011
28,,78,,+0:00,,,Renshaw Mark,21,HTC - High Road,",, ,,",,,,1,2011
24,,144,,+0:00,,,Ki\u0161erlovski Robert,22,Pro Team Astana,",, ,,",,,,1,2011
26,,162,,+0:00,,,Cataldo Dario,23,Quickstep Cycling Team,",, ,,",,,,1,2011
35,,192,,+0:00,,,Barry Michael,24,Sky Procycling,",, ,,",,,,1,2011
26,,111,,+0:00,,,Nibali Vincenzo,25,Liquigas - Cannondale,",, ,,",,,,1,2011
26,,112,,+0:00,,,Agnoli Valerio,26,Liquigas - Cannondale,",, ,,",,,,1,2011
31,,121,,+0:00,,,Arroyo David,27,Movistar Team,",, ,,",,,,1,2011
25,,101,,+0:00,,,Feillu Brice,28,Leopard Trek,",, ,,",,,,1,2011
28,,181,,+0:00,,,Contador Alberto,29*,Saxo Bank - Sungard,",, ,,",,,,1,2011
28,,214,,+0:00,,,Beppu Fumiyuki,29,RadioShack,",, ,,",,,,1,2011
22,,135,,+0:00,,,Dockx Gert,30,Omega Pharma-Lotto,",, ,,",,,,1,2011
37,,1,,+0:00,,,Garzelli Stefano,31,Acqua & Sapone,",, ,,",,,,1,2011
35,,125,,+0:00,,,Lastras Pablo,32,Movistar Team,",, ,,",,,,1,2011
30,,22,,+0:00,,,Sella Emanuele,33,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, ,,",,,,1,2011
31,,127,,+0:00,,,Pasamontes Luis,34,Movistar Team,",, ,,",,,,1,2011
25,,141,,+0:00,,,Kreuziger Roman,35,Pro Team Astana,",, ,,",,,,1,2011
28,,39,,+0:00,,,Zahner Simon,36,BMC Racing Team,",, ,,",,,,1,2011
32,,195,,+0:00,,,Downing Russell,37,Sky Procycling,",, ,,",,,,1,2011
23,,43,,+0:00,,,Modolo Sacha,38,Colnago - CSF Inox,",, ,,",,,,1,2011
30,,226,,+0:00,,,Lagutin Sergey,39,Vacansoleil - DCM,",, ,,",,,,1,2011
31,,212,,+0:00,,,Popovych Yaroslav,40,RadioShack,",, ,,",,,,1,2011
28,,79,,+0:00,,,Siutsou Kanstantsin,41,HTC - High Road,",, ,,",,,,1,2011
31,,81,,+0:00,,,Rodr\xedguez Joaquim,42,Team Katusha,",, ,,",,,,1,2011
30,,119,,+0:00,,,Vanotti Alessandro,43,Liquigas - Cannondale,",, ,,",,,,1,2011
35,,5,,+0:00,,,Marzoli Ruggero,44,Acqua & Sapone,",, ,,",,,,1,2011
37,,6,,+0:00,,,Miholjevic Vladimir,45,Acqua & Sapone,",, ,,",,,,1,2011
27,,191,,+0:00,,,L\xf6fkvist Thomas,46,Sky Procycling,",, ,,",,,,1,2011
29,,85,,+0:00,,,Moreno Daniel,47,Team Katusha,",, ,,",,,,1,2011
23,,139,,+0:00,,,Lodewyck Klaas,48,Omega Pharma-Lotto,",, ,,",,,,1,2011
30,,107,,+0:00,,,Wegmann Fabian,49,Leopard Trek,",, ,,",,,,1,2011
42,,157,,+0:00,,,Noe Andrea,50,Farnese Vini-Neri-Sottoli,",, ,,",,,,1,2011
26,,177,,+0:00,,,van Emden Jos,51,Rabobank Cycling Team,",, ,,",,,,1,2011
25,,211,,+0:00,,,Machado Tiago,52,RadioShack,",, ,,",,,,1,2011
34,,217,,+0:00,,,Hunter Robert,53,RadioShack,",, ,,",,,,1,2011
31,,68,,+0:00,,,Ardila Mauricio Alberto,54,Geox-TMC Transformers,",, ,,",,,,1,2011
32,,171,,+0:00,,,Brown Graeme,55,Rabobank Cycling Team,",, ,,",,,,1,2011
25,,104,,+0:00,,,Stamsnijder Tom,56,Leopard Trek,",, ,,",,,,1,2011
26,,74,,+0:00,,,Lewis Craig,57,HTC - High Road,",, ,,",,,,1,2011
24,,168,,+0:00,,,Seeldraeyers Kevin,58,Quickstep Cycling Team,",, ,,",,,,1,2011
23,,166,,+0:00,,,Malacarne Davide,59,Quickstep Cycling Team,",, ,,",,,,1,2011
23,,12,,+0:00,,,B\xe9rard Julien,60,AG2R La Mondiale,",, ,,",,,,1,2011
33,,165,,+0:00,,,Engels Addy,61,Quickstep Cycling Team,",, ,,",,,,1,2011
21,,94,,+0:00,,,Ulissi Diego,62,Lampre - ISD,",, ,,",,,,1,2011
35,,72,,+0:00,,,Pinotti Marco,63,HTC - High Road,",, ,,",,,,1,2011
28,,103,,+0:00,,,Rohregger Thomas,64,Leopard Trek,",, ,,",,,,1,2011
32,,18,,+0:00,,,Krivtsov Yuriy,65,AG2R La Mondiale,",, ,,",,,,1,2011
28,,57,,+0:00,,,Azanza Jorge,66,Euskaltel - Euskadi,",, ,,",,,,1,2011
30,,179,,+0:00,,,Weening Pieter,67,Rabobank Cycling Team,",, ,,",,,,1,2011
26,,114,,+0:00,,,Marangoni Alan,68,Liquigas - Cannondale,",, ,,",,,,1,2011
36,,194,,+0:00,,,Cioni Dario,69,Sky Procycling,",, ,,",,,,1,2011
34,,193,,+0:00,,,Carlstr\xf6m Kjell,70,Sky Procycling,",, ,,",,,,1,2011
29,,105,,+0:00,,,Pires Bruno,71,Leopard Trek,",, ,,",,,,1,2011
33,,61,,+0:00,,,Menchov Denis,72,Geox-TMC Transformers,",, ,,",,,,1,2011
27,,126,,+0:00,,,Pardilla Sergio,73,Movistar Team,",, ,,",,,,1,2011
24,,63,,+0:00,,,Wyss Marcel,74,Geox-TMC Transformers,",, ,,",,,,1,2011
23,,173,,+0:00,,,Kruijswijk Steven,75,Rabobank Cycling Team,",, ,,",,,,1,2011
26,,28,,+0:00,,,Rodriguez Jackson,76,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, ,,",,,,1,2011
32,,221,,+0:00,,,Carrara Matteo,77,Vacansoleil - DCM,",, ,,",,,,1,2011
32,,21,,+0:00,,,Serpa Jose Rodolfo,78,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, ,,",,,,1,2011
32,,148,,+0:00,,,Petrov Evgeni,79,Pro Team Astana,",, ,,",,,,1,2011
21,,132,,+0:00,,,Blythe Adam,80,Omega Pharma-Lotto,",, ,,",,,,1,2011
26,,223,,+0:00,,,Belkov Maxim,81,Vacansoleil - DCM,",, ,,",,,,1,2011
32,,145,,+0:00,,,Gourov Maxim,82,Pro Team Astana,",, ,,",,,,1,2011
35,,227,,+0:00,,,Ongarato Alberto,83,Vacansoleil - DCM,",, ,,",,,,1,2011
25,,38,,+0:00,,,Wyss Danilo,84,BMC Racing Team,",, ,,",,,,1,2011
26,,106,,+0:00,,,Vigano Davide,85,Leopard Trek,",, ,,",,,,1,2011
21,,4,,+0:00,,,Betancur Carlos,86,Acqua & Sapone,",, ,,",,,,1,2011
26,,228,,+0:00,,,Selvaggi Mirko,87,Vacansoleil - DCM,",, ,,",,,,1,2011
33,,142,,+0:00,,,Tiralongo Paolo,88,Pro Team Astana,",, ,,",,,,1,2011
38,,2,,+0:00,,,Codol Massimo,89,Acqua & Sapone,",, ,,",,,,1,2011
26,,199,,+0:00,,,Possoni Morris,90,Sky Procycling,",, ,,",,,,1,2011
31,,65,,+0:00,,,Cheula Giampaolo,91,Geox-TMC Transformers,",, ,,",,,,1,2011
31,,89,,+0:00,,,Kuchynski Aliaksandr,92,Team Katusha,",, ,,",,,,1,2011
37,,95,,+0:00,,,Hondo Danilo,93,Lampre - ISD,",, ,,",,,,1,2011
23,,219,,+0:00,,,Selander Bjorn,94,RadioShack,",, ,,",,,,1,2011
37,,88,,+0:00,,,Horrach Joan,95,Team Katusha,",, ,,",,,,1,2011
35,,146,,+0:00,,,Jufre Josep,96,Pro Team Astana,",, ,,",,,,1,2011
29,,23,,+0:00,,,Rujano Jos\xe9 Humberto,97,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, ,,",,,,1,2011
25,,143,,+0:00,,,Masciarelli Francesco,98,Pro Team Astana,",, ,,",,,,1,2011
34,,29,,+0:00,,,Vicioso \xc1ngel,99,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, ,,",,,,1,2011
25,,34,,+0:00,,,Kohler Martin,100,BMC Racing Team,",, ,,",,,,1,2011
23,,17,,+0:00,,,Gastauer Ben,101,AG2R La Mondiale,",, ,,",,,,1,2011
26,,186,,+0:00,,,Porte Richie,102,Saxo Bank - Sungard,",, ,,",,,,1,2011
30,,84,,+0:00,,,Caruso Giampaolo,103,Team Katusha,",, ,,",,,,1,2011
28,,51,,+0:00,,,Anton Igor,104,Euskaltel - Euskadi,",, ,,",,,,1,2011
31,,204,,+0:00,,,Fischer Murilo Antonio,105,Team Garmin - Cerv\xe9lo,",, ,,",,,,1,2011
30,,7,,+0:00,,,Napolitano Danilo,106,Acqua & Sapone,",, ,,",,,,1,2011
34,,54,,+0:00,,,Isasi Inaki,107,Euskaltel - Euskadi,",, ,,",,,,1,2011
26,,55,,+0:00,,,Cazaux Pierre,108,Euskaltel - Euskadi,",, ,,",,,,1,2011
25,,123,,+0:00,,,Konovalovas Ignatas,109,Movistar Team,",, ,,",,,,1,2011
29,,124,,+0:00,,,Oyarzun Carlos,110,Movistar Team,",, ,,",,,,1,2011
31,,75,,+0:00,,,Bak Lars Ytting,111,HTC - High Road,",, ,,",,,,1,2011
30,,58,,+0:00,,,Oroz Juan Jos\xe9,112,Euskaltel - Euskadi,",, ,,",,,,1,2011
24,,99,,+0:00,,,Spilak Simon,113,Lampre - ISD,",, ,,",,,,1,2011
24,,44,,+0:00,,,Pirazzi Stefano,114,Colnago - CSF Inox,",, ,,",,,,1,2011
29,,83,,+0:00,,,Brutt Pavel,115,Team Katusha,",, ,,",,,,1,2011
26,,182,,+0:00,,,Didier Laurent,116,Saxo Bank - Sungard,",, ,,",,,,1,2011
30,,15,,+0:00,,,Dupont Hubert,117,AG2R La Mondiale,",, ,,",,,,1,2011
32,,16,,+0:00,,,Gadret John,118,AG2R La Mondiale,",, ,,",,,,1,2011
26,,169,,+0:00,,,Vandewalle Kristof,119,Quickstep Cycling Team,",, ,,",,,,1,2011
31,,202,,+0:00,,,Lancaster Brett,120,Team Garmin - Cerv\xe9lo,",, ,,",,,,1,2011
32,,176,,+0:00,,,Tankink Bram,121,Rabobank Cycling Team,",, ,,",,,,1,2011
26,,59,,+0:00,,,Nieve Mikel,122,Euskaltel - Euskadi,",, ,,",,,,1,2011
24,,102,,+0:00,,,Klemme Dominic,123,Leopard Trek,",, ,,",,,,1,2011
26,,189,,+0:00,,,M\xf8rk\xf8v Michael,124,Saxo Bank - Sungard,",, ,,",,,,1,2011
36,,62,,+0:00,,,Sastre Carlos,125,Geox-TMC Transformers,",, ,,",,,,1,2011
24,,32,,+0:00,,,Beyer Chad,126,BMC Racing Team,",, ,,",,,,1,2011
27,,66,,+0:00,,,Kozonchuk Dmitry,127,Geox-TMC Transformers,",, ,,",,,,1,2011
25,,13,,+0:00,,,Ch\xe9rel Micka\xebl,128,AG2R La Mondiale,",, ,,",,,,1,2011
27,,115,,+0:00,,,Dall'Antonia Tiziano,129,Liquigas - Cannondale,",, ,,",,,,1,2011
24,,8,,+0:00,,,Sarmiento Jose Cayetano,130,Acqua & Sapone,",, ,,",,,,1,2011
27,,151,,+0:00,,,Failli Francesco,131,Farnese Vini-Neri-Sottoli,",, ,,",,,,1,2011
24,,113,,+0:00,,,Capecchi Eros,132,Liquigas - Cannondale,",, ,,",,,,1,2011
36,,64,,+0:00,,,Blanco David,133,Geox-TMC Transformers,",, ,,",,,,1,2011
36,,188,,+0:00,,,Tosatto Matteo,134,Saxo Bank - Sungard,",, ,,",,,,1,2011
25,,46,,+0:00,,,Canuti Federico,135,Colnago - CSF Inox,",, ,,",,,,1,2011
28,,215,,+0:00,,,Cardoso Manuel,136,RadioShack,",, ,,",,,,1,2011
26,,117,,+0:00,,,Salerno Cristiano,137,Liquigas - Cannondale,",, ,,",,,,1,2011
21,,198,,+0:00,,,Kennaugh Peter,138,Sky Procycling,",, ,,",,,,1,2011
34,,183,,+0:00,,,Gustov Volodymyr,139,Saxo Bank - Sungard,",, ,,",,,,1,2011
26,,77,,+0:00,,,Rasmussen Alex,140,HTC - High Road,",, ,,",,,,1,2011
26,,52,,+0:00,,,Sesma Daniel,141,Euskaltel - Euskadi,",, ,,",,,,1,2011
24,,56,,+0:00,,,Aramendia Javier,142,Euskaltel - Euskadi,",, ,,",,,,1,2011
28,,41,,+0:00,,,Pozzovivo Domenico,143,Colnago - CSF Inox,",, ,,",,,,1,2011
29,,122,,+0:00,,,Kiryienka Vasil,144,Movistar Team,",, ,,",,,,1,2011
32,,229,,+0:00,,,Veuchelen Frederik,145,Vacansoleil - DCM,",, ,,",,,,1,2011
36,,14,,+0:00,,,Dessel Cyril,146,AG2R La Mondiale,",, ,,",,,,1,2011
30,,138,,+0:00,,,Veikkanen Jussi,147,Omega Pharma-Lotto,",, ,,",,,,1,2011
23,,69,,+0:00,,,Valls Rafael,148,Geox-TMC Transformers,",, ,,",,,,1,2011
34,,207,,+0:00,,,Millar David,149,Team Garmin - Cerv\xe9lo,",, ,,",,,,1,2011
35,,98,,+0:00,,,Righi Daniele,150,Lampre - ISD,",, ,,",,,,1,2011
27,,147,,+0:00,,,Dyachenko Alexandr,151,Pro Team Astana,",, ,,",,,,1,2011
25,,47,,+0:00,,,Stortoni Simone,152,Colnago - CSF Inox,",, ,,",,,,1,2011
23,,48,,+0:00,,,Brambilla Gianluca,153,Colnago - CSF Inox,",, ,,",,,,1,2011
28,,174,,+0:00,,,Clement Stef,154,Rabobank Cycling Team,",, ,,",,,,1,2011
25,,128,,+0:00,,,Samoilau Branislau,155,Movistar Team,",, ,,",,,,1,2011
30,,27,,+0:00,,,Ochoa Carlos Jos\xe9,156,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, ,,",,,,1,2011
38,,149,,+0:00,,,Stangelj Gorazd,157,Pro Team Astana,",, ,,",,,,1,2011
27,,185,,+0:00,,,Klostergaard Kasper,158,Saxo Bank - Sungard,",, ,,",,,,1,2011
25,,131,,+0:00,,,Bakelants Jan,159,Omega Pharma-Lotto,",, ,,",,,,1,2011
27,,216,,+0:00,,,Deignan Philip,160,RadioShack,",, ,,",,,,1,2011
35,,82,,+0:00,,,Di Luca Danilo,161,Team Katusha,",, ,,",,,,1,2011
31,,167,,+0:00,,,Pineau J\xe9rome,162,Quickstep Cycling Team,",, ,,",,,,1,2011
26,,197,,+0:00,,,Nordhaug Lars Petter,163,Sky Procycling,",, ,,",,,,1,2011
27,,224,,+0:00,,,Go\u0142a\u015b Micha\u0142,164,Vacansoleil - DCM,",, ,,",,,,1,2011
24,,67,,+0:00,,,Duarte Fabio,165,Geox-TMC Transformers,",, ,,",,,,1,2011
24,,134,,+0:00,,,De Clercq Bart,166,Omega Pharma-Lotto,",, ,,",,,,1,2011
24,,33,,+0:00,,,Frank Mathias,167,BMC Racing Team,",, ,,",,,,1,2011
23,,36,,+0:00,,,Butler Chris,168,BMC Racing Team,",, ,,",,,,1,2011
28,,3,,+0:00,,,Corioni Claudio,169,Acqua & Sapone,0:24 0:24,,,,1,2011
24,,24,,+0:00,,,De Marchi Alessandro,170,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:24",,,,1,2011
24,,163,,+0:00,,,Ciolek Gerald,171,Quickstep Cycling Team,0:30 0:30,,,,1,2011
30,,25,,+0:00,,,Ermeti Giairo,172,Androni Giocattoli - Serramenti PVC Diquigiovanni,0:33 0:33,,,,1,2011
28,,172,,+0:00,,,Flens Rick,173,Rabobank Cycling Team,0:38 0:38,,,,1,2011
31,,96,,+0:00,,,Niemiec Przemyslaw,174,Lampre - ISD,0:41 0:41,,,,1,2011
23,,218,,+0:00,,,Rovny Ivan,175,RadioShack,",, 0:41",,,,1,2011
21,,175,,+0:00,,,Slagter Tom-Jelte,176,Rabobank Cycling Team,",, 0:41",,,,1,2011
29,,87,,+0:00,,,Losada Alberto,177,Team Katusha,",, 0:41",,,,1,2011
28,,136,,+0:00,,,Kaisen Olivier,178,Omega Pharma-Lotto,",, 0:41",,,,1,2011
23,,208,,+0:00,,,Stetina Peter,179,Team Garmin - Cerv\xe9lo,",, 0:41",,,,1,2011
22,,53,,+0:00,,,Minguez Miguel,180,Euskaltel - Euskadi,",, 0:41",,,,1,2011
36,,97,,+0:00,,,Spezialetti Alessandro,181,Lampre - ISD,",, 0:41",,,,1,2011
26,,49,,+0:00,,,Frapporti Marco,182,Colnago - CSF Inox,",, 0:41",,,,1,2011
37,,155,,+0:00,,,Mazzanti Luca,183,Farnese Vini-Neri-Sottoli,",, 0:41",,,,1,2011
28,,150,,+0:00,,,Visconti Giovanni,184,Farnese Vini-Neri-Sottoli,",, 0:41",,,,1,2011
27,,225,,+0:00,,,Hoogerland Johnny,185,Vacansoleil - DCM,1:20 1:20,,,,1,2011
26,,133,,+0:00,,,de Greef Francis,186,Omega Pharma-Lotto,1:30 1:30,,,,1,2011
27,,158,,+0:00,,,Ricci Davide,187,Farnese Vini-Neri-Sottoli,1:42 1:42,,,,1,2011
30,,93,,+0:00,,,Marzano Marco,188,Lampre - ISD,",, 1:42",,,,1,2011
33,,118,,+0:00,,,Szmyd Sylwester,189,Liquigas - Cannondale,",, 1:42",,,,1,2011
33,,152,,+0:00,,,Giordani Leonardo,190,Farnese Vini-Neri-Sottoli,",, 1:42",,,,1,2011
27,,187,,+0:00,,,Navarro Daniel,191,Saxo Bank - Sungard,",, 1:42",,,,1,2011
29,,184,,+0:00,,,Hern\xe1ndez Jes\xfas,192,Saxo Bank - Sungard,",, 1:42",,,,1,2011
28,,164,,+0:00,,,Reda Francesco,193,Quickstep Cycling Team,",, 1:42",,,,1,2011
33,,209,,+0:00,,,Wilson Matthew,194,Team Garmin - Cerv\xe9lo,",, 1:42",,,,1,2011
23,,206,,+0:00,,,Meyer Cameron,195,Team Garmin - Cerv\xe9lo,",, 1:42",,,,1,2011
23,,154,,+0:00,,,Rabottini Matteo,196,Farnese Vini-Neri-Sottoli,",, 1:42",,,,1,2011
22,,156,,+0:00,,,Favilli Elia,197,Farnese Vini-Neri-Sottoli,",, 1:42",,,,1,2011
26,,45,,+0:00,,,Savini Filippo,198,Colnago - CSF Inox,",, 1:42",,,,1,2011
24,,203,,+0:00,,,Peterson Tom,199,Team Garmin - Cerv\xe9lo,",, 1:42",,,,1,2011
28,,86,,+0:00,,,Vorganov Eduard,200,Team Katusha,",, 1:42",,,,1,2011
31,,137,,+0:00,,,Lang Sebastian,201,Omega Pharma-Lotto,2:01 2:01,,,,1,2011
27,,76,,+0:00,,,Rabon Frantisek,202,HTC - High Road,2:14 2:14,,,,1,2011
28,,37,,+0:00,,,Tschopp Johann,203,BMC Racing Team,",, 2:14",,,,1,2011
33,,11,,+0:00,,,Nocentini Rinaldo,204,AG2R La Mondiale,6:49 6:49,,,,1,2011
22,,31,,+0:00,,,Barton Chris,205,BMC Racing Team,10:20 10:20,,,,1,2011
24,,73,,+0:00,,,Gretsch Patrick,206,HTC - High Road,",, 10:20",,,,1,2011
34,,29,,+0:00,80.0,,Vicioso \xc1ngel,1,Androni Giocattoli - Serramenti PVC Diquigiovanni,3:57:38 3:57:38,,16.0,,2,2011
34,,207,1.0,+0:00,50.0,,Millar David,2,Team Garmin - Cerv\xe9lo,",, ,,",,8.0,,2,2011
35,,125,,+0:00,35.0,,Lastras Pablo,3,Movistar Team,",, ,,",,4.0,,2,2011
29,,85,,+0:00,25.0,,Moreno Daniel,4,Team Katusha,",, ,,",,2.0,,2,2011
30,,205,,+0:00,18.0,,Le M\xe9vel Christophe,5,Team Garmin - Cerv\xe9lo,",, ,,",,1.0,,2,2011
32,,176,,+0:00,15.0,,Tankink Bram,6,Rabobank Cycling Team,0:12 0:12,,,,2,2011
31,,167,,+0:00,12.0,,Pineau J\xe9rome,7,Quickstep Cycling Team,",, 0:12",,,,2,2011
23,,43,,+0:00,10.0,,Modolo Sacha,8,Colnago - CSF Inox,0:21 0:21,,,,2,2011
25,,9,,+0:00,8.0,,Taborre Fabio,9,Acqua & Sapone,",, 0:21",,,,2,2011
27,,19,,+0:00,6.0,,Montaguti Matteo,10,AG2R La Mondiale,",, 0:21",,,,2,2011
26,,106,,+0:00,5.0,,Vigano Davide,11,Leopard Trek,",, 0:21",,,,2,2011
30,,226,,+0:00,4.0,,Lagutin Sergey,12,Vacansoleil - DCM,",, 0:21",,,,2,2011
37,,92,,+0:00,3.0,,Petacchi Alessandro,13,Lampre - ISD,",, 0:21",,,,2,2011
25,,13,,+0:00,2.0,,Ch\xe9rel Micka\xebl,14,AG2R La Mondiale,",, 0:21",,,,2,2011
25,,131,,+0:00,1.0,,Bakelants Jan,15,Omega Pharma-Lotto,",, 0:21",,,,2,2011
31,,204,,+0:00,,,Fischer Murilo Antonio,16,Team Garmin - Cerv\xe9lo,",, 0:21",,,,2,2011
24,,163,,+0:00,,,Ciolek Gerald,17,Quickstep Cycling Team,",, 0:21",,,,2,2011
26,,28,,+0:00,,,Rodriguez Jackson,18,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:21",,,,2,2011
32,,221,,+0:00,,,Carrara Matteo,19,Vacansoleil - DCM,",, 0:21",,,,2,2011
34,,54,,+0:00,,,Isasi Inaki,20,Euskaltel - Euskadi,",, 0:21",,,,2,2011
30,,222,,+0:00,,,Bozic Borut,21,Vacansoleil - DCM,",, 0:21",,,,2,2011
25,,38,,+0:00,,,Wyss Danilo,22,BMC Racing Team,",, 0:21",,,,2,2011
31,,91,,+0:00,,,Scarponi Michele,23,Lampre - ISD,",, 0:21",,,,2,2011
30,,109,,+0:00,,,Zaugg Oliver,24,Leopard Trek,",, 0:21",,,,2,2011
26,,111,,+0:00,,,Nibali Vincenzo,25,Liquigas - Cannondale,",, 0:21",,,,2,2011
31,,127,,+0:00,,,Pasamontes Luis,26,Movistar Team,",, 0:21",,,,2,2011
28,,181,,+0:00,,,Contador Alberto,27*,Saxo Bank - Sungard,",, 0:21",,,,2,2011
31,,212,,+0:00,,,Popovych Yaroslav,27,RadioShack,",, 0:21",,,,2,2011
31,,81,,+0:00,,,Rodr\xedguez Joaquim,28,Team Katusha,",, 0:21",,,,2,2011
35,,72,,+0:00,,,Pinotti Marco,29,HTC - High Road,",, 0:21",,,,2,2011
33,,61,,+0:00,,,Menchov Denis,30,Geox-TMC Transformers,",, 0:21",,,,2,2011
28,,150,,+0:00,,,Visconti Giovanni,31,Farnese Vini-Neri-Sottoli,",, 0:21",,,,2,2011
26,,162,,+0:00,,,Cataldo Dario,32,Quickstep Cycling Team,",, 0:21",,,,2,2011
31,,121,,+0:00,,,Arroyo David,33,Movistar Team,",, 0:21",,,,2,2011
37,,1,,+0:00,,,Garzelli Stefano,34,Acqua & Sapone,",, 0:21",,,,2,2011
24,,168,,+0:00,,,Seeldraeyers Kevin,35,Quickstep Cycling Team,",, 0:21",,,,2,2011
28,,103,,+0:00,,,Rohregger Thomas,36,Leopard Trek,",, 0:21",,,,2,2011
27,,151,,+0:00,,,Failli Francesco,37,Farnese Vini-Neri-Sottoli,",, 0:21",,,,2,2011
37,,6,,+0:00,,,Miholjevic Vladimir,38,Acqua & Sapone,",, 0:21",,,,2,2011
33,,165,,+0:00,,,Engels Addy,39,Quickstep Cycling Team,",, 0:21",,,,2,2011
29,,23,,+0:00,,,Rujano Jos\xe9 Humberto,40,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:21",,,,2,2011
35,,82,,+0:00,,,Di Luca Danilo,41,Team Katusha,",, 0:21",,,,2,2011
25,,141,,+0:00,,,Kreuziger Roman,42,Pro Team Astana,",, 0:21",,,,2,2011
33,,142,,+0:00,,,Tiralongo Paolo,43,Pro Team Astana,",, 0:21",,,,2,2011
28,,51,,+0:00,,,Anton Igor,44,Euskaltel - Euskadi,",, 0:21",,,,2,2011
26,,153,,+0:00,,,Gatto Oscar,45,Farnese Vini-Neri-Sottoli,",, 0:21",,,,2,2011
30,,22,,+0:00,,,Sella Emanuele,46,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:21",,,,2,2011
30,,58,,+0:00,,,Oroz Juan Jos\xe9,47,Euskaltel - Euskadi,",, 0:21",,,,2,2011
26,,74,,+0:00,,,Lewis Craig,48,HTC - High Road,",, 0:21",,,,2,2011
27,,191,,+0:00,,,L\xf6fkvist Thomas,49,Sky Procycling,",, 0:21",,,,2,2011
28,,79,,+0:00,,,Siutsou Kanstantsin,50,HTC - High Road,",, 0:21",,,,2,2011
23,,173,,+0:00,,,Kruijswijk Steven,51,Rabobank Cycling Team,",, 0:21",,,,2,2011
26,,116,,+0:00,,,Sabatini Fabio,52,Liquigas - Cannondale,",, 0:21",,,,2,2011
24,,144,,+0:00,,,Ki\u0161erlovski Robert,53,Pro Team Astana,",, 0:21",,,,2,2011
30,,84,,+0:00,,,Caruso Giampaolo,54,Team Katusha,",, 0:21",,,,2,2011
36,,194,,+0:00,,,Cioni Dario,55,Sky Procycling,",, 0:21",,,,2,2011
25,,143,,+0:00,,,Masciarelli Francesco,56,Pro Team Astana,",, 0:21",,,,2,2011
27,,126,,+0:00,,,Pardilla Sergio,57,Movistar Team,",, 0:21",,,,2,2011
38,,2,,+0:00,,,Codol Massimo,58,Acqua & Sapone,",, 0:21",,,,2,2011
21,,4,,+0:00,,,Betancur Carlos,59,Acqua & Sapone,",, 0:21",,,,2,2011
30,,179,,+0:00,,,Weening Pieter,60,Rabobank Cycling Team,",, 0:21",,,,2,2011
32,,21,,+0:00,,,Serpa Jose Rodolfo,61,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:21",,,,2,2011
