Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
23,159,,,2.0,17.0,Vermote Julien,32,Omega Pharma - Quick-Step,,\u25bc15,3,2013
28,26,,,2.0,,Rodriguez Jackson,33,Androni Giocattoli - Venezuela,,-,3,2013
24,27,,,2.0,16.0,Rosa Diego,34,Androni Giocattoli - Venezuela,,\u25bc18,3,2013
32,184,,,2.0,19.0,Knees Christian,35,Sky Procycling,,\u25bc16,3,2013
28,32,,,1.0,,Agnoli Valerio,36,Astana Pro Team,,-,3,2013
25,7,,,1.0,18.0,Navardauskas Ramunas,37,Garmin Sharp,,\u25bc19,3,2013
36,111,,,35.0,1,Paolini Luca,1,Team Katusha,,-,4,2013
36,61,,,30.0,3,Evans Cadel,2,BMC Racing Team,,\u25b21,4,2013
27,151,,,28.0,2,Cavendish Mark,3,Omega Pharma - Quick-Step,,\u25bc1,4,2013
23,42,,,25.0,,Battaglin Enrico,4,Bardiani Valvole - CSF Inox,,-,4,2013
32,1,,,24.0,5,Hesjedal Ryder,5,Garmin Sharp,,-,4,2013
23,23,,,20.0,,Felline Fabio,6,Androni Giocattoli - Venezuela,,-,4,2013
24,78,,,20.0,4,Viviani Elia,7,Cannondale Pro Cycling Team,,\u25bc3,4,2013
26,188,,,16.0,31,Uran Rigoberto,8,Sky Procycling,,\u25b223,4,2013
27,145,,,16.0,21,Intxausti Be\xf1at,9,Movistar Team,,\u25b212,4,2013
30,149,,,16.0,,Visconti Giovanni,10,Movistar Team,,-,4,2013
22,100,,,16.0,6,Bouhanni Nacer,11,FDJ.fr,,\u25bc5,4,2013
28,228,,,,7*,Santambrogio Mauro,12*,Vini Fantini,,-,4,2013
24,175,,,15.0,7,Nizzolo Giacomo,12,RadioShack - Leopard,,\u25bc5,4,2013
35,91,,,14.0,13,S\xe1nchez Samuel,13,Euskaltel - Euskadi,,-,4,2013
39,172,,,14.0,8,Hondo Danilo,14,RadioShack - Leopard,,\u25bc6,4,2013
29,211,,,13.0,26,Marcato Marco,15,Vacansoleil - DCM,,\u25b211,4,2013
27,103,,,12.0,,Jeannesson Arnold,16,FDJ.fr,,-,4,2013
26,161,,,12.0,12,Goss Matthew,17,Orica GreenEDGE,,\u25bc5,4,2013
26,173,,,12.0,24,Ki\u0161erlovski Robert,18,RadioShack - Leopard,,\u25b26,4,2013
29,193,,,12.0,10,de Backer Bert,19,Team Argos - Shimano,,\u25bc9,4,2013
27,229,,,11.0,,Taborre Fabio,20,Vini Fantini,,-,4,2013
32,114,,,10.0,14,Caruso Giampaolo,21,Team Katusha,,\u25bc7,4,2013
31,148,,,10.0,15,Ventoso Francisco,22,Movistar Team,,\u25bc7,4,2013
26,203,,,10.0,11,Boaro Manuele,23,Team Saxo - Tinkoff,,\u25bc12,4,2013
23,219,,,10.0,9,Wauters Willem,24,Vacansoleil - DCM,,\u25bc15,4,2013
23,62,,,10.0,16,Blythe Adam,25,BMC Racing Team,,\u25bc9,4,2013
32,169,,,9.0,17,Weening Pieter,26,Orica GreenEDGE,,\u25bc9,4,2013
33,181,,,9.0,18,Wiggins Bradley,27,Sky Procycling,,\u25bc9,4,2013
24,215,,,8.0,,Ligthart Pim,28,Vacansoleil - DCM,,-,4,2013
29,79,,,8.0,19,Wurf Cameron,29,Cannondale Pro Cycling Team,,\u25bc10,4,2013
23,163,,,8.0,20,Howard Leigh,30,Orica GreenEDGE,,\u25bc10,4,2013
33,165,,,8.0,23,Lancaster Brett,31,Orica GreenEDGE,,\u25bc8,4,2013
25,227,,,6.0,,Rabottini Matteo,32,Vini Fantini,,-,4,2013
26,51,,,6.0,22,Gesink Robert,33,Blanco Pro Cycling Team,,\u25bc11,4,2013
25,14,,,6.0,,B\xe9rard Julien,34,AG2R La Mondiale,,-,4,2013
26,35,,,6.0,,Kangert Tanel,35,Astana Pro Team,,-,4,2013
24,191,,,5.0,25,Degenkolb John,36,Team Argos - Shimano,,\u25bc11,4,2013
22,104,,,5.0,,Le Bon Johan,37,FDJ.fr,,-,4,2013
35,21,,,4.0,,Pellizotti Franco,38,Androni Giocattoli - Venezuela,,-,4,2013
27,89,,,4.0,,Quintero Carlos,39,Team Colombia,,-,4,2013
35,2,,,4.0,27,Danielson Thomas,40,Garmin Sharp,,\u25bc13,4,2013
28,31,,,4.0,,Nibali Vincenzo,41,Astana Pro Team,,-,4,2013
28,26,,,3.0,33,Rodriguez Jackson,42,Androni Giocattoli - Venezuela,,\u25bc9,4,2013
26,48,,,3.0,,Pirazzi Stefano,43,Bardiani Valvole - CSF Inox,,-,4,2013
24,95,,,3.0,,Minguez Miguel,44,Euskaltel - Euskadi,,-,4,2013
32,96,,,3.0,30,Tamouridis Ioannis,45,Euskaltel - Euskadi,,\u25bc15,4,2013
29,68,,,3.0,28,Santaromita Ivan,46,BMC Racing Team,,\u25bc18,4,2013
23,159,,,3.0,32,Vermote Julien,47,Omega Pharma - Quick-Step,,\u25bc15,4,2013
24,88,,,2.0,,Pantano Jarlinson,48,Team Colombia,,-,4,2013
24,27,,,2.0,34,Rosa Diego,49,Androni Giocattoli - Venezuela,,\u25bc15,4,2013
29,19,,,2.0,,Georges Sylvain,50,AG2R La Mondiale,,-,4,2013
29,132,,,2.0,29,Bellemakers Dirk,51,Lotto Belisol Team,,\u25bc22,4,2013
32,184,,,2.0,35,Knees Christian,52,Sky Procycling,,\u25bc17,4,2013
28,32,,,1.0,36,Agnoli Valerio,53,Astana Pro Team,,\u25bc17,4,2013
25,7,,,1.0,37,Navardauskas Ramunas,54,Garmin Sharp,,\u25bc17,4,2013
36,111,,,35.0,1,Paolini Luca,1,Team Katusha,,-,5,2013
24,191,,,30.0,36,Degenkolb John,2,Team Argos - Shimano,,\u25b234,5,2013
36,61,,,30.0,2,Evans Cadel,3,BMC Racing Team,,\u25bc1,5,2013
27,151,,,28.0,3,Cavendish Mark,4,Omega Pharma - Quick-Step,,\u25bc1,5,2013
23,42,,,25.0,4,Battaglin Enrico,5,Bardiani Valvole - CSF Inox,,\u25bc1,5,2013
32,1,,,24.0,5,Hesjedal Ryder,6,Garmin Sharp,,\u25bc1,5,2013
24,78,,,24.0,7,Viviani Elia,7,Cannondale Pro Cycling Team,,-,5,2013
23,23,,,20.0,6,Felline Fabio,8,Androni Giocattoli - Venezuela,,\u25bc2,5,2013
36,119,,,20.0,,Vicioso \xc1ngel,9,Team Katusha,,-,5,2013
22,100,,,17.0,11,Bouhanni Nacer,10,FDJ.fr,,\u25b21,5,2013
26,188,,,16.0,8,Uran Rigoberto,11,Sky Procycling,,\u25bc3,5,2013
25,222,,,16.0,,Andriato Rafael,12,Vini Fantini,,-,5,2013
27,145,,,16.0,9,Intxausti Be\xf1at,13,Movistar Team,,\u25bc4,5,2013
30,149,,,16.0,10,Visconti Giovanni,14,Movistar Team,,\u25bc4,5,2013
29,57,,,16.0,,Martens Paul,15,Blanco Pro Cycling Team,,-,5,2013
28,228,,,,12*,Santambrogio Mauro,16*,Vini Fantini,,-,5,2013
25,183,,,15.0,,Henao Sergio Luis,16,Sky Procycling,,-,5,2013
35,91,,,14.0,13,S\xe1nchez Samuel,17,Euskaltel - Euskadi,,\u25bc4,5,2013
24,175,,,14.0,12,Nizzolo Giacomo,18,RadioShack - Leopard,,\u25bc6,5,2013
39,172,,,14.0,14,Hondo Danilo,19,RadioShack - Leopard,,\u25bc5,5,2013
29,211,,,13.0,15,Marcato Marco,20,Vacansoleil - DCM,,\u25bc5,5,2013
26,173,,,12.0,18,Ki\u0161erlovski Robert,21,RadioShack - Leopard,,\u25bc3,5,2013
27,103,,,12.0,16,Jeannesson Arnold,22,FDJ.fr,,\u25bc6,5,2013
24,88,,,12.0,48,Pantano Jarlinson,23,Team Colombia,,\u25b225,5,2013
23,158,,,12.0,,Trentin Matteo,24,Omega Pharma - Quick-Step,,-,5,2013
26,161,,,12.0,17,Goss Matthew,25,Orica GreenEDGE,,\u25bc8,5,2013
28,74,,,12.0,,Marangoni Alan,26,Cannondale Pro Cycling Team,,-,5,2013
29,193,,,12.0,19,de Backer Bert,27,Team Argos - Shimano,,\u25bc8,5,2013
26,35,,,11.0,35,Kangert Tanel,28,Astana Pro Team,,\u25b27,5,2013
32,114,,,11.0,21,Caruso Giampaolo,29,Team Katusha,,\u25bc8,5,2013
31,148,,,10.0,22,Ventoso Francisco,30,Movistar Team,,\u25bc8,5,2013
26,203,,,10.0,23,Boaro Manuele,31,Team Saxo - Tinkoff,,\u25bc8,5,2013
23,219,,,10.0,24,Wauters Willem,32,Vacansoleil - DCM,,\u25bc8,5,2013
32,169,,,10.0,26,Weening Pieter,33,Orica GreenEDGE,,\u25bc7,5,2013
26,66,,,9.0,,Oss Daniel,34,BMC Racing Team,,-,5,2013
23,62,,,9.0,25,Blythe Adam,35,BMC Racing Team,,\u25bc10,5,2013
33,181,,,9.0,27,Wiggins Bradley,36,Sky Procycling,,\u25bc9,5,2013
29,79,,,8.0,29,Wurf Cameron,37,Cannondale Pro Cycling Team,,\u25bc8,5,2013
24,215,,,8.0,28,Ligthart Pim,38,Vacansoleil - DCM,,\u25bc10,5,2013
24,164,,,8.0,,Keukeleire Jens,39,Orica GreenEDGE,,-,5,2013
23,163,,,8.0,30,Howard Leigh,40,Orica GreenEDGE,,\u25bc10,5,2013
27,212,,,8.0,,Bole Grega,41,Vacansoleil - DCM,,-,5,2013
35,25,,,7.0,,Gil Tomas Aurelio,42,Androni Giocattoli - Venezuela,,-,5,2013
26,51,,,7.0,33,Gesink Robert,43,Blanco Pro Cycling Team,,\u25bc10,5,2013
25,227,,,6.0,32,Rabottini Matteo,44,Vini Fantini,,\u25bc12,5,2013
28,26,,,6.0,42,Rodriguez Jackson,45,Androni Giocattoli - Venezuela,,\u25bc3,5,2013
33,165,,,6.0,31,Lancaster Brett,46,Orica GreenEDGE,,\u25bc15,5,2013
25,14,,,6.0,34,B\xe9rard Julien,47,AG2R La Mondiale,,\u25bc13,5,2013
25,133,,,6.0,,Bulgac Brian,48,Lotto Belisol Team,,-,5,2013
27,229,,,6.0,20,Taborre Fabio,49,Vini Fantini,,\u25bc29,5,2013
29,153,,,5.0,,Go\u0142a\u015b Micha\u0142,50,Omega Pharma - Quick-Step,,-,5,2013
29,94,,,5.0,,Mestre Ricardo,51,Euskaltel - Euskadi,,-,5,2013
35,2,,,5.0,40,Danielson Thomas,52,Garmin Sharp,,\u25bc12,5,2013
35,21,,,4.0,38,Pellizotti Franco,53,Androni Giocattoli - Venezuela,,\u25bc15,5,2013
27,89,,,4.0,39,Quintero Carlos,54,Team Colombia,,\u25bc15,5,2013
24,45,,,4.0,,Canola Marco,55,Bardiani Valvole - CSF Inox,,-,5,2013
22,104,,,4.0,37,Le Bon Johan,56,FDJ.fr,,\u25bc19,5,2013
32,96,,,4.0,45,Tamouridis Ioannis,57,Euskaltel - Euskadi,,\u25bc12,5,2013
28,31,,,4.0,41,Nibali Vincenzo,58,Astana Pro Team,,\u25bc17,5,2013
29,68,,,3.0,46,Santaromita Ivan,59,BMC Racing Team,,\u25bc13,5,2013
26,48,,,3.0,43,Pirazzi Stefano,60,Bardiani Valvole - CSF Inox,,\u25bc17,5,2013
24,95,,,3.0,44,Minguez Miguel,61,Euskaltel - Euskadi,,\u25bc17,5,2013
24,27,,,3.0,49,Rosa Diego,62,Androni Giocattoli - Venezuela,,\u25bc13,5,2013
29,19,,,2.0,50,Georges Sylvain,63,AG2R La Mondiale,,\u25bc13,5,2013
26,109,,,2.0,,Roux Anthony,64,FDJ.fr,,-,5,2013
29,132,,,2.0,51,Bellemakers Dirk,65,Lotto Belisol Team,,\u25bc14,5,2013
23,159,,,2.0,47,Vermote Julien,66,Omega Pharma - Quick-Step,,\u25bc19,5,2013
32,184,,,2.0,52,Knees Christian,67,Sky Procycling,,\u25bc15,5,2013
25,116,,,1.0,,Ignatenko Petr,68,Team Katusha,,-,5,2013
25,7,,,1.0,54,Navardauskas Ramunas,69,Garmin Sharp,,\u25bc15,5,2013
28,32,,,1.0,53,Agnoli Valerio,70,Astana Pro Team,,\u25bc17,5,2013
27,151,,,35.0,4,Cavendish Mark,1,Omega Pharma - Quick-Step,,\u25b23,6,2013
24,78,,,33.0,7,Viviani Elia,2,Cannondale Pro Cycling Team,,\u25b25,6,2013
36,111,,,32.0,1,Paolini Luca,3,Team Katusha,,\u25bc2,6,2013
22,100,,,30.0,10,Bouhanni Nacer,4,FDJ.fr,,\u25b26,6,2013
24,191,,,30.0,2,Degenkolb John,5,Team Argos - Shimano,,\u25bc3,6,2013
36,61,,,25.0,3,Evans Cadel,6,BMC Racing Team,,\u25bc3,6,2013
26,161,,,24.0,25,Goss Matthew,7,Orica GreenEDGE,,\u25b218,6,2013
23,42,,,24.0,5,Battaglin Enrico,8,Bardiani Valvole - CSF Inox,,\u25bc3,6,2013
24,175,,,20.0,18,Nizzolo Giacomo,9,RadioShack - Leopard,,\u25b29,6,2013
29,79,,,20.0,37,Wurf Cameron,10,Cannondale Pro Cycling Team,,\u25b227,6,2013
32,1,,,17.0,6,Hesjedal Ryder,11,Garmin Sharp,,\u25bc5,6,2013
23,23,,,17.0,8,Felline Fabio,12,Androni Giocattoli - Venezuela,,\u25bc4,6,2013
36,119,,,16.0,9,Vicioso \xc1ngel,13,Team Katusha,,\u25bc4,6,2013
25,222,,,16.0,12,Andriato Rafael,14,Vini Fantini,,\u25bc2,6,2013
26,188,,,16.0,11,Uran Rigoberto,15,Sky Procycling,,\u25bc4,6,2013
27,145,,,16.0,13,Intxausti Be\xf1at,16,Movistar Team,,\u25bc3,6,2013
30,149,,,16.0,14,Visconti Giovanni,17,Movistar Team,,\u25bc3,6,2013
29,57,,,15.0,15,Martens Paul,18,Blanco Pro Cycling Team,,\u25bc3,6,2013
28,228,,,,16*,Santambrogio Mauro,19*,Vini Fantini,,-,6,2013
25,183,,,14.0,16,Henao Sergio Luis,19,Sky Procycling,,\u25bc3,6,2013
35,91,,,14.0,17,S\xe1nchez Samuel,20,Euskaltel - Euskadi,,\u25bc3,6,2013
39,172,,,13.0,19,Hondo Danilo,21,RadioShack - Leopard,,\u25bc2,6,2013
29,211,,,12.0,20,Marcato Marco,22,Vacansoleil - DCM,,\u25bc2,6,2013
26,173,,,12.0,21,Ki\u0161erlovski Robert,23,RadioShack - Leopard,,\u25bc2,6,2013
24,88,,,12.0,23,Pantano Jarlinson,24,Team Colombia,,\u25bc1,6,2013
23,52,,,12.0,,Bobridge Jack,25,Blanco Pro Cycling Team,,-,6,2013
27,103,,,12.0,22,Jeannesson Arnold,26,FDJ.fr,,\u25bc4,6,2013
29,24,,,12.0,,Gavazzi Mattia,27,Androni Giocattoli - Venezuela,,-,6,2013
28,74,,,12.0,26,Marangoni Alan,28,Cannondale Pro Cycling Team,,\u25bc2,6,2013
23,62,,,12.0,35,Blythe Adam,29,BMC Racing Team,,\u25b26,6,2013
23,158,,,11.0,24,Trentin Matteo,30,Omega Pharma - Quick-Step,,\u25bc6,6,2013
29,193,,,11.0,27,de Backer Bert,31,Team Argos - Shimano,,\u25bc4,6,2013
26,35,,,10.0,28,Kangert Tanel,32,Astana Pro Team,,\u25bc4,6,2013
32,114,,,10.0,29,Caruso Giampaolo,33,Team Katusha,,\u25bc4,6,2013
26,203,,,10.0,31,Boaro Manuele,34,Team Saxo - Tinkoff,,\u25bc3,6,2013
31,148,,,10.0,30,Ventoso Francisco,35,Movistar Team,,\u25bc5,6,2013
23,219,,,9.0,32,Wauters Willem,36,Vacansoleil - DCM,,\u25bc4,6,2013
27,13,,,9.0,,Belletti Manuel,37,AG2R La Mondiale,,-,6,2013
32,169,,,9.0,33,Weening Pieter,38,Orica GreenEDGE,,\u25bc5,6,2013
26,66,,,8.0,34,Oss Daniel,39,BMC Racing Team,,\u25bc5,6,2013
23,12,,,8.0,,Appollonio Davide,40,AG2R La Mondiale,,-,6,2013
33,181,,,8.0,36,Wiggins Bradley,41,Sky Procycling,,\u25bc5,6,2013
24,215,,,8.0,38,Ligthart Pim,42,Vacansoleil - DCM,,\u25bc4,6,2013
23,163,,,7.0,40,Howard Leigh,43,Orica GreenEDGE,,\u25bc3,6,2013
24,164,,,7.0,39,Keukeleire Jens,44,Orica GreenEDGE,,\u25bc5,6,2013
28,204,,,6.0,,Breschel Matti,45,Team Saxo - Tinkoff,,-,6,2013
27,212,,,6.0,41,Bole Grega,46,Vacansoleil - DCM,,\u25bc5,6,2013
35,25,,,6.0,42,Gil Tomas Aurelio,47,Androni Giocattoli - Venezuela,,\u25bc5,6,2013
26,51,,,6.0,43,Gesink Robert,48,Blanco Pro Cycling Team,,\u25bc5,6,2013
28,26,,,6.0,45,Rodriguez Jackson,49,Androni Giocattoli - Venezuela,,\u25bc4,6,2013
25,14,,,6.0,47,B\xe9rard Julien,50,AG2R La Mondiale,,\u25bc3,6,2013
30,124,,,5.0,,Ferrari Roberto,51,Lampre - Merida,,-,6,2013
25,133,,,5.0,48,Bulgac Brian,52,Lotto Belisol Team,,\u25bc4,6,2013
25,227,,,5.0,44,Rabottini Matteo,53,Vini Fantini,,\u25bc9,6,2013
33,165,,,4.0,46,Lancaster Brett,54,Orica GreenEDGE,,\u25bc8,6,2013
27,229,,,4.0,49,Taborre Fabio,55,Vini Fantini,,\u25bc6,6,2013
