Rnk,BIB,Rider,Age,Team,Pnt,year,stage
1,181.0,Casagrande Francesco,29,,71,2000,21
2,,Gonzalez Jos\xe9 Jaime,31,,71,2000,21
3,131.0,Garzelli Stefano,26,Mercatone Uno - Albacom,47,2000,21
4,91.0,Simoni Gilberto,28,Lampre - Daikin,42,2000,21
5,166.0,Kroon Karsten,24,Rabobank ProTeam,31,2000,21
