Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
25,52,3,,Fraile Omar,1,Team Dimension Data,,2,2016
38,178,2,,Tjallingii Maarten,2,Team LottoNL-Jumbo,,2,2016
24,132,1,,Berlato Giacomo,3,Nippo - Vini Fantini,,2,2016
38,178,5,2.0,Tjallingii Maarten,1,Team LottoNL-Jumbo,\u25b21,3,2016
25,52,3,1.0,Fraile Omar,2,Team Dimension Data,\u25bc1,3,2016
22,212,2,,Amezqueta Julen,3,Wilier - Southeast,-,3,2016
24,132,2,3.0,Berlato Giacomo,4,Nippo - Vini Fantini,\u25bc1,3,2016
34,131,7,,Cunego Damiano,1,Nippo - Vini Fantini,-,4,2016
26,24,7,,Boem Nicola,2,Bardiani - CSF,-,4,2016
38,178,5,1.0,Tjallingii Maarten,3,Team LottoNL-Jumbo,\u25bc2,4,2016
29,21,4,,Pirazzi Stefano,4,Bardiani - CSF,-,4,2016
26,38,4,,Rosskopf Joey,5,BMC Racing Team,-,4,2016
25,52,3,2.0,Fraile Omar,6,Team Dimension Data,\u25bc4,4,2016
25,157,2,,Preidler Georg,7,Team Giant - Alpecin,-,4,2016
21,105,2,,Mohoric Matej,8,Lampre - Merida,-,4,2016
22,212,2,3.0,Amezqueta Julen,9,Wilier - Southeast,\u25bc6,4,2016
24,132,2,4.0,Berlato Giacomo,10,Nippo - Vini Fantini,\u25bc6,4,2016
25,151,1,,Dumoulin Tom,11,Team Giant - Alpecin,-,4,2016
26,92,1,,Br\xe4ndle Matthias,12,IAM Cycling,-,4,2016
34,131,14,1.0,Cunego Damiano,1,Nippo - Vini Fantini,-,5,2016
26,24,7,2.0,Boem Nicola,2,Bardiani - CSF,-,5,2016
22,212,6,9.0,Amezqueta Julen,3,Wilier - Southeast,\u25b26,5,2016
38,178,5,3.0,Tjallingii Maarten,4,Team LottoNL-Jumbo,\u25bc1,5,2016
29,21,4,4.0,Pirazzi Stefano,5,Bardiani - CSF,\u25bc1,5,2016
26,38,4,5.0,Rosskopf Joey,6,BMC Racing Team,\u25bc1,5,2016
25,157,2,7.0,Preidler Georg,7,Team Giant - Alpecin,-,5,2016
21,105,2,8.0,Mohoric Matej,8,Lampre - Merida,-,5,2016
24,132,2,10.0,Berlato Giacomo,9,Nippo - Vini Fantini,\u25b21,5,2016
25,111,2,,Wellens Tim,10,Lotto Soudal,-,5,2016
25,151,1,11.0,Dumoulin Tom,11,Team Giant - Alpecin,-,5,2016
31,133,1,,Bisolti Alessandro,12,Nippo - Vini Fantini,-,5,2016
26,92,1,12.0,Br\xe4ndle Matthias,13,IAM Cycling,\u25bc1,5,2016
34,131,18,1.0,Cunego Damiano,1,Nippo - Vini Fantini,-,6,2016
25,111,17,10.0,Wellens Tim,2,Lotto Soudal,\u25b28,6,2016
31,133,16,12.0,Bisolti Alessandro,3,Nippo - Vini Fantini,\u25b29,6,2016
31,14,8,,Fuglsang Jakob,4,Astana Pro Team,-,6,2016
35,81,8,,Kolobnev Alexandr,5,Gazprom-RusVelo,-,6,2016
26,24,7,2.0,Boem Nicola,6,Bardiani - CSF,\u25bc4,6,2016
26,161,6,,Zakarin Ilnur,7,Team Katusha,-,6,2016
29,21,6,5.0,Pirazzi Stefano,8,Bardiani - CSF,\u25bc3,6,2016
26,219,6,,Zhupa Eugert,9,Wilier - Southeast,-,6,2016
22,212,6,3.0,Amezqueta Julen,10,Wilier - Southeast,\u25bc7,6,2016
38,178,5,4.0,Tjallingii Maarten,11,Team LottoNL-Jumbo,\u25bc7,6,2016
25,151,5,11.0,Dumoulin Tom,12,Team Giant - Alpecin,\u25bc1,6,2016
26,38,4,6.0,Rosskopf Joey,13,BMC Racing Team,\u25bc7,6,2016
33,56,2,,Siutsou Kanstantsin,14,Team Dimension Data,-,6,2016
25,157,2,7.0,Preidler Georg,15,Team Giant - Alpecin,\u25bc8,6,2016
21,105,2,8.0,Mohoric Matej,16,Lampre - Merida,\u25bc8,6,2016
24,132,2,9.0,Berlato Giacomo,17,Nippo - Vini Fantini,\u25bc8,6,2016
33,1,1,,Pozzovivo Domenico,18,AG2R La Mondiale,-,6,2016
31,12,1,,Agnoli Valerio,19,Astana Pro Team,-,6,2016
26,92,1,13.0,Br\xe4ndle Matthias,20,IAM Cycling,\u25bc7,6,2016
25,111,21,2.0,Wellens Tim,1,Lotto Soudal,\u25b21,7,2016
34,131,20,1.0,Cunego Damiano,2,Nippo - Vini Fantini,\u25bc1,7,2016
31,133,16,3.0,Bisolti Alessandro,3,Nippo - Vini Fantini,-,7,2016
22,35,15,,K\xfcng Stefan,4,BMC Racing Team,-,7,2016
31,14,8,4.0,Fuglsang Jakob,5,Astana Pro Team,\u25bc1,7,2016
23,195,8,,McCarthy Jay,6,Tinkoff,-,7,2016
35,81,8,5.0,Kolobnev Alexandr,7,Gazprom-RusVelo,\u25bc2,7,2016
26,24,7,6.0,Boem Nicola,8,Bardiani - CSF,\u25bc2,7,2016
26,161,6,7.0,Zakarin Ilnur,9,Team Katusha,\u25bc2,7,2016
29,21,6,8.0,Pirazzi Stefano,10,Bardiani - CSF,\u25bc2,7,2016
26,219,6,9.0,Zhupa Eugert,11,Wilier - Southeast,\u25bc2,7,2016
29,5,6,,Gretsch Patrick,12,AG2R La Mondiale,-,7,2016
22,212,6,10.0,Amezqueta Julen,13,Wilier - Southeast,\u25bc3,7,2016
38,178,5,11.0,Tjallingii Maarten,14,Team LottoNL-Jumbo,\u25bc3,7,2016
25,151,5,12.0,Dumoulin Tom,15,Team Giant - Alpecin,\u25bc3,7,2016
26,38,4,13.0,Rosskopf Joey,16,BMC Racing Team,\u25bc3,7,2016
20,218,3,,Martinez Daniel Felipe,17,Wilier - Southeast,-,7,2016
33,56,2,14.0,Siutsou Kanstantsin,18,Team Dimension Data,\u25bc4,7,2016
25,157,2,15.0,Preidler Georg,19,Team Giant - Alpecin,\u25bc4,7,2016
21,26,2,,Ciccone Giulio,20,Bardiani - CSF,-,7,2016
21,105,2,16.0,Mohoric Matej,21,Lampre - Merida,\u25bc5,7,2016
24,132,2,17.0,Berlato Giacomo,22,Nippo - Vini Fantini,\u25bc5,7,2016
33,1,1,18.0,Pozzovivo Domenico,23,AG2R La Mondiale,\u25bc5,7,2016
33,129,1,,Visconti Giovanni,24,Movistar Team,-,7,2016
