Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
25,58,1,+0:00,,P\xf6stlberger Lukas,1,BORA - hansgrohe,5:13:25 5:13:25,,1,2017
22,123,2,+0:04,,Ewan Caleb,2,ORICA-Scott,0:04 0:04,,1,2017
25,199,8,+0:10,,Stuyven Jasper,3,Trek - Segafredo,0:10 0:10,,1,2017
22,145,9,+0:10,,Gibbons Ryan,4,Team Dimension Data,",, 0:10",,1,2017
22,182,11,+0:10,,Bauhaus Phil,5,Team Sunweb,",, 0:10",,1,2017
23,56,12,+0:10,,M\xfchlberger Gregor,6,BORA - hansgrohe,",, 0:10",,1,2017
22,135,13,+0:10,,Gaviria Fernando,7,Quick-Step Floors,",, 0:10",,1,2017
24,131,16,+0:10,,Jungels Bob,8,Quick-Step Floors,",, 0:10",,1,2017
23,216,17,+0:10,,Mareczko Jakub,9,Wilier Triestina - Selle Italia,",, 0:10",,1,2017
24,121,28,+0:10,,Yates Adam,10,ORICA-Scott,",, 0:10",,1,2017
24,209,36,+0:10,,Polanc Jan,11,UAE Team Emirates,",, 0:10",,1,2017
25,97,42,+0:10,,Savitskiy Ivan,12,Gazprom-RusVelo,",, 0:10",,1,2017
24,208,44,+0:10,,Petilli Simone,13,UAE Team Emirates,",, 0:10",,1,2017
23,7,46,+0:10,,Pibernik Luka,14,Bahrain Merida Pro Cycling Team,",, 0:10",,1,2017
24,64,54,+0:10,,Formolo Davide,15,Cannondale-Drapac Pro Cycling Team,",, 0:10",,1,2017
23,73,56,+0:10,,Grossschartner Felix,16,CCC Sprandi Polkowice,",, 0:10",,1,2017
23,18,60,+0:10,,Jauregui Quentin,17,AG2R La Mondiale,",, 0:10",,1,2017
25,13,61,+0:10,,Bidard Fran\xe7ois,18,AG2R La Mondiale,",, 0:10",,1,2017
24,14,64,+0:10,,Chevrier Cl\xe9ment,19,AG2R La Mondiale,",, 0:10",,1,2017
21,133,66,+0:10,,De Plus Laurens,20,Quick-Step Floors,",, 0:10",,1,2017
24,202,68,+0:10,,Conti Valerio,21,UAE Team Emirates,",, 0:10",,1,2017
