Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
27,,47,,+0:00,,Sprick Matthieu,49,Bbox Bouygues Telekom,7:17 7:17,,12,2009
28,,158,,+0:00,,Ochoa Carlos Jos\xe9,50,Serramenti PVC Diquigiovanni-Androni Giocattoli,7:26 7:26,,12,2009
30,,156,,+0:00,,Bertogliati Rubens,51,Serramenti PVC Diquigiovanni-Androni Giocattoli,7:28 7:28,,12,2009
21,,139,,+0:00,,Malacarne Davide,52,Quickstep - Innergetic,7:31 7:31,,12,2009
26,,219,,+0:00,,Vorganov Eduard,53,Xacobeo-Galicia,7:32 7:32,,12,2009
32,,64,,+0:00,,Gustov Volodymyr,54,Cervelo Test Team,7:34 7:34,,12,2009
21,,19,,+0:00,,Bonnafond Guillaume,55,AG2R La Mondiale,7:37 7:37,,12,2009
23,,76,,+0:00,,Gonzalez Baeza Hector,56,Fuji-Servetto,",, 7:37",,12,2009
26,,31,,+0:00,,Soler Juan Mauricio,57,Barloworld - Bianchi,7:38 7:38,,12,2009
30,,142,,+0:00,,Ardila Mauricio Alberto,58,Rabobank ProTeam,7:39 7:39,,12,2009
36,,2,,+0:00,,Andriotto Dario,59,Acqua & Sapone,7:43 7:43,,12,2009
25,,5,,+0:00,,Failli Francesco,60,Acqua & Sapone,7:51 7:51,,12,2009
24,,184,,+0:00,,Ignatyev Mikhail,61,Katyusha,7:53 7:53,,12,2009
30,,71,,+0:00,,Cama\xf1o Iker,62,Fuji-Servetto,7:58 7:58,,12,2009
28,,97,,+0:00,,Huzarski Bartosz,63,ISD Cycling Team,8:06 8:06,,12,2009
30,,166,,+0:00,,Ljungblad Jonas,64,Silence - Lotto,8:11 8:11,,12,2009
24,,112,,+0:00,,Agnoli Valerio,65,Liquigas,",, 8:11",,12,2009
31,,109,,+0:00,,Tiralongo Paolo,66,Lampre - NGC,8:22 8:22,,12,2009
26,,196,,+0:00,,Rohregger Thomas,67,Milram,8:27 8:27,,12,2009
33,,54,,+0:00,,Lastras Pablo,68,Caisse d'Epargne,8:31 8:31,,12,2009
24,,57,,+0:00,,Perget Mathieu,69,Caisse d'Epargne,",, 8:31",,12,2009
35,,114,,+0:00,,Miholjevic Vladimir,70,Liquigas,8:36 8:36,,12,2009
25,,26,,+0:00,,Navarro Daniel,71,Astana,",, 8:36",,12,2009
26,,167,,+0:00,,Kaisen Olivier,72,Silence - Lotto,8:42 8:42,,12,2009
22,,29,,+0:00,,Zeits Andrey,73,Astana,8:43 8:43,,12,2009
24,,168,,+0:00,,Vanendert Jelle,74,Silence - Lotto,8:45 8:45,,12,2009
36,,3,,+0:00,,Codol Massimo,75,Acqua & Sapone,8:46 8:46,,12,2009
31,,81,,+0:00,,Danielson Thomas,76,Team Garmin - Slipstream,8:49 8:49,,12,2009
29,,59,,+0:00,,Charteau Anthony,77,Caisse d'Epargne,8:53 8:53,,12,2009
36,,28,,+0:00,,Rubiera Jos\xe9 Luis,78,Astana,9:00 9:00,,12,2009
29,,33,,+0:00,,Bellotti Francesco,79,Barloworld - Bianchi,9:03 9:03,,12,2009
31,,152,,+0:00,,Bertagnolli Leonardo,80*,Serramenti PVC Diquigiovanni-Androni Giocattoli,9:04 9:04,,12,2009
27,,12,,+0:00,,Efimkin Alexander,80,AG2R La Mondiale,9:12 9:12,,12,2009
28,,199,,+0:00,,Schr\xf6der Bjorn,81,Milram,9:18 9:18,,12,2009
31,,169,,+0:00,,Wegelius Charles,82,Silence - Lotto,",, 9:18",,12,2009
26,,183,,+0:00,,Eskov Nikita,83,Katyusha,9:19 9:19,,12,2009
28,,107,,+0:00,,Marzano Marco,84,Lampre - NGC,",, 9:19",,12,2009
31,,125,,+0:00,,Gol\u010der Jure,85,LPR Brakes - Farnese Vini,9:24 9:24,,12,2009
28,,131,,+0:00,,Davis Allan,86,Quickstep - Innergetic,",, 9:24",,12,2009
24,,132,,+0:00,,Cataldo Dario,87,Quickstep - Innergetic,9:25 9:25,,12,2009
26,,188,,+0:00,,Serov Alexander,88,Katyusha,9:31 9:31,,12,2009
24,,176,,+0:00,,Possoni Morris,89,Team Columbia - HTC,9:32 9:32,,12,2009
23,,96,,+0:00,,Grabovskyy Dmytro,90,ISD Cycling Team,9:33 9:33,,12,2009
25,,123,,+0:00,,Chiarini Riccardo,91,LPR Brakes - Farnese Vini,9:34 9:34,,12,2009
27,,135,,+0:00,,Facci Mauro,92,Quickstep - Innergetic,9:39 9:39,,12,2009
27,,34,,+0:00,,Caccia Diego,93,Barloworld - Bianchi,9:42 9:42,,12,2009
34,,98,,+0:00,,Scarselli Leonardo,94,ISD Cycling Team,9:43 9:43,,12,2009
26,,66,,+0:00,,King Edward,95,Cervelo Test Team,",, 9:43",,12,2009
26,,164,,+0:00,,Gilbert Philippe,96,Silence - Lotto,9:45 9:45,,12,2009
27,,181,,+0:00,,Pozzato Filippo,97,Katyusha,9:46 9:46,,12,2009
28,,39,,+0:00,,Longo Borghini Paolo,98,Barloworld - Bianchi,9:48 9:48,,12,2009
27,,217,,+0:00,,Mayoz Echeverria Iban,99,Xacobeo-Galicia,9:57 9:57,,12,2009
24,,106,,+0:00,,Gavazzi Francesco,100,Lampre - NGC,10:02 10:02,,12,2009
26,,41,,+0:00,,Belgy Julien,101,Bbox Bouygues Telekom,10:03 10:03,,12,2009
25,,42,,+0:00,,Chainel Steve,102,Bbox Bouygues Telekom,10:04 10:04,,12,2009
27,,105,,+0:00,,Gasparotto Enrico,103,Lampre - NGC,10:11 10:11,,12,2009
27,,182,,+0:00,,Brutt Pavel,104,Katyusha,10:17 10:17,,12,2009
22,,165,,+0:00,,Jacobs Pieter,105,Silence - Lotto,10:21 10:21,,12,2009
22,,208,,+0:00,,Goss Matthew,106,Saxo Bank,10:22 10:22,,12,2009
24,,148,,+0:00,,Stamsnijder Tom,107,Rabobank ProTeam,10:25 10:25,,12,2009
31,,137,,+0:00,,Hulsmans Kevin,108,Quickstep - Innergetic,10:26 10:26,,12,2009
29,,36,,+0:00,,Cheula Giampaolo,109,Barloworld - Bianchi,10:28 10:28,,12,2009
26,,136,,+0:00,,Reda Francesco,110,Quickstep - Innergetic,10:30 10:30,,12,2009
32,,161,,+0:00,,Brandt Christophe,111,Silence - Lotto,10:31 10:31,,12,2009
23,,214,,+0:00,,Isaychev Vladimir,112,Xacobeo-Galicia,10:34 10:34,,12,2009
34,,129,,+0:00,,Spezialetti Alessandro,113,LPR Brakes - Farnese Vini,10:36 10:36,,12,2009
31,,134,,+0:00,,Engels Addy,114,Quickstep - Innergetic,10:37 10:37,,12,2009
33,,171,,+0:00,,Barry Michael,115,Team Columbia - HTC,10:39 10:39,,12,2009
32,,113,,+0:00,,Carlstr\xf6m Kjell,116,Liquigas,10:40 10:40,,12,2009
30,,89,,+0:00,,Zabriskie David,117,Team Garmin - Slipstream,10:42 10:42,,12,2009
29,,63,,+0:00,,Gerrans Simon,118,Cervelo Test Team,",, 10:42",,12,2009
25,,126,,+0:00,,Montaguti Matteo,119,LPR Brakes - Farnese Vini,10:43 10:43,,12,2009
28,,68,,+0:00,,Lloyd Daniel,120,Cervelo Test Team,",, 10:43",,12,2009
27,,163,,+0:00,,Dockx Bart,121,Silence - Lotto,10:44 10:44,,12,2009
36,,117,,+0:00,,Stangelj Gorazd,122,Liquigas,10:52 10:52,,12,2009
31,,16,,+0:00,,Dion Renaud,123,AG2R La Mondiale,10:55 10:55,,12,2009
28,,128,,+0:00,,Pietropolli Daniele,124,LPR Brakes - Farnese Vini,10:56 10:56,,12,2009
22,,218,,+0:00,,Garc\xeda Marcos,125,Xacobeo-Galicia,0:00 0:00,,12,2009
29,,49,,+0:00,,Voeckler Thomas,126,Bbox Bouygues Telekom,11:08 11:08,,12,2009
23,,67,,+0:00,,Konovalovas Ignatas,127,Cervelo Test Team,11:09 11:09,,12,2009
24,,215,,+0:00,,Rabunal Rios Gonzalo,128,Xacobeo-Galicia,",, 11:09",,12,2009
28,,206,,+0:00,,van Goolen Jurgen,129,Saxo Bank,",, 11:09",,12,2009
25,,147,,+0:00,,Kozonchuk Dmitry,130,Rabobank ProTeam,11:14 11:14,,12,2009
28,,74,,+0:00,,Gomez Gomez Angel,131,Fuji-Servetto,11:15 11:15,,12,2009
26,,25,,+0:00,,Morabito Steve,132,Astana,11:16 11:16,,12,2009
23,,52,,+0:00,,Jeannesson Arnold,133,Caisse d'Epargne,11:19 11:19,,12,2009
30,,4,,+0:00,,Donati Alessandro,134,Acqua & Sapone,11:20 11:20,,12,2009
28,,108,,+0:00,,Mori Manuele,135,Lampre - NGC,11:21 11:21,,12,2009
28,,119,,+0:00,,Vanotti Alessandro,136,Liquigas,11:23 11:23,,12,2009
21,,191,,+0:00,,Barla Luca,137,Milram,11:24 11:24,,12,2009
25,,102,,+0:00,,Bono Matteo,138,Lampre - NGC,",, 11:24",,12,2009
34,,82,,+0:00,,Dean Julian,139,Team Garmin - Slipstream,",, 11:24",,12,2009
26,,7,,+0:00,,Masciarelli Andrea,140,Acqua & Sapone,11:25 11:25,,12,2009
26,,48,,+0:00,,Tschopp Johann,141,Bbox Bouygues Telekom,11:29 11:29,,12,2009
33,,9,,+0:00,,Palumbo Giuseppe,142,Acqua & Sapone,11:34 11:34,,12,2009
34,,145,,+0:00,,de Groot Bram,143,Rabobank ProTeam,11:40 11:40,,12,2009
36,,35,,+0:00,,Rafael Cardenas F\xe9lix,144,Barloworld - Bianchi,11:41 11:41,,12,2009
21,,94,,+0:00,,Stannard Ian,145,ISD Cycling Team,11:46 11:46,,12,2009
35,,127,,+0:00,,Petacchi Alessandro,146,LPR Brakes - Farnese Vini,11:47 11:47,,12,2009
23,,17,,+0:00,,Senac Jean-Charles,147,AG2R La Mondiale,11:48 11:48,,12,2009
29,,116,,+0:00,,Quinziato Manuel,148,Liquigas,11:53 11:53,,12,2009
29,,212,,+0:00,,Veloso Gustavo Cesar,149,Xacobeo-Galicia,",, 11:53",,12,2009
22,,32,,+0:00,,Augustyn John Lee,150,Barloworld - Bianchi,11:56 11:56,,12,2009
37,,202,,+0:00,,Voigt Jens,151,Saxo Bank,12:00 12:00,,12,2009
35,,186,,+0:00,,Mazzanti Luca,152,Katyusha,12:11 12:11,,12,2009
35,,65,,+0:00,,Hunt Jeremy,153,Cervelo Test Team,",, 12:11",,12,2009
33,,6,,+0:00,,Marzoli Ruggero,154,Acqua & Sapone,12:18 12:18,,12,2009
26,,44,,+0:00,,Haddou Sa\xefd,155,Bbox Bouygues Telekom,12:20 12:20,,12,2009
30,,86,,+0:00,,Pate Danny,156,Team Garmin - Slipstream,12:24 12:24,,12,2009
21,,189,,+0:00,,Swift Ben,157,Katyusha,12:27 12:27,,12,2009
35,,13,,+0:00,,Hinault S\xe9bastien,158,AG2R La Mondiale,12:34 12:34,,12,2009
28,,185,,+0:00,,Klimov Sergey,159,Katyusha,12:43 12:43,,12,2009
24,,18,,+0:00,,Sonnery Blaise,160,AG2R La Mondiale,12:45 12:45,,12,2009
24,,144,,+0:00,,van Emden Jos,161,Rabobank ProTeam,12:47 12:47,,12,2009
25,,211,,+0:00,,Martinez Serafin,162,Xacobeo-Galicia,12:50 12:50,,12,2009
23,,216,,+0:00,,Fernandez Delio,163,Xacobeo-Galicia,12:53 12:53,,12,2009
31,,192,,+0:00,,F\xf6rster Robert,164,Milram,",, 12:53",,12,2009
28,,124,,+0:00,,Ermeti Giairo,165,LPR Brakes - Farnese Vini,13:03 13:03,,12,2009
24,,77,,+0:00,,Fernandez Alberto,166,Fuji-Servetto,13:16 13:16,,12,2009
28,,55,,+0:00,,Lopez David,167,Caisse d'Epargne,13:26 13:26,,12,2009
26,,194,,+0:00,,Fothen Thomas,168,Milram,13:28 13:28,,12,2009
28,,104,,+0:00,,Da Dalto Mauro,169,Lampre - NGC,",, 13:28",,12,2009
24,,173,,+0:00,,Cavendish Mark,170,Team Columbia - HTC,13:31 13:31,,12,2009
26,,177,,+0:00,,Renshaw Mark,171,Team Columbia - HTC,13:38 13:38,,12,2009
27,,43,,+0:00,,Gene Yohann,172,Bbox Bouygues Telekom,13:46 13:46,,12,2009
24,,83,,+0:00,,Farrar Tyler,173,Team Garmin - Slipstream,13:48 13:48,,12,2009
28,,205,,+0:00,,Haedo Juan Jose,174,Saxo Bank,13:49 13:49,,12,2009
35,,195,,+0:00,,M\xfcller Martin,175,Milram,14:14 14:14,,12,2009
32,,38,,+0:00,,Hunter Robert,176,Barloworld - Bianchi,14:17 14:17,,12,2009
24,,45,,+0:00,,Le Floch Guillaume,177,Bbox Bouygues Telekom,14:22 14:22,,12,2009
24,,203,,+0:00,,Lund Anders,178,Saxo Bank,14:24 14:24,,12,2009
24,,73,,+0:00,,Vigano Davide,179,Fuji-Servetto,14:29 14:29,,12,2009
25,,209,,+0:00,,Klostergaard Kasper,180,Saxo Bank,14:41 14:41,,12,2009
30,,79,,+0:00,,Serrano Ricardo,182*,Fuji-Servetto,15:30 15:30,,12,2009
25,,133,,+0:00,,Devenyns Dries,182,Quickstep - Innergetic,16:55 16:55,,12,2009
21,,84,,+0:00,,Meyer Cameron,183,Team Garmin - Slipstream,17:03 17:03,,12,2009
24,,46,,+0:00,,Sokolov Evgeny,184,Bbox Bouygues Telekom,17:19 17:19,,12,2009
24,,92,,+0:00,,Gatto Oscar,185,ISD Cycling Team,17:50 17:50,,12,2009
24,,173,,+0:00,80.0,Cavendish Mark,1,Team Columbia - HTC,3:48:36 3:48:36,,13,2009
35,,127,,+0:00,50.0,Petacchi Alessandro,2,LPR Brakes - Farnese Vini,",, ,,",,13,2009
28,,131,,+0:00,35.0,Davis Allan,3,Quickstep - Innergetic,",, ,,",,13,2009
32,,38,,+0:00,25.0,Hunter Robert,4,Barloworld - Bianchi,",, ,,",,13,2009
24,,83,,+0:00,18.0,Farrar Tyler,5,Team Garmin - Slipstream,",, ,,",,13,2009
28,,205,,+0:00,15.0,Haedo Juan Jose,6,Saxo Bank,",, ,,",,13,2009
31,,192,,+0:00,12.0,F\xf6rster Robert,7,Milram,",, ,,",,13,2009
21,,189,,+0:00,10.0,Swift Ben,8,Katyusha,",, ,,",,13,2009
24,,73,,+0:00,8.0,Vigano Davide,9,Fuji-Servetto,",, ,,",,13,2009
35,,13,,+0:00,6.0,Hinault S\xe9bastien,10,AG2R La Mondiale,",, ,,",,13,2009
26,,177,,+0:00,5.0,Renshaw Mark,11,Team Columbia - HTC,",, ,,",,13,2009
27,,181,,+0:00,4.0,Pozzato Filippo,12,Katyusha,",, ,,",,13,2009
26,,219,,+0:00,3.0,Vorganov Eduard,13,Xacobeo-Galicia,",, ,,",,13,2009
23,,96,,+0:00,2.0,Grabovskyy Dmytro,14,ISD Cycling Team,",, ,,",,13,2009
33,,6,,+0:00,1.0,Marzoli Ruggero,15,Acqua & Sapone,",, ,,",,13,2009
26,,44,,+0:00,,Haddou Sa\xefd,16,Bbox Bouygues Telekom,",, ,,",,13,2009
26,,188,,+0:00,,Serov Alexander,17,Katyusha,",, ,,",,13,2009
31,,16,,+0:00,,Dion Renaud,18,AG2R La Mondiale,",, ,,",,13,2009
25,,126,,+0:00,,Montaguti Matteo,19,LPR Brakes - Farnese Vini,",, ,,",,13,2009
24,,159,,+0:00,,Rodriguez Jackson,20,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
30,,166,,+0:00,,Ljungblad Jonas,21,Silence - Lotto,",, ,,",,13,2009
22,,208,,+0:00,,Goss Matthew,22,Saxo Bank,",, ,,",,13,2009
28,,108,,+0:00,,Mori Manuele,23,Lampre - NGC,",, ,,",,13,2009
34,,82,,+0:00,,Dean Julian,24,Team Garmin - Slipstream,",, ,,",,13,2009
25,,22,,+0:00,,Brajkovi\u010d Janez,25,Astana,",, ,,",,13,2009
35,,24,,+0:00,,Leipheimer Levi,26,Astana,",, ,,",,13,2009
31,,141,1.0,+0:00,,Menchov Denis,27,Rabobank ProTeam,",, ,,",,13,2009
35,,1,,+0:00,,Garzelli Stefano,28,Acqua & Sapone,",, ,,",,13,2009
22,,138,,+0:00,,Seeldraeyers Kevin,29,Quickstep - Innergetic,",, ,,",,13,2009
34,,103,,+0:00,,Bruseghin Marzio,30,Lampre - NGC,",, ,,",,13,2009
31,,134,,+0:00,,Engels Addy,31,Quickstep - Innergetic,",, ,,",,13,2009
21,,94,,+0:00,,Stannard Ian,32,ISD Cycling Team,",, ,,",,13,2009
29,,51,,+0:00,,Arroyo David,33,Caisse d'Epargne,",, ,,",,13,2009
26,,179,,+0:00,,Siutsou Kanstantsin,34,Team Columbia - HTC,",, ,,",,13,2009
34,,145,,+0:00,,de Groot Bram,35,Rabobank ProTeam,",, ,,",,13,2009
30,,14,,+0:00,,Krivtsov Yuriy,36,AG2R La Mondiale,",, ,,",,13,2009
26,,183,,+0:00,,Eskov Nikita,37,Katyusha,",, ,,",,13,2009
25,,95,,+0:00,,Grivko Andrei,38,ISD Cycling Team,",, ,,",,13,2009
23,,8,,+0:00,,Masciarelli Francesco,39,Acqua & Sapone,",, ,,",,13,2009
22,,172,,+0:00,,Boasson Hagen Edvald,40,Team Columbia - HTC,",, ,,",,13,2009
37,,202,,+0:00,,Voigt Jens,41,Saxo Bank,",, ,,",,13,2009
24,,132,,+0:00,,Cataldo Dario,42,Quickstep - Innergetic,",, ,,",,13,2009
29,,178,,+0:00,,Rogers Michael,43,Team Columbia - HTC,",, ,,",,13,2009
33,,121,,+0:00,,Di Luca Danilo,44*,LPR Brakes - Farnese Vini,",, ,,",,13,2009
27,,163,,+0:00,,Dockx Bart,45,Silence - Lotto,",, ,,",,13,2009
30,,4,,+0:00,,Donati Alessandro,46,Acqua & Sapone,",, ,,",,13,2009
28,,119,,+0:00,,Vanotti Alessandro,47,Liquigas,",, ,,",,13,2009
31,,115,,+0:00,,Pellizotti Franco,48*,Liquigas,",, ,,",,13,2009
31,,111,,+0:00,,Basso Ivan,49,Liquigas,",, ,,",,13,2009
25,,5,,+0:00,,Failli Francesco,50,Acqua & Sapone,",, ,,",,13,2009
32,,161,,+0:00,,Brandt Christophe,51,Silence - Lotto,",, ,,",,13,2009
25,,174,,+0:00,,L\xf6fkvist Thomas,52,Team Columbia - HTC,",, ,,",,13,2009
27,,43,,+0:00,,Gene Yohann,53,Bbox Bouygues Telekom,",, ,,",,13,2009
27,,182,,+0:00,,Brutt Pavel,54,Katyusha,",, ,,",,13,2009
29,,212,,+0:00,,Veloso Gustavo Cesar,55,Xacobeo-Galicia,",, ,,",,13,2009
28,,39,,+0:00,,Longo Borghini Paolo,56,Barloworld - Bianchi,",, ,,",,13,2009
29,,27,,+0:00,,Popovych Yaroslav,57,Astana,",, ,,",,13,2009
24,,162,,+0:00,,de Greef Francis,58,Silence - Lotto,",, ,,",,13,2009
25,,69,,+0:00,,Pauwels Serge,59,Cervelo Test Team,",, ,,",,13,2009
36,,3,,+0:00,,Codol Massimo,60,Acqua & Sapone,",, ,,",,13,2009
32,,113,,+0:00,,Carlstr\xf6m Kjell,61,Liquigas,",, ,,",,13,2009
30,,71,,+0:00,,Cama\xf1o Iker,62,Fuji-Servetto,",, ,,",,13,2009
37,,151,,+0:00,,Simoni Gilberto,63,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
29,,78,,+0:00,,Kessiakoff Fredrik,64,Fuji-Servetto,",, ,,",,13,2009
34,,93,,+0:00,,Cioni Dario,65,ISD Cycling Team,",, ,,",,13,2009
29,,153,,+0:00,,Scarponi Michele,66,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
31,,152,,+0:00,,Bertagnolli Leonardo,67*,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
28,,143,,+0:00,,ten Dam Laurens,67,Rabobank ProTeam,",, ,,",,13,2009
32,,11,,+0:00,,Valjavec Tadej,69*,AG2R La Mondiale,",, ,,",,13,2009
21,,19,,+0:00,,Bonnafond Guillaume,69,AG2R La Mondiale,",, ,,",,13,2009
28,,122,,+0:00,,Bosisio Gabriele,70,LPR Brakes - Farnese Vini,",, ,,",,13,2009
34,,61,,+0:00,,Sastre Carlos,71,Cervelo Test Team,",, ,,",,13,2009
27,,101,,+0:00,,Cunego Damiano,72,Lampre - NGC,",, ,,",,13,2009
28,,104,,+0:00,,Da Dalto Mauro,73,Lampre - NGC,",, ,,",,13,2009
26,,196,,+0:00,,Rohregger Thomas,74,Milram,",, ,,",,13,2009
29,,116,,+0:00,,Quinziato Manuel,75,Liquigas,",, ,,",,13,2009
27,,53,,+0:00,,Kiryienka Vasil,76,Caisse d'Epargne,",, ,,",,13,2009
35,,65,,+0:00,,Hunt Jeremy,77,Cervelo Test Team,",, ,,",,13,2009
22,,29,,+0:00,,Zeits Andrey,78,Astana,",, ,,",,13,2009
26,,66,,+0:00,,King Edward,79,Cervelo Test Team,",, ,,",,13,2009
29,,207,,+0:00,,Bak Lars Ytting,80,Saxo Bank,",, ,,",,13,2009
27,,217,,+0:00,,Mayoz Echeverria Iban,81,Xacobeo-Galicia,",, ,,",,13,2009
29,,63,,+0:00,,Gerrans Simon,82,Cervelo Test Team,",, ,,",,13,2009
28,,68,,+0:00,,Lloyd Daniel,83,Cervelo Test Team,",, ,,",,13,2009
25,,123,,+0:00,,Chiarini Riccardo,84,LPR Brakes - Farnese Vini,",, ,,",,13,2009
21,,191,,+0:00,,Barla Luca,85,Milram,",, ,,",,13,2009
32,,64,,+0:00,,Gustov Volodymyr,86,Cervelo Test Team,",, ,,",,13,2009
24,,215,,+0:00,,Rabunal Rios Gonzalo,87,Xacobeo-Galicia,",, ,,",,13,2009
25,,26,,+0:00,,Navarro Daniel,88,Astana,",, ,,",,13,2009
28,,158,,+0:00,,Ochoa Carlos Jos\xe9,89,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
27,,12,,+0:00,,Efimkin Alexander,90,AG2R La Mondiale,",, ,,",,13,2009
24,,203,,+0:00,,Lund Anders,91,Saxo Bank,",, ,,",,13,2009
31,,81,,+0:00,,Danielson Thomas,92,Team Garmin - Slipstream,",, ,,",,13,2009
37,,21,,+0:00,,Armstrong Lance,93,Astana,",, ,,",,13,2009
33,,9,,+0:00,,Palumbo Giuseppe,94,Acqua & Sapone,",, ,,",,13,2009
30,,155,,+0:00,,Serpa Jose Rodolfo,95,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
28,,128,,+0:00,,Pietropolli Daniele,96,LPR Brakes - Farnese Vini,",, ,,",,13,2009
30,,187,,+0:00,,Petrov Evgeni,97,Katyusha,",, ,,",,13,2009
33,,171,,+0:00,,Barry Michael,98,Team Columbia - HTC,",, ,,",,13,2009
36,,28,,+0:00,,Rubiera Jos\xe9 Luis,99,Astana,",, ,,",,13,2009
24,,57,,+0:00,,Perget Mathieu,100,Caisse d'Epargne,",, ,,",,13,2009
23,,67,,+0:00,,Konovalovas Ignatas,101,Cervelo Test Team,",, ,,",,13,2009
31,,109,,+0:00,,Tiralongo Paolo,102,Lampre - NGC,",, ,,",,13,2009
31,,125,,+0:00,,Gol\u010der Jure,103,LPR Brakes - Farnese Vini,",, ,,",,13,2009
28,,74,,+0:00,,Gomez Gomez Angel,104,Fuji-Servetto,",, ,,",,13,2009
24,,37,,+0:00,,Froome Christopher,105,Barloworld - Bianchi,",, ,,",,13,2009
31,,149,,+0:00,,Tjallingii Maarten,106,Rabobank ProTeam,",, ,,",,13,2009
24,,18,,+0:00,,Sonnery Blaise,107,AG2R La Mondiale,",, ,,",,13,2009
30,,156,,+0:00,,Bertogliati Rubens,108,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
35,,195,,+0:00,,M\xfcller Martin,109,Milram,",, ,,",,13,2009
35,,186,,+0:00,,Mazzanti Luca,110,Katyusha,",, ,,",,13,2009
25,,133,,+0:00,,Devenyns Dries,111,Quickstep - Innergetic,",, ,,",,13,2009
37,,154,,+0:00,,Bertolini Alessandro,112,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,13,2009
26,,167,,+0:00,,Kaisen Olivier,113,Silence - Lotto,",, ,,",,13,2009
25,,211,,+0:00,,Martinez Serafin,114,Xacobeo-Galicia,",, ,,",,13,2009
24,,45,,+0:00,,Le Floch Guillaume,115,Bbox Bouygues Telekom,0:28 0:28,,13,2009
24,,106,,+0:00,,Gavazzi Francesco,116,Lampre - NGC,",, 0:28",,13,2009
22,,165,,+0:00,,Jacobs Pieter,117,Silence - Lotto,",, 0:28",,13,2009
28,,107,,+0:00,,Marzano Marco,118,Lampre - NGC,",, 0:28",,13,2009
25,,102,,+0:00,,Bono Matteo,119,Lampre - NGC,",, 0:28",,13,2009
27,,157,,+0:00,,de Bonis Francesco,120,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:28",,13,2009
35,,114,,+0:00,,Miholjevic Vladimir,121,Liquigas,",, 0:28",,13,2009
26,,31,,+0:00,,Soler Juan Mauricio,122,Barloworld - Bianchi,",, 0:28",,13,2009
27,,135,,+0:00,,Facci Mauro,123,Quickstep - Innergetic,",, 0:28",,13,2009
23,,17,,+0:00,,Senac Jean-Charles,124,AG2R La Mondiale,",, 0:28",,13,2009
25,,62,,+0:00,,Deignan Philip,125,Cervelo Test Team,",, 0:28",,13,2009
31,,137,,+0:00,,Hulsmans Kevin,126,Quickstep - Innergetic,",, 0:28",,13,2009
26,,209,,+0:00,,Klostergaard Kasper,127,Saxo Bank,",, 0:28",,13,2009
33,,175,,+0:00,,Pinotti Marco,128,Team Columbia - HTC,",, 0:28",,13,2009
36,,2,,+0:00,,Andriotto Dario,129,Acqua & Sapone,",, 0:28",,13,2009
26,,25,,+0:00,,Morabito Steve,130,Astana,",, 0:28",,13,2009
27,,34,,+0:00,,Caccia Diego,131,Barloworld - Bianchi,",, 0:28",,13,2009
36,,117,,+0:00,,Stangelj Gorazd,132,Liquigas,",, 0:28",,13,2009
32,,85,,+0:00,,Millar David,133,Team Garmin - Slipstream,",, 0:28",,13,2009
26,,7,,+0:00,,Masciarelli Andrea,134,Acqua & Sapone,",, 0:28",,13,2009
26,,91,,+0:00,,Visconti Giovanni,135,ISD Cycling Team,",, 0:28",,13,2009
29,,49,,+0:00,,Voeckler Thomas,136,Bbox Bouygues Telekom,",, 0:28",,13,2009
27,,193,,+0:00,,Fothen Markus,137,Milram,",, 0:28",,13,2009
35,,204,,+0:00,,McCartney Jason,138,Saxo Bank,",, 0:28",,13,2009
23,,216,,+0:00,,Fernandez Delio,139,Xacobeo-Galicia,",, 0:28",,13,2009
23,,214,,+0:00,,Isaychev Vladimir,140,Xacobeo-Galicia,",, 0:28",,13,2009
23,,52,,+0:00,,Jeannesson Arnold,141,Caisse d'Epargne,",, 0:28",,13,2009
29,,59,,+0:00,,Charteau Anthony,142,Caisse d'Epargne,",, 0:28",,13,2009
28,,55,,+0:00,,Lopez David,143,Caisse d'Epargne,",, 0:28",,13,2009
26,,164,,+0:00,,Gilbert Philippe,144,Silence - Lotto,",, 0:28",,13,2009
26,,194,,+0:00,,Fothen Thomas,145,Milram,",, 0:28",,13,2009
28,,185,,+0:00,,Klimov Sergey,146,Katyusha,",, 0:28",,13,2009
27,,47,,+0:00,,Sprick Matthieu,147,Bbox Bouygues Telekom,",, 0:28",,13,2009
24,,144,,+0:00,,van Emden Jos,148,Rabobank ProTeam,",, 0:28",,13,2009
27,,105,,+0:00,,Gasparotto Enrico,149,Lampre - NGC,",, 0:28",,13,2009
24,,148,,+0:00,,Stamsnijder Tom,150,Rabobank ProTeam,",, 0:28",,13,2009
28,,97,,+0:00,,Huzarski Bartosz,151,ISD Cycling Team,",, 0:28",,13,2009
29,,33,,+0:00,,Bellotti Francesco,152,Barloworld - Bianchi,",, 0:28",,13,2009
