Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
28.0,24.179000000000002,1.0,+0:00,50.0,Lopez De Munain Alberto,1,Euskaltel - Euskadi,8:56 8:56,0,2000
28.0,23.693,2.0,+0:11,30.0,Armstrong Lance,2,US Postal Service,0:11 0:11,0,2000
29.0,23.478,3.0,+0:16,18.0,Jimenez Jose Maria,3,Banesto,0:16 0:16,0,2000
31.0,23.436,4.0,+0:17,13.0,Z\xfclle Alex,4,Banesto,0:17 0:17,0,2000
23.0,23.394000000000002,5.0,+0:18,10.0,Zubeldia Haimar,5,Euskaltel - Euskadi,0:18 0:18,0,2000
31.0,23.394000000000002,6.0,+0:18,7.0,Jalabert Laurent,6,O.N.C.E. - Deutsche Bank,",, 0:18",0,2000
29.0,23.184,7.0,+0:23,4.0,Pe\xf1a Miguel \xc1ngel,7,O.N.C.E. - Deutsche Bank,0:23 0:23,0,2000
29.0,23.143,8.0,+0:24,3.0,Hamilton Tyler,8,US Postal Service,0:24 0:24,0,2000
26.0,23.02,9.0,+0:27,2.0,Beloki Joseba,9,Festina - Lotus,0:27 0:27,0,2000
25.0,22.898000000000003,10.0,+0:30,1.0,Pradera Mikel,10,O.N.C.E. - Deutsche Bank,0:30 0:30,0,2000
27.0,22.898000000000003,,+ -8:56,,Luttenberger Peter,11,O.N.C.E. - Deutsche Bank,",, 0:30",0,2000
25.0,22.898000000000003,,+ -8:56,,Sastre Carlos,12,O.N.C.E. - Deutsche Bank,",, 0:30",0,2000
26.0,22.776999999999997,,+ -8:56,,Salmon Benoit,13,AG2R Prevoyance,0:33 0:33,0,2000
23.0,22.697,,+ -8:56,,Millar David,14,Cofidis,0:35 0:35,0,2000
27.0,22.618000000000002,,+ -8:56,,Botero Santiago,15,Kelme - Costa Blanca,0:37 0:37,0,2000
31.0,22.539,,+ -8:56,,Jeker Fabian,16,Festina - Lotus,0:39 0:39,0,2000
33.0,22.461,,+ -8:56,,Gonzalez Arrieta Jose R\xe1mon,17,,0:41 0:41,0,2000
26.0,22.383000000000003,,+ -8:56,,Etxebarria David,18,O.N.C.E. - Deutsche Bank,0:43 0:43,0,2000
32.0,22.305999999999997,,+ -8:56,,Brochard Laurent,19,Jean Delatour,0:45 0:45,0,2000
28.0,22.268,,+ -8:56,,van de Wouwer Kurt,20,Lotto - Adecco,0:46 0:46,0,2000
31.0,22.041,,+ -8:56,,Cuesta \xcd\xf1igo,21,O.N.C.E. - Deutsche Bank,0:52 0:52,0,2000
29.0,22.041,,+ -8:56,,Rous Didier,22,Bonjour,",, 0:52",0,2000
25.0,22.041,,+ -8:56,,Moncouti\xe9 David,23,Cofidis,",, 0:52",0,2000
25.0,22.003,,+ -8:56,,Verbrugghe Rik,24,Lotto - Adecco,0:53 0:53,0,2000
26.0,21.929000000000002,,+ -8:56,,Di Grande Giuseppe,25,Festina - Lotus,0:55 0:55,0,2000
26.0,21.892,,+ -8:56,,Kivilev Andrei,26,AG2R Prevoyance,0:56 0:56,0,2000
29.0,21.818,,+ -8:56,,Delrieu David,27,AG2R Prevoyance,0:58 0:58,0,2000
30.0,21.781999999999996,,+ -8:56,,Olano Abraham,28,O.N.C.E. - Deutsche Bank,0:59 0:59,0,2000
23.0,21.781999999999996,,+ -8:56,,Flores Iker,29,Euskaltel - Euskadi,",, 0:59",0,2000
24.0,21.671999999999997,,+ -8:56,,Lastras Pablo,30,Banesto,1:02 1:02,0,2000
25.0,21.671999999999997,,+ -8:56,,Arreitunandia Pedro,31,Euskaltel - Euskadi,",, 1:02",0,2000
28.0,21.671999999999997,,+ -8:56,,Bessy Fr\xe9d\xe9ric,32,Jean Delatour,",, 1:02",0,2000
30.0,21.636,,+ -8:56,,Robin Jean-Cyril,33,Bonjour,1:03 1:03,0,2000
35.0,21.636,,+ -8:56,,Leproux Denis,34,,",, 1:03",0,2000
26.0,21.636,,+ -8:56,,Vaughters Jonathan,35,Cr\xe9dit Agricole,",, 1:03",0,2000
26.0,21.6,,+ -8:56,,Demarbaix Sebastien,36,Lotto - Adecco,1:04 1:04,0,2000
28.0,21.564,,+ -8:56,,Julich Bobby,37,Cr\xe9dit Agricole,1:05 1:05,0,2000
25.0,21.564,,+ -8:56,,Botcharov Alexandre,38,AG2R Prevoyance,",, 1:05",0,2000
28.0,21.528000000000002,,+ -8:56,,Guilbert Charles,39,Bonjour,1:06 1:06,0,2000
29.0,21.528000000000002,,+ -8:56,,Solaun Cesar,40,Banesto,",, 1:06",0,2000
24.0,21.493000000000002,,+ -8:56,,De Wolf Steve,41,Cofidis,1:07 1:07,0,2000
25.0,21.493000000000002,,+ -8:56,,Otxoa Javier,42,Kelme - Costa Blanca,",, 1:07",0,2000
28.0,21.421,,+ -8:56,,Sivakov Alexei,43,,1:09 1:09,0,2000
29.0,21.281,,+ -8:56,,Magnien Emmanuel,44,La Fran\xe7aise des Jeux,1:13 1:13,0,2000
25.0,21.281,,+ -8:56,,Morin Anthony,45,Cr\xe9dit Agricole,",, 1:13",0,2000
29.0,21.281,,+ -8:56,,Heulot Stephane,46,La Fran\xe7aise des Jeux,",, 1:13",0,2000
25.0,21.281,,+ -8:56,,Jenner Christopher,47,Cr\xe9dit Agricole,",, 1:13",0,2000
29.0,21.246,,+ -8:56,,Moreau Christophe,48,Festina - Lotus,1:14 1:14,0,2000
27.0,21.246,,+ -8:56,,Verheyen Geert,49,Lotto - Adecco,",, 1:14",0,2000
25.0,21.246,,+ -8:56,,D Hollander Glenn,50,Lotto - Adecco,",, 1:14",0,2000
23.0,21.211,,+ -8:56,,Burrow Jamie,51,US Postal Service,1:15 1:15,0,2000
26.0,21.142,,+ -8:56,,Halgand Patrice,52,Jean Delatour,1:17 1:17,0,2000
28.0,21.142,,+ -8:56,,Gougot Fabrice,53,Cr\xe9dit Agricole,",, 1:17",0,2000
30.0,21.073,,+ -8:56,,Jan Xavier,54,La Fran\xe7aise des Jeux,1:19 1:19,0,2000
22.0,21.073,,+ -8:56,,Manzano Jesus Maria,55,Kelme - Costa Blanca,",, 1:19",0,2000
25.0,21.073,,+ -8:56,,Navas David,56,Banesto,",, 1:19",0,2000
30.0,21.039,,+ -8:56,,Zarrabeitia Mikel,57,O.N.C.E. - Deutsche Bank,1:20 1:20,0,2000
30.0,21.005,,+ -8:56,,Bouvard Gilles,58,Jean Delatour,1:21 1:21,0,2000
22.0,20.971,,+ -8:56,,Menchov Denis,59,Banesto,1:22 1:22,0,2000
24.0,20.903000000000002,,+ -8:56,,Estadieu Laurent,60,AG2R Prevoyance,1:24 1:24,0,2000
28.0,20.769000000000002,,+ -8:56,,Voigt Jens,61,Cr\xe9dit Agricole,1:28 1:28,0,2000
21.0,20.769000000000002,,+ -8:56,,Fritsch Nicolas,62,La Fran\xe7aise des Jeux,",, 1:28",0,2000
29.0,20.703000000000003,,+ -8:56,,Rault Dominique,63,,1:30 1:30,0,2000
25.0,20.703000000000003,,+ -8:56,,Bassons Christophe,64,Jean Delatour,",, 1:30",0,2000
26.0,20.703000000000003,,+ -8:56,,Hinault S\xe9bastien,65,Cr\xe9dit Agricole,",, 1:30",0,2000
27.0,20.67,,+ -8:56,,Livingston Kevin,66,US Postal Service,1:31 1:31,0,2000
27.0,20.636999999999997,,+ -8:56,,Oriol Christophe,67,Jean Delatour,1:32 1:32,0,2000
27.0,20.604,,+ -8:56,,Garcia Jose Vicente,68,Banesto,1:33 1:33,0,2000
24.0,20.604,,+ -8:56,,Vermaut Steve,69,US Postal Service,",, 1:33",0,2000
31.0,20.506,,+ -8:56,,Jonker Patrick,70,US Postal Service,1:36 1:36,0,2000
33.0,20.474,,+ -8:56,,Madouas Laurent,71,Festina - Lotus,1:37 1:37,0,2000
27.0,20.474,,+ -8:56,,Fernandez Bingen,72,Euskaltel - Euskadi,",, 1:37",0,2000
28.0,20.442,,+ -8:56,,Lebreton Lylian,73,,1:38 1:38,0,2000
34.0,20.442,,+ -8:56,,Ekimov Viatcheslav,74,US Postal Service,",, 1:38",0,2000
31.0,20.409000000000002,,+ -8:56,,Seigneur Eddy,75,Jean Delatour,1:39 1:39,0,2000
29.0,20.409000000000002,,+ -8:56,,Vasseur C\xe9dric,76,US Postal Service,",, 1:39",0,2000
29.0,20.345,,+ -8:56,,Gabriel Fr\xe9d\xe9ric,77,Bonjour,1:41 1:41,0,2000
33.0,20.313,,+ -8:56,,Kasputis Arturas,78,AG2R Prevoyance,1:42 1:42,0,2000
27.0,20.282,,+ -8:56,,Contreras Humberto,79,,1:43 1:43,0,2000
25.0,20.25,,+ -8:56,,Gonzalez Jimenez Aitor,80,Kelme - Costa Blanca,1:44 1:44,0,2000
26.0,20.187,,+ -8:56,,Renier Franck,81,Bonjour,1:46 1:46,0,2000
32.0,20.156,,+ -8:56,,Capelle Christophe,82,,1:47 1:47,0,2000
27.0,20.062,,+ -8:56,,Beneteau Walter,83,Bonjour,1:50 1:50,0,2000
27.0,20.062,,+ -8:56,,Leon Mane Francisco,84,Kelme - Costa Blanca,",, 1:50",0,2000
24.0,20.062,,+ -8:56,,Brard Florent,85,Festina - Lotus,",, 1:50",0,2000
22.0,20.031,,+ -8:56,,Lamouller Lo\xefc,86,,1:51 1:51,0,2000
23.0,20.0,,+ -8:56,,Lefevre Laurent,87,Cofidis,1:52 1:52,0,2000
28.0,20.0,,+ -8:56,,Van Hyfte Paul,88,Lotto - Adecco,",, 1:52",0,2000
30.0,19.969,,+ -8:56,,Agnolutto Christophe,89,AG2R Prevoyance,1:53 1:53,0,2000
26.0,19.938,,+ -8:56,,Pichon Mickael,90,Bonjour,1:54 1:54,0,2000
24.0,19.908,,+ -8:56,,Lhoir Manu,91,Lotto - Adecco,1:55 1:55,0,2000
26.0,19.908,,+ -8:56,,Osa Aitor,92,Banesto,",, 1:55",0,2000
33.0,19.877,,+ -8:56,,Lino Pascal,93,Festina - Lotus,1:56 1:56,0,2000
26.0,19.756,,+ -8:56,,Langella Anthony,94,Cr\xe9dit Agricole,2:00 2:00,0,2000
26.0,19.726,,+ -8:56,,Saugrain Cyril,95,La Fran\xe7aise des Jeux,2:01 2:01,0,2000
32.0,19.726,,+ -8:56,,Chanteur Pascal,96,AG2R Prevoyance,",, 2:01",0,2000
28.0,19.577,,+ -8:56,,Lefevre David,97,Cofidis,2:06 2:06,0,2000
28.0,19.518,,+ -8:56,,Rodriguez Javier Pascual,98,Kelme - Costa Blanca,2:08 2:08,0,2000
37.0,19.489,,+ -8:56,,Bourguignon Thierry,99,,2:09 2:09,0,2000
,19.257,,+ -8:56,,Lauder Thierry,100,,2:17 2:17,0,2000
30.0,19.172,,+ -8:56,,Desbiens Laurent,101,Cofidis,2:20 2:20,0,2000
30.0,19.172,,+ -8:56,,Lamour Claude,102,Cofidis,",, 2:20",0,2000
25.0,19.143,,+ -8:56,,MAINGUENAUD Fr\xe9d\xe9ric,103,Bonjour,2:21 2:21,0,2000
31.0,19.087,,+ -8:56,,Teyssier Francisque,104,Jean Delatour,2:23 2:23,0,2000
28.0,19.087,,+ -8:56,,Guesdon Fr\xe9d\xe9ric,105,La Fran\xe7aise des Jeux,",, 2:23",0,2000
31.0,19.059,,+ -8:56,,Gouvenou Thierry,106,,2:24 2:24,0,2000
23.0,18.383,,+ -8:56,,Artetxe Mikel,107,Euskaltel - Euskadi,2:49 2:49,0,2000
28.0,18.331,,+ -8:56,,Van Lancker Kurt,108,Lotto - Adecco,2:51 2:51,0,2000
31.0,18.305,,+ -8:56,,Michaelsen Lars,109,La Fran\xe7aise des Jeux,2:52 2:52,0,2000
21.0,18.305,,+ -8:56,,Flickinger Andy,110,Festina - Lotus,",, 2:52",0,2000
25.0,17.95,,+ -8:56,,Galvan Ruben,111,Kelme - Costa Blanca,3:06 3:06,0,2000
22.0,16.594,,+ -8:56,,Casper Jimmy,112,La Fran\xe7aise des Jeux,4:05 4:05,0,2000
28.0,,,+ -4:42:56,50.0,Guesdon Fr\xe9d\xe9ric,1,La Fran\xe7aise des Jeux,4:33:56 4:33:56,1,2000
28.0,,,+ -4:42:56,30.0,Gougot Fabrice,2,Cr\xe9dit Agricole,",, ,,",1,2000
28.0,,,+ -4:42:56,18.0,Sivakov Alexei,3,,0:02 0:02,1,2000
26.0,,,+ -4:42:56,13.0,Etxebarria David,4,O.N.C.E. - Deutsche Bank,0:04 0:04,1,2000
33.0,,,+ -4:42:56,10.0,Kasputis Arturas,5,AG2R Prevoyance,",, 0:04",1,2000
26.0,,,+ -4:42:56,7.0,Hinault S\xe9bastien,6,Cr\xe9dit Agricole,",, 0:04",1,2000
32.0,,,+ -4:42:56,4.0,Brochard Laurent,7,Jean Delatour,",, 0:04",1,2000
28.0,,,+ -4:42:56,3.0,Julich Bobby,8,Cr\xe9dit Agricole,",, 0:04",1,2000
29.0,,,+ -4:42:56,2.0,Moreau Christophe,9,Festina - Lotus,",, 0:04",1,2000
26.0,,,+ -4:42:56,1.0,Halgand Patrice,10,Jean Delatour,",, 0:04",1,2000
23.0,,,+ -4:42:56,,Millar David,11,Cofidis,",, 0:04",1,2000
26.0,,,+ -4:42:56,,Di Grande Giuseppe,12,Festina - Lotus,",, 0:04",1,2000
27.0,,,+ -4:42:56,,Botero Santiago,13,Kelme - Costa Blanca,",, 0:04",1,2000
32.0,,,+ -4:42:56,,Capelle Christophe,14,,",, 0:04",1,2000
29.0,,,+ -4:42:56,,Magnien Emmanuel,15,La Fran\xe7aise des Jeux,",, 0:04",1,2000
28.0,,2.0,+0:11,,Armstrong Lance,16,US Postal Service,",, 0:04",1,2000
27.0,,,+ -4:42:56,,Luttenberger Peter,17,O.N.C.E. - Deutsche Bank,",, 0:04",1,2000
30.0,,,+ -4:42:56,,Robin Jean-Cyril,18,Bonjour,",, 0:04",1,2000
29.0,,,+ -4:42:56,,Heulot Stephane,19,La Fran\xe7aise des Jeux,",, 0:04",1,2000
26.0,,,+ -4:42:56,,Renier Franck,20,Bonjour,",, 0:04",1,2000
24.0,,,+ -4:42:56,,Lastras Pablo,21,Banesto,",, 0:04",1,2000
25.0,,,+ -4:42:56,,Verbrugghe Rik,22,Lotto - Adecco,",, 0:04",1,2000
31.0,,4.0,+0:17,,Z\xfclle Alex,23,Banesto,",, 0:04",1,2000
30.0,,,+ -4:42:56,,Bouvard Gilles,24,Jean Delatour,",, 0:04",1,2000
26.0,,,+ -4:42:56,,Vaughters Jonathan,25,Cr\xe9dit Agricole,",, 0:04",1,2000
28.0,,,+ -4:42:56,,van de Wouwer Kurt,26,Lotto - Adecco,",, 0:04",1,2000
25.0,,,+ -4:42:56,,Sastre Carlos,27,O.N.C.E. - Deutsche Bank,",, 0:04",1,2000
26.0,,,+ -4:42:56,,Kivilev Andrei,28,AG2R Prevoyance,",, 0:04",1,2000
26.0,,,+ -4:42:56,,Saugrain Cyril,29,La Fran\xe7aise des Jeux,",, 0:04",1,2000
29.0,,8.0,+0:24,,Hamilton Tyler,30,US Postal Service,",, 0:04",1,2000
24.0,,,+ -4:42:56,,De Wolf Steve,31,Cofidis,",, 0:04",1,2000
26.0,,,+ -4:42:56,,Salmon Benoit,32,AG2R Prevoyance,",, 0:04",1,2000
25.0,,,+ -4:42:56,,Botcharov Alexandre,33,AG2R Prevoyance,",, 0:04",1,2000
30.0,,,+ -4:42:56,,Olano Abraham,34,O.N.C.E. - Deutsche Bank,",, 0:04",1,2000
27.0,,,+ -4:42:56,,Garcia Jose Vicente,35,Banesto,",, 0:04",1,2000
25.0,,,+ -4:42:56,,Jenner Christopher,36,Cr\xe9dit Agricole,",, 0:04",1,2000
24.0,,,+ -4:42:56,,Lhoir Manu,37,Lotto - Adecco,",, 0:04",1,2000
23.0,,5.0,+0:18,,Zubeldia Haimar,38,Euskaltel - Euskadi,",, 0:04",1,2000
29.0,,,+ -4:42:56,,Rous Didier,39,Bonjour,",, 0:04",1,2000
29.0,,3.0,+0:17,,Jimenez Jose Maria,40,Banesto,",, 0:04",1,2000
28.0,,,+ -4:42:56,,Guilbert Charles,41,Bonjour,",, 0:04",1,2000
28.0,,1.0,+0:00,,Lopez De Munain Alberto,42,Euskaltel - Euskadi,",, 0:04",1,2000
28.0,,,+ -4:42:56,,Bessy Fr\xe9d\xe9ric,43,Jean Delatour,",, 0:04",1,2000
26.0,,9.0,+0:27,,Beloki Joseba,44,Festina - Lotus,",, 0:04",1,2000
26.0,,,+ -4:42:56,,Langella Anthony,45,Cr\xe9dit Agricole,",, 0:04",1,2000
33.0,,,+ -4:42:56,,Madouas Laurent,46,Festina - Lotus,",, 0:04",1,2000
33.0,,,+ -4:42:56,,Gonzalez Arrieta Jose R\xe1mon,47,,",, 0:04",1,2000
29.0,,,+ -4:42:56,,Solaun Cesar,48,Banesto,",, 0:04",1,2000
