Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
30.0,0.7290000000000001,1,+0:00,50.0,Rous Didier,1,Bonjour,5:29:07 5:29:07,0,2001
25.0,0.726,2,+1:23,30.0,McGee Bradley,2,La Fran\xe7aise des Jeux,1:23 1:23,0,2001
24.0,0.72,3,+4:05,18.0,Millar David,3,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",4:05 4:05,0,2001
26.0,0.715,4,+6:19,13.0,Barbosa Candido,4,Ibanesto.com,6:19 6:19,0,2001
33.0,0.7140000000000001,5,+6:59,10.0,Brochard Laurent,5,Jean Delatour,6:59 6:59,0,2001
31.0,0.7120000000000001,6,+7:47,7.0,Magnusson Glenn,6,Domo - Farm Frites,7:47 7:47,0,2001
23.0,0.7090000000000001,7,+9:12,4.0,Mayo Iban,7,Euskaltel - Euskadi,9:12 9:12,0,2001
30.0,0.708,8,+9:46,3.0,Moreau Christophe,8,Festina,9:46 9:46,0,2001
34.0,0.7070000000000001,9,+10:17,2.0,Durand Jacky,9,La Fran\xe7aise des Jeux,10:17 10:17,0,2001
29.0,0.7070000000000001,10,+10:27,1.0,Sivakov Alexei,10,,10:27 10:27,0,2001
28.0,0.7040000000000001,11,+11:49,,van Heeswijk Max,11,Domo - Farm Frites,11:49 11:49,0,2001
28.0,0.703,12,+12:15,,Etxebarria Unai,12,Euskaltel - Euskadi,12:15 12:15,0,2001
27.0,0.703,13,+12:31,,Mikhailov Guennady,13,Lotto - Adecco,12:31 12:31,0,2001
30.0,0.6990000000000001,14,+14:22,,Heulot Stephane,14,,14:22 14:22,0,2001
27.0,0.698,15,+14:56,,Salmon Benoit,15,AG2R Pr\xe9voyance,14:56 14:56,0,2001
27.0,0.696,16,+15:38,,Rinero Christophe,16,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",15:38 15:38,0,2001
23.0,0.696,17,+15:30,,Vogondy Nicolas,17,La Fran\xe7aise des Jeux,15:30 15:30,0,2001
29.0,0.6940000000000001,18,+16:32,,Axelsson Niklas,18,Mercury - Viatel,16:32 16:32,0,2001
29.0,0.695,19,+16:06,,Gougot Fabrice,19,Cr\xe9dit Agricole,16:06 16:06,0,2001
26.0,0.695,20,+16:08,,Moncouti\xe9 David,20,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",16:08 16:08,0,2001
24.0,0.693,21,+17:22,,Flores Iker,21,Euskaltel - Euskadi,17:22 17:22,0,2001
24.0,0.693,22,+17:23,,Lefevre Laurent,22,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",17:23 17:23,0,2001
24.0,0.6920000000000001,23,+17:29,,Zandio Xabier,23,Ibanesto.com,17:29 17:29,0,2001
26.0,0.6920000000000001,24,+17:32,,Jenner Christopher,24,Cr\xe9dit Agricole,17:32 17:32,0,2001
29.0,0.693,25,+17:12,,Guilbert Charles,25,Bonjour,17:12 17:12,0,2001
24.0,0.6920000000000001,26,+17:29,,Bruylandts Dave,26,Domo - Farm Frites,17:29 17:29,0,2001
25.0,0.6920000000000001,27,+17:53,,Mancebo Francisco,27,Ibanesto.com,17:53 17:53,0,2001
27.0,0.69,28,+18:28,,Gerrikagoitia Gorka,28,Euskaltel - Euskadi,18:28 18:28,0,2001
26.0,0.69,29,+18:30,,Turpin Ludovic,29,AG2R Pr\xe9voyance,18:30 18:30,0,2001
31.0,0.69,30,+18:38,,Baguet Serge,30,Lotto - Adecco,18:38 18:38,0,2001
32.0,0.69,31,+18:38,,Tonkov Pavel,31,Mercury - Viatel,",, 18:38",0,2001
29.0,0.691,32,+18:16,,Voigt Jens,32,Cr\xe9dit Agricole,18:16 18:16,0,2001
20.0,0.691,33,+18:25,,Frischkorn William,33,Mercury - Viatel,18:25 18:25,0,2001
28.0,0.69,34,+18:28,,Roux Laurent,34,Jean Delatour,18:28 18:28,0,2001
21.0,0.688,35,+19:38,,Joly S\xe9bastien,35,Bonjour,19:38 19:38,0,2001
29.0,0.688,36,+19:38,,McRae William Chann,36,US Postal Service,",, 19:38",0,2001
27.0,0.6859999999999999,37,+20:50,,Etxebarria David,37,Euskaltel - Euskadi,20:50 20:50,0,2001
25.0,0.685,38,+21:05,,Landis Floyd,38,Mercury - Viatel,21:05 21:05,0,2001
26.0,0.685,39,+21:09,,De Waele Fabian,39,Lotto - Adecco,21:09 21:09,0,2001
32.0,0.685,40,+21:17,,Gouvenou Thierry,40,,21:17 21:17,0,2001
28.0,0.684,41,+21:31,,Merckx Axel,41,Domo - Farm Frites,21:31 21:31,0,2001
30.0,0.685,42,+21:28,,Brozyna Tomasz,42,Ibanesto.com,21:28 21:28,0,2001
23.0,0.6829999999999999,43,+22:16,,Kleynen Steven,43,Domo - Farm Frites,22:16 22:16,0,2001
29.0,0.6829999999999999,44,+22:26,,Lebreton Lylian,44,,22:26 22:26,0,2001
25.0,0.6829999999999999,45,+22:28,,Montgomery Sven,45,La Fran\xe7aise des Jeux,22:28 22:28,0,2001
30.0,0.682,46,+22:35,,Plaza David,46,Festina,22:35 22:35,0,2001
33.0,0.6829999999999999,47,+22:22,,Capelle Christophe,47,,22:22 22:22,0,2001
25.0,0.6829999999999999,48,+22:23,,Javier Vila Francisco,48,Ibanesto.com,22:23 22:23,0,2001
26.0,0.6829999999999999,49,+22:27,,Morin Anthony,49,Cr\xe9dit Agricole,22:27 22:27,0,2001
27.0,0.682,50,+22:58,,Renier Franck,50,Bonjour,22:58 22:58,0,2001
34.0,0.6809999999999999,51,+23:13,,Madouas Laurent,51,Festina,23:13 23:13,0,2001
32.0,0.6809999999999999,52,+23:22,,Simon Fran\xe7ois,52,Bonjour,23:22 23:22,0,2001
29.0,0.6809999999999999,53,+23:25,,Julich Bobby,53,Cr\xe9dit Agricole,23:25 23:25,0,2001
22.0,0.6809999999999999,54,+23:30,,Zajicek Philip,54,Mercury - Viatel,23:30 23:30,0,2001
25.0,0.6809999999999999,55,+23:22,,Vermaut Steve,55,Lotto - Adecco,23:22 23:22,0,2001
22.0,0.68,56,+23:35,,Casar Sandy,56,La Fran\xe7aise des Jeux,23:35 23:35,0,2001
29.0,0.68,57,+23:38,,van de Wouwer Kurt,57,Lotto - Adecco,23:38 23:38,0,2001
28.0,0.68,58,+23:42,,Vaughters Jonathan,58,Cr\xe9dit Agricole,23:42 23:42,0,2001
26.0,0.68,59,+23:56,,Nazon Damien,59,Bonjour,23:56 23:56,0,2001
32.0,0.679,60,+24:20,,Bordenave Philippe,60,AG2R Pr\xe9voyance,24:20 24:20,0,2001
27.0,0.679,61,+24:30,,Halgand Patrice,61,Jean Delatour,24:30 24:30,0,2001
25.0,0.679,62,+24:08,,Plouhinec Samuel,62,Jean Delatour,24:08 24:08,0,2001
