Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
26,,9.0,+0:10,30.0,Hushovd Thor,1,Cr\xe9dit Agricole,6:03:47 6:03:47,1,2004
30,,10.0,+0:10,18.0,O'Grady Stuart,2,Cofidis,",, ,,",1,2004
23,,52.0,+0:41,12.0,Dumoulin Samuel,3,AG2R Pr\xe9voyance,",, ,,",1,2004
25,,40.0,+0:35,7.0,Cooke Baden,4,Fdjeux.com,",, ,,",1,2004
28,,78.0,+0:58,4.0,Freire Oscar,5,Rabobank ProTeam,",, ,,",1,2004
24,,39.0,+0:34,3.0,Pineau J\xe9rome,6,Brioches La Boulang\xe8re,",, ,,",1,2004
25,,23.0,+0:22,2.0,Krivtsov Yuriy,7,AG2R Pr\xe9voyance,",, ,,",1,2004
29,,59.0,+0:45,1.0,Horrillo Pedro,8,Quickstep - Davitamon,",, ,,",1,2004
29,,8.0,+0:09,,Gutierrez Jose Enrique,9,Phonak Hearing Systems,",, ,,",1,2004
27,,63.0,+0:46,,Isasi Inaki,10,Euskaltel - Euskadi,",, ,,",1,2004
24,,26.0,+0:24,,Voeckler Thomas,11,Brioches La Boulang\xe8re,",, ,,",1,2004
30,,58.0,+0:44,,Renier Franck,12,Brioches La Boulang\xe8re,",, ,,",1,2004
30,,13.0,+0:13,,Hincapie George,13,US Postal Service,",, ,,",1,2004
23,,70.0,+0:54,,Eisel Bernhard,14,Fdjeux.com,",, ,,",1,2004
28,,24.0,+0:23,,Grabsch Bert,15,Phonak Hearing Systems,",, ,,",1,2004
33,,30.0,+0:24,,Dekker Erik,16,Rabobank ProTeam,",, ,,",1,2004
26,,1.0,+0:00,,Mayo Iban,17,Euskaltel - Euskadi,",, ,,",1,2004
24,,65.0,+0:47,,Nuyens Nick,18,Quickstep - Davitamon,",, ,,",1,2004
31,,54.0,+0:43,,Jalabert Nicolas,19,Phonak Hearing Systems,",, ,,",1,2004
27,,6.0,+0:06,,Sevilla Oscar,20,Phonak Hearing Systems,",, ,,",1,2004
23,,69.0,+0:54,,Geslin Anthony,21,Brioches La Boulang\xe8re,",, ,,",1,2004
33,,2.0,+0:01,,Hamilton Tyler,22,Phonak Hearing Systems,",, ,,",1,2004
26,,4.0,+0:02,,Pereiro Oscar,23,Phonak Hearing Systems,",, ,,",1,2004
29,,64.0,+0:47,,Botcharov Alexandre,24,Cr\xe9dit Agricole,",, ,,",1,2004
26,,80.0,+1:01,,Inaudi Nicolas,25,AG2R Pr\xe9voyance,",, ,,",1,2004
34,,49.0,+0:40,,Virenque Richard,26,Quickstep - Davitamon,",, ,,",1,2004
27,,27.0,+0:24,,Flores Iker,27,Euskaltel - Euskadi,",, ,,",1,2004
24,,37.0,+0:33,,Calzati Sylvain,28,R.a.g.t Semence - Mg Rover,",, ,,",1,2004
33,,75.0,+0:56,,Beltran Manuel,29,US Postal Service,",, ,,",1,2004
24,,5.0,+0:06,,Rogers Michael,30,Quickstep - Davitamon,",, ,,",1,2004
25,,31.0,+0:24,,Cama\xf1o Iker,31,Euskaltel - Euskadi,",, ,,",1,2004
29,,28.0,+0:24,,Sastre Carlos,32,CSC ProTeam,",, ,,",1,2004
30,,12.0,+0:12,,Leipheimer Levi,33,Rabobank ProTeam,",, ,,",1,2004
35,,21.0,+0:20,,Dufaux Laurent,34,Quickstep - Davitamon,",, ,,",1,2004
28,,73.0,+0:56,,Auger Guillaume,35,R.a.g.t Semence - Mg Rover,",, ,,",1,2004
25,,36.0,+0:32,,Portal Nicolas,36,AG2R Pr\xe9voyance,",, ,,",1,2004
24,,15.0,+0:13,,Astarloza Mikel,37,AG2R Pr\xe9voyance,",, ,,",1,2004
30,,47.0,+0:39,,Salmon Benoit,38,Cr\xe9dit Agricole,",, ,,",1,2004
31,,51.0,+0:41,,Beneteau Walter,39,Brioches La Boulang\xe8re,",, ,,",1,2004
28,,66.0,+0:50,,Landis Floyd,40,US Postal Service,",, ,,",1,2004
30,,38.0,+0:33,,Pichon Mickael,41,Brioches La Boulang\xe8re,",, ,,",1,2004
25,,29.0,+0:24,,Fedrigo Pierrick,42,Cr\xe9dit Agricole,",, ,,",1,2004
