Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
31,47.798,,+0:00,30.0,Hincapie George,1,Discovery Channel,9:55 9:55,0,2005
31,47.718,,+0:00,18.0,Leipheimer Levi,2,Gerolsteiner,0:01 0:01,0,2005
25,47.559,,+0:00,12.0,Kashechkin Andrey,3,Cr\xe9dit Agricole,0:03 0:03,0,2005
29,47.4,,+0:00,7.0,Landis Floyd,4,Phonak Hearing Systems,0:05 0:05,0,2005
33,47.321000000000005,,+0:00,4.0,Armstrong Lance,5,Discovery Channel,0:06 0:06,0,2005
27,47.243,,+0:00,3.0,Pereiro Oscar,6,Phonak Hearing Systems,0:07 0:07,0,2005
22,47.086000000000006,,+0:00,2.0,Contador Alberto,7,Liberty Seguros - W\xfcrth Team,0:09 0:09,0,2005
33,46.776,,+0:00,1.0,Rebellin Davide,8,Gerolsteiner,0:13 0:13,0,2005
26,46.776,,+0:00,,Guti\xe9rrez Jos\xe9 Iv\xe1n,9,Illes Balears - Caisse d'Epargne,",, 0:13",0,2005
28,46.7,,+0:00,,Lara Francisco Jos\xe9,10,T-Mobile Team,0:14 0:14,0,2005
32,46.7,,+0:00,,Botero Santiago,11,Phonak Hearing Systems,",, 0:14",0,2005
31,46.7,,+0:00,,Vinokourov Alexandre,12,T-Mobile Team,",, 0:14",0,2005
30,46.547,,+0:00,,Verbrugghe Rik,13,Quickstep - Innergetic,0:16 0:16,0,2005
34,46.471000000000004,,+0:00,,Moreau Christophe,14,Cr\xe9dit Agricole,0:17 0:17,0,2005
30,46.395,,+0:00,,Giunti Massimo,15,Fassa Bortolo,0:18 0:18,0,2005
25,46.395,,+0:00,,Nuyens Nick,16,Quickstep - Innergetic,",, 0:18",0,2005
27,46.395,,+0:00,,Menchov Denis,17,Rabobank ProTeam,",, 0:18",0,2005
30,46.318999999999996,,+0:00,,Moncouti\xe9 David,18,Cofidis,0:19 0:19,0,2005
34,46.318999999999996,,+0:00,,Dekker Erik,19,Rabobank ProTeam,",, 0:19",0,2005
27,46.169,,+0:00,,Flecha Juan Antonio,20,Fassa Bortolo,0:21 0:21,0,2005
30,46.169,,+0:00,,Ca\xf1ada David,21,Saunier Duval - Prodir,",, 0:21",0,2005
