Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
30,104,16,,De Gendt Thomas,1,Lotto Soudal,,1,2017
26,12,4,,Domont Axel,2,AG2R La Mondiale,,1,2017
28,216,3,,Madrazo \xc1ngel,3,Delko Marseille Provence KTM,,1,2017
31,211,2,,Fernandez Delio,4,Delko Marseille Provence KTM,,1,2017
23,16,1,,Latour Pierre,5,AG2R La Mondiale,,1,2017
30,104,17,1.0,De Gendt Thomas,1,Lotto Soudal,-,2,2017
23,83,9,,Bouwman Koen,2,Team LottoNL-Jumbo,-,2,2017
26,212,6,,Combaud Romain,3,Delko Marseille Provence KTM,-,2,2017
26,12,4,2.0,Domont Axel,4,AG2R La Mondiale,\u25bc2,2,2017
28,216,3,3.0,Madrazo \xc1ngel,5,Delko Marseille Provence KTM,\u25bc2,2,2017
31,211,2,4.0,Fernandez Delio,6,Delko Marseille Provence KTM,\u25bc2,2,2017
25,153,2,,Brown Nathan,7,Cannondale-Drapac Pro Cycling Team,-,2,2017
23,16,1,5.0,Latour Pierre,8,AG2R La Mondiale,\u25bc3,2,2017
30,104,17,1.0,De Gendt Thomas,1,Lotto Soudal,-,3,2017
23,83,14,2.0,Bouwman Koen,2,Team LottoNL-Jumbo,-,3,2017
26,212,6,3.0,Combaud Romain,3,Delko Marseille Provence KTM,-,3,2017
26,12,4,4.0,Domont Axel,4,AG2R La Mondiale,-,3,2017
28,216,3,5.0,Madrazo \xc1ngel,5,Delko Marseille Provence KTM,-,3,2017
31,211,2,6.0,Fernandez Delio,6,Delko Marseille Provence KTM,-,3,2017
25,153,2,7.0,Brown Nathan,7,Cannondale-Drapac Pro Cycling Team,-,3,2017
23,16,1,8.0,Latour Pierre,8,AG2R La Mondiale,-,3,2017
27,202,1,,Backaert Frederik,9,Wanty - Groupe Gobert,-,3,2017
30,104,17,1.0,De Gendt Thomas,1,Lotto Soudal,-,4,2017
23,83,14,2.0,Bouwman Koen,2,Team LottoNL-Jumbo,-,4,2017
26,212,6,3.0,Combaud Romain,3,Delko Marseille Provence KTM,-,4,2017
26,12,4,4.0,Domont Axel,4,AG2R La Mondiale,-,4,2017
28,216,3,5.0,Madrazo \xc1ngel,5,Delko Marseille Provence KTM,-,4,2017
31,211,2,6.0,Fernandez Delio,6,Delko Marseille Provence KTM,-,4,2017
25,153,2,7.0,Brown Nathan,7,Cannondale-Drapac Pro Cycling Team,-,4,2017
23,16,1,8.0,Latour Pierre,8,AG2R La Mondiale,-,4,2017
27,202,1,9.0,Backaert Frederik,9,Wanty - Groupe Gobert,-,4,2017
23,83,24,2.0,Bouwman Koen,1,Team LottoNL-Jumbo,\u25b21,5,2017
30,104,19,1.0,De Gendt Thomas,2,Lotto Soudal,\u25bc1,5,2017
26,212,6,3.0,Combaud Romain,3,Delko Marseille Provence KTM,-,5,2017
26,12,4,4.0,Domont Axel,4,AG2R La Mondiale,-,5,2017
28,216,3,5.0,Madrazo \xc1ngel,5,Delko Marseille Provence KTM,-,5,2017
32,213,3,,El Fares Julien,6,Delko Marseille Provence KTM,-,5,2017
31,211,2,6.0,Fernandez Delio,7,Delko Marseille Provence KTM,\u25bc1,5,2017
25,153,2,7.0,Brown Nathan,8,Cannondale-Drapac Pro Cycling Team,\u25bc1,5,2017
25,158,2,,van Baarle Dylan,9,Cannondale-Drapac Pro Cycling Team,-,5,2017
23,16,1,8.0,Latour Pierre,10,AG2R La Mondiale,\u25bc2,5,2017
27,202,1,9.0,Backaert Frederik,11,Wanty - Groupe Gobert,\u25bc2,5,2017
28,204,1,,Minnaard Marco,12,Wanty - Groupe Gobert,-,5,2017
23,83,24,1.0,Bouwman Koen,1,Team LottoNL-Jumbo,-,6,2017
30,104,19,2.0,De Gendt Thomas,2,Lotto Soudal,-,6,2017
26,71,15,,Aru Fabio,3,Astana Pro Team,-,6,2017
32,31,12,,Porte Richie,4,BMC Racing Team,-,6,2017
32,1,10,,Froome Christopher,5,Team Sky,-,6,2017
32,73,8,,Fuglsang Jakob,6,Astana Pro Team,-,6,2017
26,212,6,3.0,Combaud Romain,7,Delko Marseille Provence KTM,\u25bc4,6,2017
30,21,6,,Martin Daniel,8,Quick-Step Floors,-,6,2017
26,17,5,,Naesen Oliver,9,AG2R La Mondiale,-,6,2017
24,193,4,,Buchmann Emanuel,10,BORA - hansgrohe,-,6,2017
26,12,4,4.0,Domont Axel,11,AG2R La Mondiale,\u25bc7,6,2017
33,175,3,,Pauwels Serge,12,Team Dimension Data,-,6,2017
37,51,3,,Valverde Alejandro,13,Movistar Team,-,6,2017
28,216,3,5.0,Madrazo \xc1ngel,14,Delko Marseille Provence KTM,\u25bc9,6,2017
32,213,3,6.0,El Fares Julien,15,Delko Marseille Provence KTM,\u25bc9,6,2017
34,41,2,,Contador Alberto,16,Trek - Segafredo,-,6,2017
25,153,2,8.0,Brown Nathan,17,Cannondale-Drapac Pro Cycling Team,\u25bc9,6,2017
31,211,2,7.0,Fernandez Delio,18,Delko Marseille Provence KTM,\u25bc11,6,2017
25,158,2,9.0,van Baarle Dylan,19,Cannondale-Drapac Pro Cycling Team,\u25bc10,6,2017
26,11,1,,Bardet Romain,20,AG2R La Mondiale,-,6,2017
23,16,1,10.0,Latour Pierre,21,AG2R La Mondiale,\u25bc11,6,2017
23,152,1,,Bettiol Alberto,22,Cannondale-Drapac Pro Cycling Team,-,6,2017
27,202,1,11.0,Backaert Frederik,23,Wanty - Groupe Gobert,\u25bc12,6,2017
28,204,1,12.0,Minnaard Marco,24,Wanty - Groupe Gobert,\u25bc12,6,2017
23,83,44,1.0,Bouwman Koen,1,Team LottoNL-Jumbo,-,7,2017
27,3,21,,Kennaugh Peter,2,Team Sky,-,7,2017
29,186,21,,Swift Ben,3,UAE Team Emirates,-,7,2017
30,104,19,2.0,De Gendt Thomas,4,Lotto Soudal,\u25bc2,7,2017
26,56,18,,Herrada Jes\xfas,5,Movistar Team,-,7,2017
26,71,15,3.0,Aru Fabio,6,Astana Pro Team,\u25bc3,7,2017
32,108,15,,Vanendert Jelle,7,Lotto Soudal,-,7,2017
32,31,12,4.0,Porte Richie,8,BMC Racing Team,\u25bc4,7,2017
32,1,10,5.0,Froome Christopher,9,Team Sky,\u25bc4,7,2017
32,73,8,6.0,Fuglsang Jakob,10,Astana Pro Team,\u25bc4,7,2017
27,187,8,,Ulissi Diego,11,UAE Team Emirates,-,7,2017
31,211,8,18.0,Fernandez Delio,12,Delko Marseille Provence KTM,\u25b26,7,2017
26,212,6,7.0,Combaud Romain,13,Delko Marseille Provence KTM,\u25bc6,7,2017
30,21,6,8.0,Martin Daniel,14,Quick-Step Floors,\u25bc6,7,2017
29,166,6,,Sicard Romain,15,Direct Energie,-,7,2017
27,178,6,,Thwaites Scott,16,Team Dimension Data,-,7,2017
26,17,5,9.0,Naesen Oliver,17,AG2R La Mondiale,\u25bc8,7,2017
24,193,4,10.0,Buchmann Emanuel,18,BORA - hansgrohe,\u25bc8,7,2017
28,151,4,,Talansky Andrew,19,Cannondale-Drapac Pro Cycling Team,-,7,2017
26,12,4,11.0,Domont Axel,20,AG2R La Mondiale,\u25bc9,7,2017
33,175,3,12.0,Pauwels Serge,21,Team Dimension Data,\u25bc9,7,2017
37,51,3,13.0,Valverde Alejandro,22,Movistar Team,\u25bc9,7,2017
28,216,3,14.0,Madrazo \xc1ngel,23,Delko Marseille Provence KTM,\u25bc9,7,2017
32,213,3,15.0,El Fares Julien,24,Delko Marseille Provence KTM,\u25bc9,7,2017
26,11,2,20.0,Bardet Romain,25,AG2R La Mondiale,\u25bc5,7,2017
34,41,2,16.0,Contador Alberto,26,Trek - Segafredo,\u25bc10,7,2017
29,18,2,,Vuillermoz Alexis,27,AG2R La Mondiale,-,7,2017
25,153,2,17.0,Brown Nathan,28,Cannondale-Drapac Pro Cycling Team,\u25bc11,7,2017
22,137,2,,Hofstede Lennard,29,Team Sunweb,-,7,2017
25,158,2,19.0,van Baarle Dylan,30,Cannondale-Drapac Pro Cycling Team,\u25bc11,7,2017
