Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
32,,,+0:00,,Fedrigo Pierrick,112,FDJ,",, 2:49",,1,2011
22,,,+0:00,,Degenkolb John,113,HTC - High Road,",, 2:49",,1,2011
23,,,+0:00,,Ghyselinck Jan,114,HTC - High Road,",, 2:49",,1,2011
30,,,+0:00,,Marzano Marco,115,Lampre - ISD,3:02 3:02,,1,2011
28,,,+0:00,,Minard S\xe9bastien,116,AG2R La Mondiale,",, 3:02",,1,2011
33,,,+0:00,,Basso Ivan,117,Liquigas - Cannondale,3:09 3:09,,1,2011
30,,,+0:00,,Barredo Carlos,118*,Rabobank Cycling Team,",, 3:09",,1,2011
32,,,+0:00,,Perez Francisco,118,Movistar Team,3:35 3:35,,1,2011
21,,,+0:00,,Tratnik Jan,119,Quickstep Cycling Team,3:52 3:52,,1,2011
28,,,+0:00,,Reda Francesco,120,Quickstep Cycling Team,4:15 4:15,,1,2011
27,,,+0:00,,Pujol Oscar,121,Omega Pharma-Lotto,4:20 4:20,,1,2011
33,,,+0:00,,Perez Aitor,122,Lampre - ISD,4:41 4:41,,1,2011
22,,,+0:00,,Ligthart Pim,123,Vacansoleil - DCM,",, 4:41",,1,2011
32,,,+0:00,,Veuchelen Frederik,124,Vacansoleil - DCM,",, 4:41",,1,2011
31,,,+0:00,,Gerrans Simon,125,Sky Procycling,6:22 6:22,,1,2011
35,,,+0:00,,Klier Andreas,126,Team Garmin - Cerv\xe9lo,",, 6:22",,1,2011
26,,,+0:00,,Bandiera Marco,127,Quickstep Cycling Team,",, 6:22",,1,2011
37,,,+0:00,,Hinault S\xe9bastien,128,AG2R La Mondiale,",, 6:22",,1,2011
20,,,+0:00,,Herrada Jes\xfas,129,Movistar Team,",, 6:22",,1,2011
28,,,+0:00,,Bonnet William,130,FDJ,",, 6:22",,1,2011
24,,,+0:00,,Schar Michael,131,BMC Racing Team,",, 6:22",,1,2011
23,,,+0:00,,Navardauskas Ramunas,132,Team Garmin - Cerv\xe9lo,",, 6:22",,1,2011
28,,,+0:00,,Monier Damien,133,Cofidis Le Credit en Ligne,",, 6:22",,1,2011
25,,,+0:00,,Roelandts Jurgen,134,Omega Pharma-Lotto,",, 6:22",,1,2011
28,,,+0:00,,Gusev Vladimir,135,Team Katusha,6:28 6:28,,1,2011
31,,,+0:00,,Quinziato Manuel,136,BMC Racing Team,7:34 7:34,,1,2011
30,,,+0:00,,Da Dalto Mauro,137,Liquigas - Cannondale,",, 7:34",,1,2011
26,,,+0:00,,Murphy John,138,BMC Racing Team,",, 7:34",,1,2011
26,,,+0:00,,Ignatyev Mikhail,139,Team Katusha,",, 7:34",,1,2011
30,,,+0:00,,Longo Borghini Paolo,140,Liquigas - Cannondale,",, 7:34",,1,2011
35,,,+0:00,,Kroon Karsten,141,BMC Racing Team,",, 7:34",,1,2011
27,,,+0:00,,Go\u0142a\u015b Micha\u0142,142,Vacansoleil - DCM,",, 7:34",,1,2011
25,,,+0:00,,Bessy Cyril,143,Saur - Sojasun,",, 7:34",,1,2011
28,,,+0:00,,Lemoine Cyril,144,Saur - Sojasun,",, 7:34",,1,2011
30,,,+0:00,,Vansummeren Johan,145,Team Garmin - Cerv\xe9lo,",, 7:34",,1,2011
31,,,+0:00,,Urtasun Pablo,146,Euskaltel - Euskadi,",, 7:34",,1,2011
28,,,+0:00,,Chavanel S\xe9bastien,147,Team Europcar,9:34 9:34,,1,2011
25,,,+0:00,,Intxausti Be\xf1at,148,Movistar Team,10:26 10:26,,1,2011
35,,,+0:00,,Garate Juan Manuel,149,Rabobank Cycling Team,",, 10:26",,1,2011
31,,,+0:00,,Duque Leonardo,150,Cofidis Le Credit en Ligne,",, 10:26",,1,2011
35,,,+0:00,,Niermann Grischa,151,Rabobank Cycling Team,",, 10:26",,1,2011
38,,,+0:00,,Garcia Jose Vicente,152,Movistar Team,",, 10:26",,1,2011
33,,,+0:00,,Tjallingii Maarten,153,Rabobank Cycling Team,",, 10:26",,1,2011
27,,,+0:00,,Farrar Tyler,154,Team Garmin - Cerv\xe9lo,",, 10:26",,1,2011
36,,,+0:00,,Dean Julian,155,Team Garmin - Cerv\xe9lo,",, 10:26",,1,2011
36,,,+0:00,,Ivanov Serguei,156,Team Katusha,",, 10:26",,1,2011
31,,,+0:00,,Willems Frederik,157,Omega Pharma-Lotto,",, 10:26",,1,2011
26,,,+0:00,,Dehaes Kenny,158,Omega Pharma-Lotto,",, 10:26",,1,2011
28,,,+0:00,,Westra Lieuwe,159,Vacansoleil - DCM,",, 10:26",,1,2011
26,,,+0:00,,Jerome Vincent,160,Team Europcar,",, 10:26",,1,2011
27,,,+0:00,,de Maar Marc,161,Quickstep Cycling Team,",, 10:26",,1,2011
37,,,+0:00,,McCartney Jason,162,RadioShack,",, 10:26",,1,2011
29,,,+0:00,,Vaitkus Tomas,163,Pro Team Astana,",, 10:26",,1,2011
27,,,+0:00,,Grivko Andrei,164,Pro Team Astana,",, 10:26",,1,2011
30,,,+0:00,,Szeghalmi Balint,165,Lampre - ISD,",, 10:26",,1,2011
27,,,+0:00,,Kondrut Vitaliy,166,Lampre - ISD,",, 10:26",,1,2011
26,,,+0:00,,Belkov Maxim,167,Vacansoleil - DCM,",, 10:26",,1,2011
30,,,+0:00,,Haedo Juan Jose,168,Saxo Bank - Sungard,",, 10:26",,1,2011
28,,,+0:00,,Haedo Lucas Sebastian,169,Saxo Bank - Sungard,",, 10:26",,1,2011
32,,,+0:00,,Cappelle Andy,170,Quickstep Cycling Team,",, 10:26",,1,2011
22,,,+0:00,,Vandousselaere Sven,171,Omega Pharma-Lotto,",, 10:26",,1,2011
27,,,+0:00,,Rabon Frantisek,172,HTC - High Road,",, 10:26",,1,2011
32,,,+0:00,,Buffaz Mickael,173,Cofidis Le Credit en Ligne,",, 10:26",,1,2011
30,,,+0:00,,Dumoulin Samuel,174,Cofidis Le Credit en Ligne,",, 10:26",,1,2011
22,,,+0:00,50.0,Degenkolb John,1,HTC - High Road,4:02:39 4:02:39,6.0,2,2011
30,,,+0:00,30.0,Dumoulin Samuel,2,Cofidis Le Credit en Ligne,",, ,,",4.0,2,2011
37,,,+0:00,18.0,Hinault S\xe9bastien,3,AG2R La Mondiale,",, ,,",2.0,2,2011
27,,,+0:00,13.0,Martens Paul,4,Rabobank Cycling Team,",, ,,",1.0,2,2011
32,,,+0:00,10.0,Rodr\xedguez Joaquim,5,Team Katusha,",, ,,",1.0,2,2011
31,,,+0:00,7.0,Voeckler Thomas,6,Team Europcar,",, ,,",,2,2011
26,,,+0:00,4.0,Vanendert Jelle,7,Omega Pharma-Lotto,",, ,,",,2,2011
25,,,+0:00,3.0,Bole Grega,8,Lampre - ISD,",, ,,",,2,2011
26,,,+0:00,2.0,Roche Nicolas,9,AG2R La Mondiale,",, ,,",,2,2011
30,,,+0:00,1.0,Wegmann Fabian,10,Leopard Trek,",, ,,",,2,2011
24,,,+0:00,,Ruijgh Rob,11,Vacansoleil - DCM,",, ,,",,2,2011
29,,,+0:00,,Lequatre Geoffroy,12,RadioShack,",, ,,",,2,2011
31,,,+0:00,,Wiggins Bradley,13,Sky Procycling,",, ,,",,2,2011
37,,,+0:00,,Vinokourov Alexandre,14,Pro Team Astana,",, ,,",,2,2011
24,,,+0:00,,Koren Kristijan,15,Liquigas - Cannondale,0:06 0:06,,2,2011
24,,,+0:00,,Coppel J\xe9rome,16,Saur - Sojasun,",, 0:06",,2,2011
24,,,+0:00,,Costa Rui,17,Movistar Team,",, 0:06",,2,2011
36,,,+0:00,,Moncouti\xe9 David,18,Cofidis Le Credit en Ligne,",, 0:06",,2,2011
24,,,+0:00,,Hermans Ben,19,RadioShack,",, 0:06",,2,2011
30,,,+0:00,,Zaugg Oliver,20,Leopard Trek,",, 0:06",,2,2011
28,,,+0:00,,Rohregger Thomas,21,Leopard Trek,",, 0:06",,2,2011
28,,,+0:00,,Bonnet William,22,FDJ,",, 0:06",,2,2011
28,,,+0:00,,Lemoine Cyril,23,Saur - Sojasun,",, 0:06",,2,2011
25,,,+0:00,,Simon Julien,24,Saur - Sojasun,",, 0:06",,2,2011
25,,,+0:00,,Di Gr\xe9gorio R\xe9my,25,Pro Team Astana,",, 0:06",,2,2011
27,,,+0:00,,Brajkovi\u010d Janez,26,RadioShack,",, 0:06",,2,2011
34,,,+0:00,,Evans Cadel,27,BMC Racing Team,",, 0:06",,2,2011
33,,,+0:00,,Martinez Egoi,28,Euskaltel - Euskadi,",, 0:06",,2,2011
36,,,+0:00,,S\xf8rensen Nicki,29,Saxo Bank - Sungard,",, 0:06",,2,2011
25,,,+0:00,,Roelandts Jurgen,30,Omega Pharma-Lotto,",, 0:06",,2,2011
24,,,+0:00,,Kadri Blel,31,AG2R La Mondiale,",, 0:06",,2,2011
33,,,+0:00,,S\xe1nchez Samuel,32,Euskaltel - Euskadi,",, 0:06",,2,2011
30,,,+0:00,,Pires Bruno,33,Leopard Trek,",, 0:06",,2,2011
24,,,+0:00,,Paterski Maciej,34,Liquigas - Cannondale,",, 0:06",,2,2011
34,,,+0:00,,Peraud Jean-Christophe,35,AG2R La Mondiale,",, 0:06",,2,2011
29,,,+0:00,,Pauriol R\xe9mi,36,FDJ,",, 0:06",,2,2011
31,,,+0:00,,Bellotti Francesco,37,Liquigas - Cannondale,",, 0:06",,2,2011
27,,,+0:00,,Go\u0142a\u015b Micha\u0142,38,Vacansoleil - DCM,",, 0:06",,2,2011
30,,,+0:00,,Riblon Christophe,39,AG2R La Mondiale,",, 0:06",,2,2011
28,,,+0:00,,Siutsou Kanstantsin,40,HTC - High Road,",, 0:06",,2,2011
26,,,+0:00,,Selvaggi Mirko,41,Vacansoleil - DCM,",, 0:06",,2,2011
32,,,+0:00,,Verdugo Gorka,42,Euskaltel - Euskadi,",, 0:06",,2,2011
23,,,+0:00,,Gautier Cyril,43,Team Europcar,",, 0:06",,2,2011
25,,,+0:00,,Jeannesson Arnold,44,FDJ,",, 0:06",,2,2011
36,,,+0:00,,Dean Julian,45,Team Garmin - Cerv\xe9lo,",, 0:06",,2,2011
24,,,+0:00,,Amador Andrey,46,Movistar Team,",, 0:06",,2,2011
21,,,+0:00,,Bilbao Pello,47,Euskaltel - Euskadi,",, 0:06",,2,2011
30,,,+0:00,,Karpets Vladimir,48,Team Katusha,",, 0:06",,2,2011
30,,,+0:00,,Lopez David,49,Movistar Team,",, 0:06",,2,2011
27,,,+0:00,,Trofimov Yuri,50,Team Katusha,",, 0:06",,2,2011
26,,,+0:00,,S\xf8rensen Chris Anker,51,Saxo Bank - Sungard,",, 0:06",,2,2011
24,,,+0:00,,Rolland Pierre,52,Team Europcar,",, 0:06",,2,2011
27,,,+0:00,,de Maar Marc,53,Quickstep Cycling Team,",, 0:06",,2,2011
30,,,+0:00,,Kern Christophe,54,Team Europcar,",, 0:06",,2,2011
23,,,+0:00,,Navardauskas Ramunas,55,Team Garmin - Cerv\xe9lo,",, 0:06",,2,2011
26,,,+0:00,,Finetto Mauro,56,Liquigas - Cannondale,",, 0:06",,2,2011
29,,,+0:00,,Vandborg Brian,57,Saxo Bank - Sungard,",, 0:06",,2,2011
26,,,+0:00,,Lund Anders,58,Leopard Trek,",, 0:06",,2,2011
33,,,+0:00,,Flecha Juan Antonio,59,Sky Procycling,",, 0:06",,2,2011
25,,,+0:00,,Thomas Geraint,60,Sky Procycling,",, 0:06",,2,2011
30,,,+0:00,,Mourey Francis,61,FDJ,",, 0:06",,2,2011
22,,,+0:00,,Ligthart Pim,62,Vacansoleil - DCM,",, 0:06",,2,2011
27,,,+0:00,,Roy J\xe9r\xe9my,63,FDJ,",, 0:06",,2,2011
28,,,+0:00,,Txurruka Amets,64,Euskaltel - Euskadi,",, 0:06",,2,2011
32,,,+0:00,,Fedrigo Pierrick,65,FDJ,",, 0:06",,2,2011
26,,,+0:00,,Perget Mathieu,66,AG2R La Mondiale,",, 0:06",,2,2011
31,,,+0:00,,Irizar Markel,67,RadioShack,",, 0:06",,2,2011
30,,,+0:00,,Knees Christian,68,Sky Procycling,",, 0:06",,2,2011
31,,,+0:00,,Kashechkin Andrey,69,Lampre - ISD,",, 0:06",,2,2011
24,,,+0:00,,Taaram\xe4e Rein,70,Cofidis Le Credit en Ligne,",, 0:06",,2,2011
24,,,+0:00,,Bouet Maxime,71,AG2R La Mondiale,",, 0:06",,2,2011
30,,,+0:00,,Kolobnev Alexandr,72,Team Katusha,",, 0:06",,2,2011
26,,,+0:00,,Didier Laurent,73,Saxo Bank - Sungard,",, 0:06",,2,2011
31,,,+0:00,,Joly S\xe9bastien,74,Saur - Sojasun,",, 0:06",,2,2011
30,,,+0:00,,Da Dalto Mauro,75,Liquigas - Cannondale,",, 0:06",,2,2011
29,,,+0:00,,Talabardon Yannick,76,Saur - Sojasun,",, 0:06",,2,2011
27,,,+0:00,,Erviti Imanol,77,Movistar Team,",, 0:06",,2,2011
30,,,+0:00,,Posthuma Joost,78,Leopard Trek,",, 0:06",,2,2011
24,,,+0:00,,Zeits Andrey,79,Pro Team Astana,",, 0:06",,2,2011
21,,,+0:00,,Majka Rafa\u0142,80,Saxo Bank - Sungard,",, 0:06",,2,2011
32,,,+0:00,,Casar Sandy,81,FDJ,",, 0:06",,2,2011
33,,,+0:00,,Vogondy Nicolas,82,Cofidis Le Credit en Ligne,",, 0:06",,2,2011
31,,,+0:00,,Kessiakoff Fredrik,83,Pro Team Astana,",, 0:06",,2,2011
26,,,+0:00,,Hivert Jonathan,84,Saur - Sojasun,",, 0:06",,2,2011
23,,,+0:00,,Ghyselinck Jan,85,HTC - High Road,",, 0:06",,2,2011
24,,,+0:00,,Smukulis Gatis,86,HTC - High Road,",, 0:06",,2,2011
35,,,+0:00,,Klier Andreas,87,Team Garmin - Cerv\xe9lo,",, 0:06",,2,2011
28,,,+0:00,,Haedo Lucas Sebastian,88,Saxo Bank - Sungard,0:29 0:29,,2,2011
28,,,+0:00,,Van den Broeck Jurgen,89,Omega Pharma-Lotto,0:06 0:06,,2,2011
26,,,+0:00,,Busche Matthew,90,RadioShack,0:33 0:33,,2,2011
31,,,+0:00,,Duque Leonardo,91,Cofidis Le Credit en Ligne,",, 0:33",,2,2011
28,,,+0:00,,Gusev Vladimir,92,Team Katusha,0:38 0:38,,2,2011
34,,,+0:00,,Gustov Volodymyr,93,Saxo Bank - Sungard,",, 0:38",,2,2011
29,,,+0:00,,Valentin Tristan,94,Cofidis Le Credit en Ligne,0:39 0:39,,2,2011
30,,,+0:00,,Marzano Marco,95,Lampre - ISD,",, 0:39",,2,2011
26,,,+0:00,,Arashiro Yukiya,96,Team Europcar,",, 0:39",,2,2011
25,,,+0:00,,Feillu Brice,97,Leopard Trek,",, 0:39",,2,2011
26,,,+0:00,,Ignatyev Mikhail,98,Team Katusha,",, 0:39",,2,2011
27,,,+0:00,,Farrar Tyler,99,Team Garmin - Cerv\xe9lo,0:43 0:43,,2,2011
32,,,+0:00,,Buffaz Mickael,100,Cofidis Le Credit en Ligne,0:51 0:51,,2,2011
30,,,+0:00,,Barredo Carlos,101*,Rabobank Cycling Team,",, 0:51",,2,2011
25,,,+0:00,,Gesink Robert,101,Rabobank Cycling Team,",, 0:51",,2,2011
35,,,+0:00,,Garate Juan Manuel,102,Rabobank Cycling Team,",, 0:51",,2,2011
34,,,+0:00,,van de Walle Jurgen,103,Omega Pharma-Lotto,",, 0:51",,2,2011
30,,,+0:00,,Longo Borghini Paolo,104,Liquigas - Cannondale,",, 0:51",,2,2011
30,,,+0:00,,Iglinskiy Maxim,105,Pro Team Astana,",, 0:51",,2,2011
25,,,+0:00,,Boom Lars,106,Rabobank Cycling Team,0:55 0:55,,2,2011
24,,,+0:00,,Schar Michael,107,BMC Racing Team,0:59 0:59,,2,2011
32,,,+0:00,,Perez Francisco,108,Movistar Team,",, 0:59",,2,2011
38,,,+0:00,,Garcia Jose Vicente,109,Movistar Team,",, 0:59",,2,2011
29,,,+0:00,,Moinard Ama\xebl,110,BMC Racing Team,1:10 1:10,,2,2011
28,,,+0:00,,Morabito Steve,111,BMC Racing Team,",, 1:10",,2,2011
30,,,+0:00,,Vansummeren Johan,112,Team Garmin - Cerv\xe9lo,",, 1:10",,2,2011
30,,,+0:00,,Lloyd Daniel,113,Team Garmin - Cerv\xe9lo,",, 1:10",,2,2011
35,,,+0:00,,Kroon Karsten,114,BMC Racing Team,",, 1:10",,2,2011
30,,,+0:00,,Haedo Juan Jose,115,Saxo Bank - Sungard,",, 1:10",,2,2011
33,,,+0:00,,Basso Ivan,116,Liquigas - Cannondale,1:13 1:13,,2,2011
34,,,+0:00,,Zandio Xabier,117,Sky Procycling,",, 1:13",,2,2011
26,,,+0:00,,Bandiera Marco,118,Quickstep Cycling Team,1:28 1:28,,2,2011
32,,,+0:00,,Veuchelen Frederik,119,Vacansoleil - DCM,1:43 1:43,,2,2011
26,,,+0:00,,Jerome Vincent,120,Team Europcar,1:44 1:44,,2,2011
28,,,+0:00,,Monier Damien,121,Cofidis Le Credit en Ligne,1:47 1:47,,2,2011
31,,,+0:00,,Quinziato Manuel,122,BMC Racing Team,1:58 1:58,,2,2011
27,,,+0:00,,Grivko Andrei,123,Pro Team Astana,2:06 2:06,,2,2011
33,,,+0:00,,Tjallingii Maarten,124,Rabobank Cycling Team,2:09 2:09,,2,2011
31,,,+0:00,,Gerrans Simon,125,Sky Procycling,",, 2:09",,2,2011
22,,,+0:00,,Vandousselaere Sven,126,Omega Pharma-Lotto,2:26 2:26,,2,2011
31,,,+0:00,,Willems Frederik,127,Omega Pharma-Lotto,2:28 2:28,,2,2011
28,,,+0:00,,Chavanel S\xe9bastien,128,Team Europcar,3:36 3:36,,2,2011
24,,,+0:00,,Boasson Hagen Edvald,129,Sky Procycling,4:31 4:31,,2,2011
21,,,+0:00,,Pinot Thibaut,130,FDJ,5:50 5:50,,2,2011
32,,,+0:00,,Zabriskie David,131,Team Garmin - Cerv\xe9lo,7:43 7:43,,2,2011
35,,,+0:00,,Niermann Grischa,132,Rabobank Cycling Team,",, 7:43",,2,2011
31,,,+0:00,,Niemiec Przemyslaw,133,Lampre - ISD,",, 7:43",,2,2011
24,,,+0:00,,Martin Daniel,134,Team Garmin - Cerv\xe9lo,",, 7:43",,2,2011
30,,,+0:00,,Anza Santo,135,Vacansoleil - DCM,",, 7:43",,2,2011
21,,,+0:00,,Tratnik Jan,136,Quickstep Cycling Team,",, 7:43",,2,2011
36,,,+0:00,,Ivanov Serguei,137,Team Katusha,",, 7:43",,2,2011
31,,,+0:00,,Paulinho S\xe9rgio,138,RadioShack,",, 7:43",,2,2011
34,,,+0:00,,Zubeldia Haimar,139,RadioShack,",, 7:43",,2,2011
33,,,+0:00,,Perez Aitor,140,Lampre - ISD,",, 7:43",,2,2011
23,,,+0:00,,Denifl Stefan,141,Leopard Trek,",, 7:43",,2,2011
37,,,+0:00,,McCartney Jason,142,RadioShack,",, 7:43",,2,2011
26,,,+0:00,,Cataldo Dario,143,Quickstep Cycling Team,",, 7:43",,2,2011
30,,,+0:00,,Szeghalmi Balint,144,Lampre - ISD,",, 7:43",,2,2011
32,,,+0:00,,Cappelle Andy,145,Quickstep Cycling Team,",, 7:43",,2,2011
27,,,+0:00,,Quemeneur Perrig,146,Team Europcar,",, 7:43",,2,2011
31,,,+0:00,,Velasco Ivan,147,Euskaltel - Euskadi,",, 7:43",,2,2011
27,,,+0:00,,Kondrut Vitaliy,148,Lampre - ISD,",, 7:43",,2,2011
20,,,+0:00,,Herrada Jes\xfas,149,Movistar Team,",, 7:43",,2,2011
28,,,+0:00,,Minard S\xe9bastien,150,AG2R La Mondiale,",, 7:43",,2,2011
23,,,+0:00,,Silin Egor,151,Team Katusha,",, 7:43",,2,2011
28,,,+0:00,,Reda Francesco,152,Quickstep Cycling Team,",, 7:43",,2,2011
21,,,+0:00,,Landa Mikel,153,Euskaltel - Euskadi,",, 7:43",,2,2011
25,,,+0:00,,Bessy Cyril,154,Saur - Sojasun,",, 7:43",,2,2011
24,,,+0:00,,Uran Rigoberto,155,Sky Procycling,",, 7:43",,2,2011
23,,,+0:00,,Malori Adriano,156,Lampre - ISD,",, 7:43",,2,2011
27,,,+0:00,,Santaromita Ivan,157,BMC Racing Team,",, 7:43",,2,2011
25,,,+0:00,,Intxausti Be\xf1at,158,Movistar Team,",, 7:43",,2,2011
34,,,+0:00,,Fofonov Dimitri,159,Pro Team Astana,",, 7:43",,2,2011
28,,,+0:00,,Westra Lieuwe,160,Vacansoleil - DCM,",, 7:43",,2,2011
21,,,+0:00,,Vermote Julien,161,Quickstep Cycling Team,",, 7:43",,2,2011
27,,,+0:00,,Wurf Cameron,162,Liquigas - Cannondale,",, 7:43",,2,2011
26,,,+0:00,,Jeandesboz Fabrice,163,Saur - Sojasun,",, 7:43",,2,2011
31,,,+0:00,,Urtasun Pablo,164,Euskaltel - Euskadi,",, 7:43",,2,2011
26,,,+0:00,,Belkov Maxim,165,Vacansoleil - DCM,",, 7:43",,2,2011
26,,,+0:00,,Murphy John,166,BMC Racing Team,",, 7:43",,2,2011
26,,,+0:00,,Dehaes Kenny,167,Omega Pharma-Lotto,",, 7:43",,2,2011
24,,,+0:00,,Seeldraeyers Kevin,168,Quickstep Cycling Team,",, 7:43",,2,2011
29,,,+0:00,,Vaitkus Tomas,169,Pro Team Astana,",, 7:43",,2,2011
26,,,+0:00,,Martin Tony,170,HTC - High Road,",, 7:43",,2,2011
32,,,+0:00,,Pate Danny,171,HTC - High Road,",, 7:43",,2,2011
27,,,+0:00,,Sanchez Luis Leon,172,Rabobank Cycling Team,",, 7:43",,2,2011
27,,,+0:00,,Rabon Frantisek,173,HTC - High Road,",, 7:43",,2,2011
27,,,+0:00,,Pujol Oscar,174,Omega Pharma-Lotto,7:50 7:50,,2,2011
26,45.974,,+0:00,50.0,Martin Tony,1,HTC - High Road,55:28 55:28,6.0,3,2011
31,45.821999999999996,,+0:00,30.0,Wiggins Bradley,2,Sky Procycling,0:11 0:11,4.0,3,2011
24,45.387,,+0:00,18.0,Boasson Hagen Edvald,3,Sky Procycling,0:43 0:43,2.0,3,2011
32,45.18600000000001,,+0:00,13.0,Zabriskie David,4,Team Garmin - Cerv\xe9lo,0:58 0:58,1.0,3,2011
27,44.934,,+0:00,10.0,Brajkovi\u010d Janez,5,RadioShack,1:17 1:17,1.0,3,2011
34,44.894,,+0:00,7.0,Evans Cadel,6,BMC Racing Team,1:20 1:20,,3,2011
25,44.685,,+0:00,4.0,Thomas Geraint,7,Sky Procycling,1:36 1:36,,3,2011
30,44.672,,+0:00,3.0,Riblon Christophe,8,AG2R La Mondiale,1:37 1:37,,3,2011
24,44.425,,+0:00,2.0,Taaram\xe4e Rein,9,Cofidis Le Credit en Ligne,1:56 1:56,,3,2011
24,44.373999999999995,,+0:00,1.0,Costa Rui,10,Movistar Team,2:00 2:00,,3,2011
28,44.348,,+0:00,,Siutsou Kanstantsin,11,HTC - High Road,2:02 2:02,,3,2011
23,44.321999999999996,,+0:00,,Malori Adriano,12,Lampre - ISD,2:04 2:04,,3,2011
24,44.271,,+0:00,,Coppel J\xe9rome,13,Saur - Sojasun,2:08 2:08,,3,2011
37,44.143,,+0:00,,Vinokourov Alexandre,14,Pro Team Astana,2:18 2:18,,3,2011
25,44.041000000000004,,+0:00,,Hermans Ben,15,RadioShack,2:26 2:26,,3,2011
27,43.89,,+0:00,,Roy J\xe9r\xe9my,16,FDJ,2:38 2:38,,3,2011
28,43.876999999999995,,+0:00,,Van den Broeck Jurgen,17,Omega Pharma-Lotto,2:39 2:39,,3,2011
24,43.852,,+0:00,,Uran Rigoberto,18,Sky Procycling,2:41 2:41,,3,2011
24,43.827,,+0:00,,Koren Kristijan,19,Liquigas - Cannondale,2:43 2:43,,3,2011
24,43.827,,+0:00,,Kadri Blel,20,AG2R La Mondiale,",, 2:43",,3,2011
30,43.802,,+0:00,,Kern Christophe,21,Team Europcar,2:45 2:45,,3,2011
26,43.788999999999994,,+0:00,,Busche Matthew,22,RadioShack,2:46 2:46,,3,2011
25,43.751999999999995,,+0:00,,Gesink Robert,23,Rabobank Cycling Team,2:49 2:49,,3,2011
28,43.714,,+0:00,,Rohregger Thomas,24,Leopard Trek,2:52 2:52,,3,2011
29,43.702,,+0:00,,Vandborg Brian,25,Saxo Bank - Sungard,2:53 2:53,,3,2011
34,43.702,,+0:00,,Peraud Jean-Christophe,26,AG2R La Mondiale,",, 2:53",,3,2011
24,43.677,,+0:00,,Bouet Maxime,27,AG2R La Mondiale,2:55 2:55,,3,2011
28,43.602,,+0:00,,Westra Lieuwe,28,Vacansoleil - DCM,3:01 3:01,,3,2011
30,43.59,,+0:00,,Karpets Vladimir,29,Team Katusha,3:02 3:02,,3,2011
36,43.59,,+0:00,,Moncouti\xe9 David,30,Cofidis Le Credit en Ligne,",, 3:02",,3,2011
32,43.565,,+0:00,,Casar Sandy,31,FDJ,3:04 3:04,,3,2011
21,43.553000000000004,,+0:00,,Pinot Thibaut,32,FDJ,3:05 3:05,,3,2011
30,43.553000000000004,,+0:00,,Pires Bruno,33,Leopard Trek,",, 3:05",,3,2011
32,43.515,,+0:00,,Verdugo Gorka,34,Euskaltel - Euskadi,3:08 3:08,,3,2011
30,43.503,,+0:00,,Posthuma Joost,35,Leopard Trek,3:09 3:09,,3,2011
36,43.49100000000001,,+0:00,,S\xf8rensen Nicki,36,Saxo Bank - Sungard,3:10 3:10,,3,2011
32,43.466,,+0:00,,Pate Danny,37,HTC - High Road,3:12 3:12,,3,2011
33,43.428999999999995,,+0:00,,Flecha Juan Antonio,38,Sky Procycling,3:15 3:15,,3,2011
23,43.428999999999995,,+0:00,,Navardauskas Ramunas,39,Team Garmin - Cerv\xe9lo,",, 3:15",,3,2011
31,43.391999999999996,,+0:00,,Voeckler Thomas,40,Team Europcar,3:18 3:18,,3,2011
27,43.343,,+0:00,,Erviti Imanol,41,Movistar Team,3:22 3:22,,3,2011
33,43.281000000000006,,+0:00,,S\xe1nchez Samuel,42,Euskaltel - Euskadi,3:27 3:27,,3,2011
26,43.233000000000004,,+0:00,,Roche Nicolas,43,AG2R La Mondiale,3:31 3:31,,3,2011
31,43.172,,+0:00,,Niemiec Przemyslaw,44,Lampre - ISD,3:36 3:36,,3,2011
27,43.147,,+0:00,,Sanchez Luis Leon,45,Rabobank Cycling Team,3:38 3:38,,3,2011
24,43.147,,+0:00,,Zeits Andrey,46,Pro Team Astana,",, 3:38",,3,2011
34,43.135,,+0:00,,Zandio Xabier,47,Sky Procycling,3:39 3:39,,3,2011
31,43.111000000000004,,+0:00,,Irizar Markel,48,RadioShack,3:41 3:41,,3,2011
23,43.099,,+0:00,,Ghyselinck Jan,49,HTC - High Road,3:42 3:42,,3,2011
31,43.074,,+0:00,,Kashechkin Andrey,50,Lampre - ISD,3:44 3:44,,3,2011
26,43.062,,+0:00,,Belkov Maxim,51,Vacansoleil - DCM,3:45 3:45,,3,2011
31,43.062,,+0:00,,Paulinho S\xe9rgio,52,RadioShack,",, 3:45",,3,2011
25,43.038000000000004,,+0:00,,Simon Julien,53,Saur - Sojasun,3:47 3:47,,3,2011
24,43.026,,+0:00,,Ruijgh Rob,54,Vacansoleil - DCM,3:48 3:48,,3,2011
25,43.013999999999996,,+0:00,,Jeannesson Arnold,55,FDJ,3:49 3:49,,3,2011
28,42.99,,+0:00,,Txurruka Amets,56,Euskaltel - Euskadi,3:51 3:51,,3,2011
24,42.99,,+0:00,,Amador Andrey,57,Movistar Team,",, 3:51",,3,2011
25,42.965,,+0:00,,Di Gr\xe9gorio R\xe9my,58,Pro Team Astana,3:53 3:53,,3,2011
32,42.953,,+0:00,,Rodr\xedguez Joaquim,59,Team Katusha,3:54 3:54,,3,2011
