BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -3:17:35,,1,Team Europcar,9:56:39 9:56:39,,1,2013
,,+ -3:17:35,,2,Omega Pharma - Quick-Step,1:56 1:56,,1,2013
,,+ -3:17:35,,3,Sky Procycling,1:57 1:57,,1,2013
,,+ -3:17:35,,4,Movistar Team,",, 1:57",,1,2013
,,+ -3:17:35,,5,Blanco Pro Cycling Team,",, 1:57",,1,2013
,,+ -3:17:35,,6,"Cofidis, Solutions Cr\xe9dits",",, 1:57",,1,2013
,,+ -3:17:35,,7,RadioShack - Leopard,",, 1:57",,1,2013
,,+ -3:17:35,,8,Euskaltel - Euskadi,",, 1:57",,1,2013
,,+ -3:17:35,,9,Astana Pro Team,",, 1:57",,1,2013
,,+ -3:17:35,,10,Team Saxo - Tinkoff,",, 1:57",,1,2013
,,+ -3:17:35,,11,FDJ.fr,",, 1:57",,1,2013
,,+ -3:17:35,,12,Lotto Belisol Team,",, 1:57",,1,2013
,,+ -3:17:35,,13,Team Katusha,",, 1:57",,1,2013
,,+ -3:17:35,,14,Team NetApp \u2013 Endura,",, 1:57",,1,2013
,,+ -3:17:35,,15,Cannondale Pro Cycling Team,",, 1:57",,1,2013
,,+ -3:17:35,,16,Vacansoleil - DCM,",, 1:57",,1,2013
,,+ -3:17:35,,17,Bretagne - S\xe9ch\xe9 Environnement,",, 1:57",,1,2013
,,+ -3:17:35,,18,BMC Racing Team,2:42 2:42,,1,2013
,,+ -3:17:35,,19,Team Argos - Shimano,4:15 4:15,,1,2013
,,+ -3:17:35,,20,Orica GreenEDGE,12:13 12:13,,1,2013
,,+ -3:17:35,,21,Garmin Sharp,14:35 14:35,,1,2013
,,+ -3:17:35,,22,Lampre - Merida,20:04 20:04,,1,2013
,,+ -7:56:50,1.0,1,Team Europcar,23:54:24 23:54:24,-,2,2013
,,+ -7:56:50,2.0,2,Omega Pharma - Quick-Step,1:56 1:56,-,2,2013
,,+ -7:56:50,3.0,3,Sky Procycling,1:57 1:57,-,2,2013
,,+ -7:56:50,7.0,4,RadioShack - Leopard,",, 1:57",\u25b23,2,2013
,,+ -7:56:50,4.0,5,Movistar Team,",, 1:57",\u25bc1,2,2013
,,+ -7:56:50,6.0,6,"Cofidis, Solutions Cr\xe9dits",",, 1:57",-,2,2013
,,+ -7:56:50,5.0,7,Blanco Pro Cycling Team,",, 1:57",\u25bc2,2,2013
,,+ -7:56:50,13.0,8,Team Katusha,",, 1:57",\u25b25,2,2013
,,+ -7:56:50,15.0,9,Cannondale Pro Cycling Team,",, 1:57",\u25b26,2,2013
,,+ -7:56:50,8.0,10,Euskaltel - Euskadi,",, 1:57",\u25bc2,2,2013
,,+ -7:56:50,9.0,11,Astana Pro Team,",, 1:57",\u25bc2,2,2013
,,+ -7:56:50,17.0,12,Bretagne - S\xe9ch\xe9 Environnement,",, 1:57",\u25b25,2,2013
,,+ -7:56:50,10.0,13,Team Saxo - Tinkoff,",, 1:57",\u25bc3,2,2013
,,+ -7:56:50,11.0,14,FDJ.fr,",, 1:57",\u25bc3,2,2013
,,+ -7:56:50,14.0,15,Team NetApp \u2013 Endura,4:04 4:04,\u25bc1,2,2013
,,+ -7:56:50,16.0,16,Vacansoleil - DCM,",, 4:04",-,2,2013
,,+ -7:56:50,12.0,17,Lotto Belisol Team,4:22 4:22,\u25bc5,2,2013
,,+ -7:56:50,18.0,18,BMC Racing Team,5:32 5:32,-,2,2013
,,+ -7:56:50,19.0,19,Team Argos - Shimano,9:30 9:30,-,2,2013
,,+ -7:56:50,20.0,20,Orica GreenEDGE,14:20 14:20,-,2,2013
,,+ -7:56:50,22.0,21,Lampre - Merida,22:54 22:54,\u25b21,2,2013
,,+ -7:56:50,21.0,22,Garmin Sharp,24:26 24:26,\u25bc1,2,2013
,,+ - 12:00:22,1.0,1,Team Europcar,36:05:00 36:05:00,-,3,2013
,,+ - 12:00:22,2.0,2,Omega Pharma - Quick-Step,1:56 1:56,-,3,2013
,,+ - 12:00:22,3.0,3,Sky Procycling,1:57 1:57,-,3,2013
,,+ - 12:00:22,4.0,4,RadioShack - Leopard,",, 1:57",-,3,2013
,,+ - 12:00:22,5.0,5,Movistar Team,",, 1:57",-,3,2013
,,+ - 12:00:22,11.0,6,Astana Pro Team,",, 1:57",\u25b25,3,2013
,,+ - 12:00:22,6.0,7,"Cofidis, Solutions Cr\xe9dits",",, 1:57",\u25bc1,3,2013
,,+ - 12:00:22,7.0,8,Blanco Pro Cycling Team,",, 1:57",\u25bc1,3,2013
,,+ - 12:00:22,8.0,9,Team Katusha,",, 1:57",\u25bc1,3,2013
,,+ - 12:00:22,9.0,10,Cannondale Pro Cycling Team,",, 1:57",\u25bc1,3,2013
,,+ - 12:00:22,10.0,11,Euskaltel - Euskadi,",, 1:57",\u25bc1,3,2013
,,+ - 12:00:22,14.0,12,FDJ.fr,",, 1:57",\u25b22,3,2013
,,+ - 12:00:22,12.0,13,Bretagne - S\xe9ch\xe9 Environnement,",, 1:57",\u25bc1,3,2013
,,+ - 12:00:22,13.0,14,Team Saxo - Tinkoff,",, 1:57",\u25bc1,3,2013
