Rnk,Rider,Age,Team,GC,GC-Time,Time,Time won/lost,year,stage
77,van Heeswijk Max,28.0,Domo - Farm Frites,77,+51:13,51:13 51:13,+51:13,2001,5
78,Zandio Xabier,24.0,Ibanesto.com,78,+51:16,51:16 51:16,+51:16,2001,5
79,Magnusson Glenn,31.0,Domo - Farm Frites,79,+51:32,51:32 51:32,+51:32,2001,5
80,Nazon Damien,26.0,Bonjour,80,+51:43,51:43 51:43,+51:43,2001,5
81,Capelle Christophe,33.0,,81,+51:49,51:49 51:49,+51:49,2001,5
82,Pretot Arnaud,29.0,Festina,82,+52:34,52:34 52:34,+52:34,2001,5
83,Lefevre Laurent,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",83,+52:56,52:56 52:56,+52:56,2001,5
84,Chanteur Pascal,33.0,Festina,84,+53:17,53:17 53:17,+53:17,2001,5
85,De Waele Fabian,26.0,Lotto - Adecco,85,+53:33,53:33 53:33,+53:33,2001,5
86,Stoyanov Plamen,29.0,Mercury - Viatel,86,+54:26,54:26 54:26,+54:26,2001,5
87,Auger Ludovic,30.0,,87,+1:02:37,1:02:37 1:02:37,+62:37,2001,5
88,Agnolutto Christophe,31.0,AG2R Pr\xe9voyance,88,+1:02:45,1:02:45 1:02:45,+62:45,2001,5
89,Bordenave Philippe,32.0,AG2R Pr\xe9voyance,89,+1:04:12,1:04:12 1:04:12,+64:12,2001,5
90,Marichal Thierry,28.0,Lotto - Adecco,90,+1:04:35,1:04:35 1:04:35,+64:35,2001,5
91,Fofonov Dimitri,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",91,+1:06:58,1:06:58 1:06:58,+66:58,2001,5
92,Casper Jimmy,23.0,La Fran\xe7aise des Jeux,92,+1:09:46,1:09:46 1:09:46,+69:46,2001,5
93,Gabriel Fr\xe9d\xe9ric,30.0,Bonjour,93,+1:11:23,1:11:23 1:11:23,+71:23,2001,5
1,Moreau Christophe,30.0,Festina,1,+0:00,25:20:54 25:20:54,+0:00,2001,6
2,Tonkov Pavel,32.0,Mercury - Viatel,2,+0:01,0:01 0:01,+0:01,2001,6
3,Salmon Benoit,27.0,AG2R Pr\xe9voyance,3,+1:58,1:58 1:58,+1:58,2001,6
4,Montgomery Sven,25.0,La Fran\xe7aise des Jeux,4,+2:48,2:48 2:48,+2:48,2001,6
5,Kivilev Andrei,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",5,+4:00,4:00 4:00,+4:00,2001,6
6,Menchov Denis,23.0,Ibanesto.com,6,+4:17,4:17 4:17,+4:17,2001,6
7,Etxebarria Unai,28.0,Euskaltel - Euskadi,7,+4:39,4:39 4:39,+4:39,2001,6
8,Chaurreau I\xf1igo,28.0,Euskaltel - Euskadi,8,+6:27,6:27 6:27,+6:27,2001,6
9,Gonzalez Arrieta Jose R\xe1mon,34.0,Euskaltel - Euskadi,9,+7:09,7:09 7:09,+7:09,2001,6
10,Piepoli Leonardo,29.0,Ibanesto.com,10,+7:11,7:11 7:11,+7:11,2001,6
11,Merckx Axel,28.0,Domo - Farm Frites,11,+9:24,9:24 9:24,+9:24,2001,6
12,Rinero Christophe,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",12,+11:35,11:35 11:35,+11:35,2001,6
13,Mikhailov Guennady,27.0,Lotto - Adecco,13,+13:08,13:08 13:08,+13:08,2001,6
14,Del Olmo Jose Maria,,,14,+15:35,15:35 15:35,+15:35,2001,6
15,Mayo Iban,23.0,Euskaltel - Euskadi,15,+16:55,16:55 16:55,+16:55,2001,6
16,Trentin Guido,25.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",16,+17:23,17:23 17:23,+17:23,2001,6
17,Moncouti\xe9 David,26.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",17,+20:57,20:57 20:57,+20:57,2001,6
18,Heulot Stephane,30.0,,18,+22:29,22:29 22:29,+22:29,2001,6
19,Oriol Christophe,28.0,Jean Delatour,19,+24:00,24:00 24:00,+24:00,2001,6
20,Teteriouk Andrei,33.0,Mercury - Viatel,20,+24:16,24:16 24:16,+24:16,2001,6
21,Vogondy Nicolas,23.0,La Fran\xe7aise des Jeux,21,+27:50,27:50 27:50,+27:50,2001,6
22,Botcharov Alexandre,26.0,AG2R Pr\xe9voyance,22,+29:11,29:11 29:11,+29:11,2001,6
23,Bessy Fr\xe9d\xe9ric,29.0,Cr\xe9dit Agricole,23,+34:30,34:30 34:30,+34:30,2001,6
24,Brard Florent,25.0,Festina,24,+35:17,35:17 35:17,+35:17,2001,6
25,Brochard Laurent,33.0,Jean Delatour,25,+40:52,40:52 40:52,+40:52,2001,6
26,Kleynen Steven,23.0,Domo - Farm Frites,26,+42:25,42:25 42:25,+42:25,2001,6
27,McRae William Chann,29.0,US Postal Service,27,+42:40,42:40 42:40,+42:40,2001,6
28,Lelli Massimiliano,33.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",28,+42:53,42:53 42:53,+42:53,2001,6
29,Javier Vila Francisco,25.0,Ibanesto.com,29,+43:43,43:43 43:43,+43:43,2001,6
30,Guilbert Charles,29.0,Bonjour,30,+45:04,45:04 45:04,+45:04,2001,6
31,Jan Xavier,31.0,,31,+46:29,46:29 46:29,+46:29,2001,6
32,De Wolf Steve,25.0,Domo - Farm Frites,32,+47:55,47:55 47:55,+47:55,2001,6
33,Mancebo Francisco,25.0,Ibanesto.com,33,+49:21,49:21 49:21,+49:21,2001,6
34,Julich Bobby,29.0,Cr\xe9dit Agricole,34,+49:32,49:32 49:32,+49:32,2001,6
35,Lino Pascal,34.0,Festina,35,+50:31,50:31 50:31,+50:31,2001,6
36,Rous Didier,30.0,Bonjour,36,+50:54,50:54 50:54,+50:54,2001,6
37,Vermaut Steve,25.0,Lotto - Adecco,37,+53:01,53:01 53:01,+53:01,2001,6
38,Rault Dominique,30.0,,38,+53:03,53:03 53:03,+53:03,2001,6
39,Axelsson Niklas,29.0,Mercury - Viatel,39,+54:20,54:20 54:20,+54:20,2001,6
40,Beneteau Walter,28.0,Bonjour,40,+54:27,54:27 54:27,+54:27,2001,6
41,Jenner Christopher,26.0,Cr\xe9dit Agricole,41,+57:07,57:07 57:07,+57:07,2001,6
42,Voigt Jens,29.0,Cr\xe9dit Agricole,42,+1:00:17,1:00:17 1:00:17,+60:17,2001,6
43,Moerenhout Koos,27.0,Domo - Farm Frites,43,+1:01:07,1:01:07 1:01:07,+61:07,2001,6
44,Maignan Gilles,32.0,AG2R Pr\xe9voyance,44,+1:04:03,1:04:03 1:04:03,+64:03,2001,6
45,Halgand Patrice,27.0,Jean Delatour,45,+1:04:12,1:04:12 1:04:12,+64:12,2001,6
46,Simon Fran\xe7ois,32.0,Bonjour,46,+1:04:24,1:04:24 1:04:24,+64:24,2001,6
47,Sivakov Alexei,29.0,,47,+1:05:17,1:05:17 1:05:17,+65:17,2001,6
48,Morin Anthony,26.0,Cr\xe9dit Agricole,48,+1:06:20,1:06:20 1:06:20,+66:20,2001,6
49,Demarbaix Sebastien,27.0,AG2R Pr\xe9voyance,49,+1:07:50,1:07:50 1:07:50,+67:50,2001,6
50,Flores Iker,24.0,Euskaltel - Euskadi,50,+1:08:46,1:08:46 1:08:46,+68:46,2001,6
51,Bouvard Gilles,31.0,Jean Delatour,51,+1:09:00,1:09:00 1:09:00,+69:00,2001,6
52,Brozyna Tomasz,30.0,Ibanesto.com,52,+1:12:40,1:12:40 1:12:40,+72:40,2001,6
53,Zandio Xabier,24.0,Ibanesto.com,53,+1:13:15,1:13:15 1:13:15,+73:15,2001,6
54,Lefevre Laurent,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",54,+1:14:31,1:14:31 1:14:31,+74:31,2001,6
55,Poilvet Benoit,24.0,Cr\xe9dit Agricole,55,+1:15:15,1:15:15 1:15:15,+75:15,2001,6
56,Kasputis Arturas,34.0,AG2R Pr\xe9voyance,56,+1:15:32,1:15:32 1:15:32,+75:32,2001,6
57,Gouvenou Thierry,32.0,,57,+1:17:04,1:17:04 1:17:04,+77:04,2001,6
58,Gwiazdowski Grzegorz,26.0,La Fran\xe7aise des Jeux,58,+1:17:10,1:17:10 1:17:10,+77:10,2001,6
59,Fofonov Dimitri,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",59,+1:17:21,1:17:21 1:17:21,+77:21,2001,6
60,Madouas Laurent,34.0,Festina,60,+1:17:31,1:17:31 1:17:31,+77:31,2001,6
61,McGee Bradley,25.0,La Fran\xe7aise des Jeux,61,+1:17:41,1:17:41 1:17:41,+77:41,2001,6
62,Gerrikagoitia Gorka,27.0,Euskaltel - Euskadi,62,+1:19:22,1:19:22 1:19:22,+79:22,2001,6
63,Lebreton Lylian,29.0,,63,+1:20:17,1:20:17 1:20:17,+80:17,2001,6
64,Durand Jacky,34.0,La Fran\xe7aise des Jeux,64,+1:20:33,1:20:33 1:20:33,+80:33,2001,6
65,Baguet Serge,31.0,Lotto - Adecco,65,+1:21:38,1:21:38 1:21:38,+81:38,2001,6
66,Van Hyfte Paul,29.0,Lotto - Adecco,66,+1:22:47,1:22:47 1:22:47,+82:47,2001,6
67,Tchmil Andrei,38.0,Lotto - Adecco,67,+1:23:12,1:23:12 1:23:12,+83:12,2001,6
68,Magnusson Glenn,31.0,Domo - Farm Frites,68,+1:23:54,1:23:54 1:23:54,+83:54,2001,6
69,De Waele Fabian,26.0,Lotto - Adecco,69,+1:25:35,1:25:35 1:25:35,+85:35,2001,6
70,Turpin Ludovic,26.0,AG2R Pr\xe9voyance,70,+1:26:50,1:26:50 1:26:50,+86:50,2001,6
71,Bernard J\xe9r\xf4me,29.0,Jean Delatour,71,+1:30:08,1:30:08 1:30:08,+90:08,2001,6
72,Agnolutto Christophe,31.0,AG2R Pr\xe9voyance,72,+1:35:07,1:35:07 1:35:07,+95:07,2001,6
73,Capelle Christophe,33.0,,73,+1:35:33,1:35:33 1:35:33,+95:33,2001,6
74,Da Cruz Carlos,26.0,Festina,74,+1:36:09,1:36:09 1:36:09,+96:09,2001,6
75,Bordenave Philippe,32.0,AG2R Pr\xe9voyance,75,+1:36:14,1:36:14 1:36:14,+96:14,2001,6
76,Chanteur Pascal,33.0,Festina,76,+1:37:16,1:37:16 1:37:16,+97:16,2001,6
77,Pretot Arnaud,29.0,Festina,77,+1:43:13,1:43:13 1:43:13,+103:13,2001,6
78,Auger Ludovic,30.0,,78,+1:46:21,1:46:21 1:46:21,+106:21,2001,6
79,Stoyanov Plamen,29.0,Mercury - Viatel,79,+1:46:53,1:46:53 1:46:53,+106:53,2001,6
80,Casper Jimmy,23.0,La Fran\xe7aise des Jeux,80,+2:00:49,2:00:49 2:00:49,+120:49,2001,6
