Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
32,46.489,,+0:00,50.0,Evans Cadel,1,Silence - Lotto,15:37 15:37,1,2009
26,46.144,,+0:00,30.0,Contador Alberto,2,Astana,0:07 0:07,1,2009
29,45.375,,+0:00,18.0,Valverde Alejandro,3,Caisse d'Epargne,0:23 0:23,1,2009
27,44.907,,+0:00,13.0,Rosseler Sebastien,4,Quickstep - Innergetic,0:33 0:33,1,2009
24,44.907,,+0:00,10.0,Nibali Vincenzo,5,Liquigas,",, 0:33",1,2009
25,44.861000000000004,,+0:00,7.0,Rabon Frantisek,6,Team Columbia - HTC,0:34 0:34,1,2009
28,44.861000000000004,,+0:00,4.0,Knees Christian,7,Milram,",, 0:34",1,2009
27,44.769,,+0:00,3.0,Vaugrenard Benoit,8,Fran\xe7aise des Jeux,0:36 0:36,1,2009
30,44.769,,+0:00,2.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,9,Caisse d'Epargne,",, 0:36",1,2009
32,44.769,,+0:00,1.0,Millar David,10,Team Garmin - Slipstream,",, 0:36",1,2009
22,44.631,,+0:00,,Coppel J\xe9rome,11,Fran\xe7aise des Jeux,0:39 0:39,1,2009
26,44.631,,+0:00,,Clement Stef,12,Rabobank ProTeam,",, 0:39",1,2009
25,44.54,,+0:00,,Terpstra Niki,13,Milram,0:41 0:41,1,2009
31,44.54,,+0:00,,Petrov Evgeni,14,Team Katusha,",, 0:41",1,2009
25,44.494,,+0:00,,Bookwalter Brent,15,BMC Racing Team,0:42 0:42,1,2009
29,44.449,,+0:00,,Pineau J\xe9rome,16,Quickstep - Innergetic,0:43 0:43,1,2009
26,44.449,,+0:00,,Bonnet William,17,Bbox Bouygues Telekom,",, 0:43",1,2009
29,44.403999999999996,,+0:00,,Lang Sebastian,18,Silence - Lotto,0:44 0:44,1,2009
24,44.313,,+0:00,,Bodnar Maciej,19,Liquigas,0:46 0:46,1,2009
32,44.268,,+0:00,,Zubeldia Haimar,20,Astana,0:47 0:47,1,2009
26,44.268,,+0:00,,Van den Broeck Jurgen,21,Silence - Lotto,",, 0:47",1,2009
32,44.178000000000004,,+0:00,,Lefevre Laurent,22,Bbox Bouygues Telekom,0:49 0:49,1,2009
36,44.178000000000004,,+0:00,,Moos Alexandre,23,BMC Racing Team,",, 0:49",1,2009
29,44.178000000000004,,+0:00,,Bak Lars Ytting,24,Saxo Bank,",, 0:49",1,2009
35,44.178000000000004,,+0:00,,Moerenhout Koos,25,Rabobank ProTeam,",, 0:49",1,2009
28,44.178000000000004,,+0:00,,Marzano Marco,26,Lampre - NGC,",, 0:49",1,2009
24,44.13399999999999,,+0:00,,Velits Martin,27,Milram,0:50 0:50,1,2009
29,44.089,,+0:00,,Astarloza Mikel,28,Euskaltel - Euskadi,0:51 0:51,1,2009
30,44.044,,+0:00,,Tankink Bram,29,Rabobank ProTeam,0:52 0:52,1,2009
28,44.0,,+0:00,,Kern Christophe,30,"Cofidis, Solutions Cr\xe9dits",0:53 0:53,1,2009
29,44.0,,+0:00,,Pasamontes Luis,31,Caisse d'Epargne,",, 0:53",1,2009
29,43.956,,+0:00,,Paulinho S\xe9rgio,32,Astana,0:54 0:54,1,2009
33,43.911,,+0:00,,Grabsch Bert,33,Team Columbia - HTC,0:55 0:55,1,2009
31,43.911,,+0:00,,Nocentini Rinaldo,34,AG2R La Mondiale,",, 0:55",1,2009
26,43.911,,+0:00,,Anton Igor,35,Euskaltel - Euskadi,",, 0:55",1,2009
27,43.823,,+0:00,,Pauriol R\xe9mi,36,"Cofidis, Solutions Cr\xe9dits",0:57 0:57,1,2009
25,43.823,,+0:00,,Erviti Imanol,37,Caisse d'Epargne,",, 0:57",1,2009
24,43.778999999999996,,+0:00,,Roche Nicolas,38,AG2R La Mondiale,0:58 0:58,1,2009
31,43.735,,+0:00,,Flecha Juan Antonio,39,Rabobank ProTeam,0:59 0:59,1,2009
22,43.691,,+0:00,,Spilak Simon,40,Lampre - NGC,1:00 1:00,1,2009
31,43.691,,+0:00,,Basso Ivan,41,Liquigas,",, 1:00",1,2009
32,43.647,,+0:00,,van de Walle Jurgen,42,Quickstep - Innergetic,1:01 1:01,1,2009
22,43.647,,+0:00,,Rolland Pierre,43,Bbox Bouygues Telekom,",, 1:01",1,2009
28,43.647,,+0:00,,Le M\xe9vel Christophe,44,Fran\xe7aise des Jeux,",, 1:01",1,2009
27,43.647,,+0:00,,Efimkin Vladimir,45,AG2R La Mondiale,",, 1:01",1,2009
23,43.647,,+0:00,,Gesink Robert,46,Rabobank ProTeam,",, 1:01",1,2009
30,43.647,,+0:00,,Verdugo Gorka,47,Euskaltel - Euskadi,",, 1:01",1,2009
25,43.604,,+0:00,,Trofimov Yuri,48,Bbox Bouygues Telekom,1:02 1:02,1,2009
22,43.604,,+0:00,,Frank Mathias,49,BMC Racing Team,",, 1:02",1,2009
23,43.56,,+0:00,,Intxausti Be\xf1at,50,Fuji-Servetto,1:03 1:03,1,2009
21,43.56,,+0:00,,Rovny Ivan,51,Team Katusha,",, 1:03",1,2009
29,43.56,,+0:00,,Joly S\xe9bastien,52,Fran\xe7aise des Jeux,",, 1:03",1,2009
34,43.56,,+0:00,,Moncouti\xe9 David,53,"Cofidis, Solutions Cr\xe9dits",",, 1:03",1,2009
31,43.516000000000005,,+0:00,,Louder Jeff,54,BMC Racing Team,1:04 1:04,1,2009
25,43.516000000000005,,+0:00,,Wurf Cameron,55,Fuji-Servetto,",, 1:04",1,2009
24,43.473,,+0:00,,Arashiro Yukiya,56,Bbox Bouygues Telekom,1:05 1:05,1,2009
28,43.473,,+0:00,,Wegmann Fabian,57,Milram,",, 1:05",1,2009
21,43.43,,+0:00,,Gautier Cyril,58,Bbox Bouygues Telekom,1:06 1:06,1,2009
27,43.386,,+0:00,,Moinard Ama\xebl,59,"Cofidis, Solutions Cr\xe9dits",1:07 1:07,1,2009
32,43.386,,+0:00,,Bodrogi Laszlo,60,Team Katusha,",, 1:07",1,2009
38,43.343,,+0:00,,Knaven Servais,61,Milram,1:08 1:08,1,2009
26,43.343,,+0:00,,Minard S\xe9bastien,62,"Cofidis, Solutions Cr\xe9dits",",, 1:08",1,2009
